polymer_id,original_representation,property_name,property_value,units,source_dataset,split,phase4_attack_family,phase4_attack_category,phase4_label_basis
poly_1823,[*]CCCCCCNC(=O)c1c(F)c(F)c(C(=O)N[*])c(F)c1F,Bandgap,4.276,eV,polyverse_bandgap,train,clean,clean,measured_target
poly_2455,[*]CCOC(=O)Nc1ccc(CCCc2ccc(NC(=O)O[*])cc2)cc1,Bandgap,4.9081,eV,polyverse_bandgap,train,clean,clean,measured_target
poly_1646,[*]Oc1ccc(OC(=O)c2ccc(OC(=O)CCCCCCCCC([*])=O)cc2)cc1,Bandgap,4.0869,eV,polyverse_bandgap,train,clean,clean,measured_target
poly_2239,[*]Oc1ccc(C(C)(C)c2ccc(OC([*])=O)c(Cl)c2)cc1,Bandgap,4.6926,eV,polyverse_bandgap,train,clean,clean,measured_target
poly_2957,CNCCCOCO,Bandgap,5.4198,eV,polyverse_bandgap,train,clean,clean,measured_target
poly_416,[*]C(=O)c1ccc2c(c1)C(=O)N(c1cccc(Nc3nc(N)nc(Nc4cccc(N5C(=O)c6ccc([*])cc6C5=O)c4)n3)c1)C2=O,Bandgap,2.5377,eV,polyverse_bandgap,train,clean,clean,measured_target
poly_1054,[*]CCCC(=S)[*],Bandgap,3.3815,eV,polyverse_bandgap,train,clean,clean,measured_target
poly_885,[*]CCOCCOCCOc1ccc(NC(=O)c2ccc(C(=O)Nc3ccc(O[*])cc3)cc2)cc1,Bandgap,3.1624,eV,polyverse_bandgap,train,clean,clean,measured_target
poly_3109,[*]C=CC1CC([*])C(C#N)([Si](C)(C)C)C1,Bandgap,5.5889,eV,polyverse_bandgap,train,clean,clean,measured_target
poly_301,[*]C(=O)c1ccc2c(c1)C(=O)N(c1ccc(C3(c4ccc(N5C(=O)c6ccc([*])cc6C5=O)cc4)c4ccccc4-c4ccccc43)cc1)C2=O,Bandgap,2.372,eV,polyverse_bandgap,train,clean,clean,measured_target
poly_2005,[*]CC(=O)NCCCCCCNC(=O)COc1ccc(O[*])cc1,Bandgap,4.4776,eV,polyverse_bandgap,train,clean,clean,measured_target
poly_3554,[*]CC([*])OCCCl,Bandgap,6.0222,eV,polyverse_bandgap,train,clean,clean,measured_target
poly_3213,[*]CCCCNC(=O)CCCCCCCCCCC(=O)N[*],Bandgap,5.7128,eV,polyverse_bandgap,train,clean,clean,measured_target
poly_118,[*]NC(S1)=CC=C1C(=S)C(S2)=CC=C2[*],Bandgap,1.771,eV,polyverse_bandgap,train,clean,clean,measured_target
poly_270,[*]c1cc(CCCCCCCCCCCCCCCCCCCCCC)c([*])s1,Bandgap,2.319,eV,polyverse_bandgap,train,clean,clean,measured_target
poly_3169,[*]OC(=O)Oc1cccc(OC(=O)OC2CC3CC([*])CC(C2)O3)c1,Bandgap,5.6565,eV,polyverse_bandgap,train,clean,clean,measured_target
poly_2854,[*]C=CC1CC([*])C2C(=O)N(CCCC)C(=O)C12,Bandgap,5.3038,eV,polyverse_bandgap,train,clean,clean,measured_target
poly_239,[*]c1ccc(-c2ccc(-n3c(=O)c4cc5c(=O)n([*])c(=O)c5cc4c3=O)cc2)cc1,Bandgap,2.2166,eV,polyverse_bandgap,train,clean,clean,measured_target
poly_1315,C(F)(F)C(F)(F)C(C=C1)=CC=C1C(S2)=CC=C2,Bandgap,3.6894,eV,polyverse_bandgap,train,clean,clean,measured_target
poly_690,[*]C=Cc1ccc([*])o1,Bandgap,2.9162,eV,polyverse_bandgap,train,clean,clean,measured_target
poly_2399,[*]CCN([*])C(=O)c1ccc(OC)cc1,Bandgap,4.8635,eV,polyverse_bandgap,train,clean,clean,measured_target
poly_1363,[*]Nc1ccc(CC(C)(C)NC(=O)c2ccc(C([*])=O)cc2)cc1,Bandgap,3.7404,eV,polyverse_bandgap,train,clean,clean,measured_target
poly_363,[*]C(=O)c1ccc2c(c1)C(=O)N(c1ccc(C(C)(C)c3ccc(C(C)(C)c4ccc(N5C(=O)c6ccc([*])cc6C5=O)cc4)cc3)cc1)C2=O,Bandgap,2.4803,eV,polyverse_bandgap,train,clean,clean,measured_target
poly_1729,[*]Oc1ccc(S(=O)(=O)c2ccc(Oc3ccc(C(C)(C)c4ccc([*])cc4)cc3)cc2)c(N)c1,Bandgap,4.1743,eV,polyverse_bandgap,train,clean,clean,measured_target
poly_206,[*]C=Cc1ccc([*])c(F)c1,Bandgap,2.119,eV,polyverse_bandgap,train,clean,clean,measured_target
poly_2481,[*]Oc1ccc(C(C#N)(c2ccccc2)c2ccc(OC([*])=O)cc2)cc1,Bandgap,4.9282,eV,polyverse_bandgap,train,clean,clean,measured_target
poly_2620,[*]CCN([*])C(=O)c1ccc(F)cc1,Bandgap,5.0808,eV,polyverse_bandgap,train,clean,clean,measured_target
poly_3023,[*]C=CC1CC([*])C(C(F)(F)F)(C(F)(F)F)C1(F)F,Bandgap,5.5,eV,polyverse_bandgap,train,clean,clean,measured_target
poly_1088,[*]c1ccc2[nH]c3ccc([*])cc3c2c1,Bandgap,3.4191,eV,polyverse_bandgap,train,clean,clean,measured_target
poly_3564,[*]CCOCCOCCOC(=O)NCCCCCCNC(=O)O[*],Bandgap,6.0302,eV,polyverse_bandgap,train,clean,clean,measured_target
poly_1499,[*]CCCCCCOc1ccc(C(=O)N(C(=O)c2ccc(O[*])cc2)c2ccccc2)cc1,Bandgap,3.9212,eV,polyverse_bandgap,train,clean,clean,measured_target
poly_1292,[*]Nc1ccc(C(=O)c2ccc(NC(=O)c3ccc(C([*])=O)cc3)cc2)cc1,Bandgap,3.6638,eV,polyverse_bandgap,train,clean,clean,measured_target
poly_1695,[*]CC(O)COc1ccc(S(=O)(=O)c2ccc(OCC(O)COc3cccc(O[*])c3)cc2)cc1,Bandgap,4.1474,eV,polyverse_bandgap,train,clean,clean,measured_target
poly_255,[*]c1[nH]c([*])c2c1CCC2,Bandgap,2.2689,eV,polyverse_bandgap,train,clean,clean,measured_target
poly_2037,[*]Oc1c(C)cc([*])cc1C,Bandgap,4.5131,eV,polyverse_bandgap,train,clean,clean,measured_target
poly_4108,[*]CC([*])OC(=O)CCC,Bandgap,6.8392,eV,polyverse_bandgap,train,clean,clean,measured_target
poly_2536,[*]CC([*])SCC,Bandgap,4.9830000000000005,eV,polyverse_bandgap,train,clean,clean,measured_target
poly_1735,[*]Oc3ccc(Oc1cccc([*])c1C#N)c(c2cccc(C)c2)c3,Bandgap,4.1777,eV,polyverse_bandgap,train,clean,clean,measured_target
poly_3324,COC(=O)NCCNC,Bandgap,5.8075,eV,polyverse_bandgap,train,clean,clean,measured_target
poly_3427,[*]CCOCCOC(=O)COCC(=O)O[*],Bandgap,5.8945,eV,polyverse_bandgap,train,clean,clean,measured_target
poly_138,[*]C=C([*])c1ccccc1C(F)(F)F,Bandgap,1.8895,eV,polyverse_bandgap,train,clean,clean,measured_target
poly_1386,[*]CCCCCCCCCCSSCCCCCCSS[*],Bandgap,3.7675,eV,polyverse_bandgap,train,clean,clean,measured_target
poly_1631,[*]Oc1ccc(C(C)=Cc2ccc(OC(=O)OCCCCCOC([*])=O)cc2)cc1,Bandgap,4.0699,eV,polyverse_bandgap,train,clean,clean,measured_target
poly_844,[*]Oc1ccc(SSc2ccc([*])cc2)cc1,Bandgap,3.1064,eV,polyverse_bandgap,train,clean,clean,measured_target
poly_120,[*]C=Cc1ccc([*])c(OC)c1,Bandgap,1.7776,eV,polyverse_bandgap,train,clean,clean,measured_target
poly_588,[*]Oc1ccc(C2(c3ccc(OC(=O)c4ccc(C([*])=O)cc4)cc3)CC3CC2C2CCCC32)cc1,Bandgap,2.7731,eV,polyverse_bandgap,train,clean,clean,measured_target
poly_4002,[*]C(C#N)C(C#N)(C#N)[*],Bandgap,6.6373,eV,polyverse_bandgap,train,clean,clean,measured_target
poly_82,[*]C#CC#Cc1cc2sc([*])cc2s1,Bandgap,1.561,eV,polyverse_bandgap,train,clean,clean,measured_target
poly_1726,[*]C(=O)c1ccc(C(=O)N(C)N([*])C)cc1,Bandgap,4.1739,eV,polyverse_bandgap,train,clean,clean,measured_target
poly_2205,[*]CCCCOC(=O)c1ccccc1-c1ccccc1C(=O)O[*],Bandgap,4.6586,eV,polyverse_bandgap,train,clean,clean,measured_target
poly_1605,[*]NC(=O)NC(=O)[*],Bandgap,4.0437,eV,polyverse_bandgap,train,clean,clean,measured_target
poly_3603,[*]NNC(=O)C1CCC(C(=O)NNC(=O)CCCCC([*])=O)CC1,Bandgap,6.0678,eV,polyverse_bandgap,train,clean,clean,measured_target
poly_424,[*]c1ccc(Cc2ccc(-n3c(=O)c4cc5c(=O)n([*])c(=O)c5cc4c3=O)cc2)cc1,Bandgap,2.5456,eV,polyverse_bandgap,train,clean,clean,measured_target
poly_1564,C(F)(F)C(F)(F)NC(C=C1)=CC=C1,Bandgap,3.9985,eV,polyverse_bandgap,train,clean,clean,measured_target
poly_2216,[*]Oc1ccc(C(C)(CCC)c2ccc(OC([*])=O)cc2)cc1,Bandgap,4.6663,eV,polyverse_bandgap,train,clean,clean,measured_target
poly_1048,[*]Nc1ccc(C(C)(C)c2ccc(NC(=O)c3cc(C([*])=O)cc(N4C(=O)C5CC=CCC5C4=O)c3)cc2)cc1,Bandgap,3.3743,eV,polyverse_bandgap,train,clean,clean,measured_target
poly_1517,[*]CC(=O)C([*])c1ccc(C)cc1,Bandgap,3.9396,eV,polyverse_bandgap,train,clean,clean,measured_target
poly_2250,[*]Oc1ccc(C(c2ccc(OC([*])=O)cc2)C(Cl)Cl)cc1,Bandgap,4.7047,eV,polyverse_bandgap,train,clean,clean,measured_target
poly_1024,[*]C=Cc1ccc([*])cc1,Bandgap,3.3499,eV,polyverse_bandgap,train,clean,clean,measured_target
poly_3349,[*]CC(OC(C)=O)C1C(=O)OC(=O)C1[*],Bandgap,5.8319,eV,polyverse_bandgap,train,clean,clean,measured_target
poly_753,[*]C(=O)Nc1ccc(C(=O)Nc2ccc(NC(=O)c3ccc4[nH]c(-c5cccc(-c6nc7cc([*])ccc7[nH]6)c5)nc4c3)cc2)cc1,Bandgap,2.979,eV,polyverse_bandgap,train,clean,clean,measured_target
poly_621,[*]c1ccc(C(=O)Oc2ccc(-n3c(=O)c4cc5c(=O)n([*])c(=O)c5cc4c3=O)cc2)cc1,Bandgap,2.8175,eV,polyverse_bandgap,train,clean,clean,measured_target
poly_3276,[*]CNC(=O)CCCCC(=O)NCC1COC([*])CO1,Bandgap,5.7675,eV,polyverse_bandgap,train,clean,clean,measured_target
poly_3565,[*]CCCCCCCCCCCCNC(=O)CCCCCCCCCCCCC(=O)N[*],Bandgap,6.0318,eV,polyverse_bandgap,train,clean,clean,measured_target
poly_3343,[*]OC(CC([*])=O)C(Cl)Cl,Bandgap,5.8216,eV,polyverse_bandgap,train,clean,clean,measured_target
poly_1664,[*]c1sc([*])c(OC)c1OC,Bandgap,4.1031,eV,polyverse_bandgap,train,clean,clean,measured_target
poly_3578,[*]CCCOC(=O)COCC(=O)O[*],Bandgap,6.046,eV,polyverse_bandgap,train,clean,clean,measured_target
poly_701,[*]c1ccc(-c2ccc(N3C(=O)c4ccc(-c5cccc6c5C(=O)N([*])C6=O)cc4C3=O)c(C)c2)cc1C,Bandgap,2.9249,eV,polyverse_bandgap,train,clean,clean,measured_target
poly_1874,[*]CCc1c(Cl)c(Cl)c([*])c(Cl)c1Cl,Bandgap,4.3241,eV,polyverse_bandgap,train,clean,clean,measured_target
poly_2430,[*]CCc1ccc([*])s1,Bandgap,4.8896,eV,polyverse_bandgap,train,clean,clean,measured_target
poly_2559,[*]Oc1ccc(C(C)(c2ccccc2)c2ccc(OC(=O)OC3C(C)(C)C(OC([*])=O)C3(C)C)cc2)cc1,Bandgap,5.0101,eV,polyverse_bandgap,train,clean,clean,measured_target
poly_3195,[*]CC(CO)(CO)CO[*],Bandgap,5.6943,eV,polyverse_bandgap,train,clean,clean,measured_target
poly_3545,[*]CCCCNC(=O)CCCCCCCCCCCCCCC(=O)N[*],Bandgap,6.0171,eV,polyverse_bandgap,train,clean,clean,measured_target
poly_3650,[*]CCOCCOCCOC(=O)C1CCC(C(=O)O[*])CC1,Bandgap,6.1348,eV,polyverse_bandgap,train,clean,clean,measured_target
poly_3968,[*]CCCCCC(=O)O[*],Bandgap,6.5974,eV,polyverse_bandgap,train,clean,clean,measured_target
poly_4143,[*]CCCCOC(=O)OCC1CCC(COC(=O)O[*])CC1,Bandgap,7.0059,eV,polyverse_bandgap,train,clean,clean,measured_target
poly_1536,[*]CC([*])n1c2ccccc2c2ccccc21,Bandgap,3.9624,eV,polyverse_bandgap,train,clean,clean,measured_target
poly_1036,[*]c1ccc2c(c1)c1cc([*])ccc1n2C,Bandgap,3.3599,eV,polyverse_bandgap,train,clean,clean,measured_target
poly_1224,[*]CC([*])c1ccc(C(=O)Cc2ccccc2)cc1,Bandgap,3.5934,eV,polyverse_bandgap,train,clean,clean,measured_target
poly_2018,[*]CCCCOc1ccc(C(=O)OC(=O)c2ccc(O[*])cc2)cc1,Bandgap,4.4911,eV,polyverse_bandgap,train,clean,clean,measured_target
poly_228,[*]C(=O)C(S1)=CC=C1C(=S)C(S2)=CC=C2[*],Bandgap,2.182,eV,polyverse_bandgap,train,clean,clean,measured_target
poly_3628,[*]C1CC2CC1C([*])C2CCCC,Bandgap,6.1081,eV,polyverse_bandgap,train,clean,clean,measured_target
poly_1882,[*]Oc1ccc2c(c1)C1(CC2(C)C)CC(C)(C)c2ccc(OC([*])=O)cc21,Bandgap,4.341,eV,polyverse_bandgap,train,clean,clean,measured_target
poly_770,[*]Oc1c(C)cc(C2(c3cc(C)c(OC(=O)c4cc(C([*])=O)cc(C(C)(C)C)c4)c(C)c3)CC(C)CC(C)(C)C2)cc1C,Bandgap,2.9976,eV,polyverse_bandgap,train,clean,clean,measured_target
poly_3346,[*]CCCCCCCCC(=O)NCCCCCCNC(=O)CCCCO[*],Bandgap,5.8255,eV,polyverse_bandgap,train,clean,clean,measured_target
poly_1824,C([*])C(CCCC)=CC([*]),Bandgap,4.2773,eV,polyverse_bandgap,train,clean,clean,measured_target
poly_688,[*]c1ccc(-n2c(=O)c3cc4c(=O)n([*])c(=O)c4cc3c2=O)c(CP(=O)(OCC)OCC)c1,Bandgap,2.9129,eV,polyverse_bandgap,train,clean,clean,measured_target
poly_1698,[*]CCCCCCOc1ccc(C(=O)Oc2ccc(O[*])cc2)cc1,Bandgap,4.1516,eV,polyverse_bandgap,train,clean,clean,measured_target
poly_3719,[*]CCOCCOC(=O)CCCC(=O)O[*],Bandgap,6.2403,eV,polyverse_bandgap,train,clean,clean,measured_target
poly_2551,[*]CC1CC1COC(=O)c1cccc(C(=O)O[*])c1,Bandgap,5.001,eV,polyverse_bandgap,train,clean,clean,measured_target
poly_3731,[*]OC(COCCCC)COC([*])=O,Bandgap,6.2574,eV,polyverse_bandgap,train,clean,clean,measured_target
poly_1579,[*]CCCOc1cccc(C(=O)OC(=O)c2cccc(O[*])c2)c1,Bandgap,4.0132,eV,polyverse_bandgap,train,clean,clean,measured_target
poly_2778,[*]Cc1ccc(COC(=O)CCCCCCCC(=O)O[*])cc1,Bandgap,5.2217,eV,polyverse_bandgap,train,clean,clean,measured_target
poly_3903,[*]OC(C)COC(=O)CCCCCCC([*])=O,Bandgap,6.5116,eV,polyverse_bandgap,train,clean,clean,measured_target
poly_1451,[*]CCCCCCCc1nnc(-c2ccc(-c3nnc([*])o3)cc2)o1,Bandgap,3.8544,eV,polyverse_bandgap,train,clean,clean,measured_target
poly_839,[*]CCOCCOC(=O)CC(=CC(=O)O[*])c1cc(C)ccc1OC,Bandgap,3.1,eV,polyverse_bandgap,train,clean,clean,measured_target
poly_3606,[*]NC(CC([*])=O)C(=O)OCCCC,Bandgap,6.072,eV,polyverse_bandgap,train,clean,clean,measured_target
poly_1532,[*]Oc1ccc(Oc2ccc(C(=O)c3ccc([*])cc3)cc2)cc1CC#N,Bandgap,3.9557,eV,polyverse_bandgap,train,clean,clean,measured_target
poly_4149,[*]C(F)(F)C1(F)C(F)(F)C([*])(F)C(F)(F)C1(F)F,Bandgap,7.0615,eV,polyverse_bandgap,train,clean,clean,measured_target
poly_1606,[*]Oc1ccc(NC(=O)c2cccc(C(=O)Nc3ccc(Oc4ccc(C5(c6ccc([*])cc6)C6CC7CC(C6)CC5C7)cc4)cc3)c2)cc1,Bandgap,4.0447,eV,polyverse_bandgap,train,clean,clean,measured_target
poly_1542,[*]CCCCCCCOC(=O)c1ccc(-c2ccc(C(=O)O[*])cc2)cc1,Bandgap,3.9708,eV,polyverse_bandgap,train,clean,clean,measured_target
poly_3478,[*]CCCCCCC(=O)NCCCCCCNC(=O)CCCCCCO[*],Bandgap,5.9469,eV,polyverse_bandgap,train,clean,clean,measured_target
poly_1694,[*]Oc1cc(CCCC)cc(OC(=O)c2cccc(C([*])=O)c2)c1,Bandgap,4.1472,eV,polyverse_bandgap,train,clean,clean,measured_target
poly_1478,[*]Oc1ccc(-c2ccc(C([*])=O)cc2)cc1,Bandgap,3.8982,eV,polyverse_bandgap,train,clean,clean,measured_target
poly_240,[*]CC(=O)Nc1ccc(Cc2ccc(NC(=O)CN3C(=O)c4ccc(C(=O)c5ccc6c(c5)C(=O)N([*])C6=O)cc4C3=O)cc2)cc1,Bandgap,2.2184,eV,polyverse_bandgap,train,clean,clean,measured_target
poly_1951,[*]CC(S1)=CC=C1C(=O)O[*],Bandgap,4.4211,eV,polyverse_bandgap,train,clean,clean,measured_target
poly_1275,[*]C(=S)N([*])CC=C,Bandgap,3.6436,eV,polyverse_bandgap,train,clean,clean,measured_target
poly_1309,[*]C(=S)N([*])C,Bandgap,3.6807,eV,polyverse_bandgap,train,clean,clean,measured_target
poly_3983,[*]C1CCC([*])C1,Bandgap,6.6111,eV,polyverse_bandgap,train,clean,clean,measured_target
poly_3451,[*]NC(C)CC([*])=O,Bandgap,5.9253,eV,polyverse_bandgap,train,clean,clean,measured_target
poly_2801,[*]Oc1c(C(C)C)cc([*])cc1C(C)C,Bandgap,5.2366,eV,polyverse_bandgap,train,clean,clean,measured_target
poly_553,[*]c1sc([*])c2nc(-c3ccccc3)c(CC)nc12,Bandgap,2.7281,eV,polyverse_bandgap,train,clean,clean,measured_target
poly_1104,[*]c1ccc2c(c1)c1cc([*])ccc1n2CC,Bandgap,3.4388,eV,polyverse_bandgap,train,clean,clean,measured_target
poly_1339,NC(=S)NC(C=C1)=CC=C1NC(=S)NC(C=C2)=CC=C2CC(C=C3)=CC=C3,Bandgap,3.7146,eV,polyverse_bandgap,train,clean,clean,measured_target
poly_976,[*]c1ccc(-c2cnc3cc(Oc4ccc5nc([*])cnc5c4)ccc3n2)cc1,Bandgap,3.2905,eV,polyverse_bandgap,train,clean,clean,measured_target
poly_668,[*]C(C=C1)=CC=C1C(C=C2)=CC=C2C(C=C3)=CC=C3C(S4)=CC=C4[*],Bandgap,2.8879,eV,polyverse_bandgap,train,clean,clean,measured_target
poly_2984,[*]Cc1ccc(COC(=O)CCCCCCCCCCC(=O)O[*])cc1,Bandgap,5.4468,eV,polyverse_bandgap,train,clean,clean,measured_target
poly_3389,[*]CNC(=O)CCCC(=O)N[*],Bandgap,5.8672,eV,polyverse_bandgap,train,clean,clean,measured_target
poly_3371,[*]NNC(=O)CCCCCCCCC([*])=O,Bandgap,5.857,eV,polyverse_bandgap,train,clean,clean,measured_target
poly_422,[*]C=Cc1cc(OCCCCCC)c([*])cc1OC,Bandgap,2.5439,eV,polyverse_bandgap,train,clean,clean,measured_target
poly_2279,[*]CCCCOC(=O)C=CC(=O)O[*],Bandgap,4.7363,eV,polyverse_bandgap,train,clean,clean,measured_target
poly_1909,[*]c1cc(C)c([*])cn1,Bandgap,4.3718,eV,polyverse_bandgap,train,clean,clean,measured_target
poly_2073,[*]CCCCCCOC(=O)OCCCCCOC(=O)OCCCCCCOc1ccc(Oc2ccc(O[*])cc2)cc1,Bandgap,4.5468,eV,polyverse_bandgap,train,clean,clean,measured_target
poly_3295,[*]CC([*])(C)C(=O)OCCBr,Bandgap,5.7827,eV,polyverse_bandgap,train,clean,clean,measured_target
poly_849,[*]C(=O)Nc1cccc(C(=O)Nc2cccc(NC(=O)c3ccc4[nH]c(-c5ccc(-c6nc7cc([*])ccc7[nH]6)cc5)nc4c3)c2)c1,Bandgap,3.111,eV,polyverse_bandgap,train,clean,clean,measured_target
poly_1119,[*]C=C([*])c1cccs1,Bandgap,3.454,eV,polyverse_bandgap,train,clean,clean,measured_target
poly_1783,[*]CC(F)(F)C(F)(F)C(F)(F)COc1c(F)c(F)c(O[*])c(F)c1F,Bandgap,4.2427,eV,polyverse_bandgap,train,clean,clean,measured_target
poly_1374,[*]c1ccc(-n2cc3c(n2)C(=O)c2cn([*])nc2C3=O)cc1,Bandgap,3.7547,eV,polyverse_bandgap,train,clean,clean,measured_target
poly_2623,[*]CCSS[*],Bandgap,5.0819,eV,polyverse_bandgap,train,clean,clean,measured_target
poly_3730,[*]OC(=O)OCCCCCCOC(=O)OC1COC2C([*])COC12,Bandgap,6.2569,eV,polyverse_bandgap,train,clean,clean,measured_target
poly_3173,[*]CC(C)(C=O)C(F)(F)C([*])([2H])[2H],Bandgap,5.6608,eV,polyverse_bandgap,train,clean,clean,measured_target
poly_3274,[*]CCCCCCCCCCNC(=O)NCCCCCCCCNC(=O)N[*],Bandgap,5.7663,eV,polyverse_bandgap,train,clean,clean,measured_target
poly_593,[*]CC([*])c1cc(Cl)ccc1Cl,Bandgap,2.784,eV,polyverse_bandgap,train,clean,clean,measured_target
poly_924,[*]Nc1cc(NC(=O)c2ccc(C([*])=O)cc2)cc(C(=O)OCCOc2ccc(C=CC(=O)c3ccccc3)cc2)c1,Bandgap,3.212,eV,polyverse_bandgap,train,clean,clean,measured_target
poly_379,[*]c1ccc(-c2ccc(-n3c(=O)c4c(F)c5c(=O)n([*])c(=O)c5c(F)c4c3=O)cc2C)c(C)c1,Bandgap,2.4968,eV,polyverse_bandgap,train,clean,clean,measured_target
poly_2449,[*]CCCN([*])C(=O)c1ccccc1,Bandgap,4.9047,eV,polyverse_bandgap,train,clean,clean,measured_target
poly_1086,[*]OCCOC(=O)CCCCC(=O)OCCOc1nc(-c2ccc(OC)cc2)nc([*])c1-c1ccc(OC)cc1,Bandgap,3.4169,eV,polyverse_bandgap,train,clean,clean,measured_target
poly_1420,C(F)(F)C(F)(F)C(S1)=CC=C1O,Bandgap,3.8151,eV,polyverse_bandgap,train,clean,clean,measured_target
poly_2584,[*]CCCCOC(=O)CCSCCCCCCSCCC(=O)O[*],Bandgap,5.0289,eV,polyverse_bandgap,train,clean,clean,measured_target
poly_3879,[*]OC(CCCCC)CC([*])=O,Bandgap,6.4777,eV,polyverse_bandgap,train,clean,clean,measured_target
poly_2763,[*]CCOCCOC(=O)CCSCCC(=O)O[*],Bandgap,5.2072,eV,polyverse_bandgap,train,clean,clean,measured_target
poly_3894,[*]CCCCCCCCCCOC(=O)CCCCS(=O)(=O)CCCCC(=O)O[*],Bandgap,6.4986,eV,polyverse_bandgap,train,clean,clean,measured_target
poly_3536,[*]NC(C)C([*])=O,Bandgap,6.0074,eV,polyverse_bandgap,train,clean,clean,measured_target
poly_4083,[*]CCCCCCCCCCCCCC(=O)O[*],Bandgap,6.7653,eV,polyverse_bandgap,train,clean,clean,measured_target
poly_1755,[*]Oc1ccc(OC(=O)c2cccc(Oc3cccc(C([*])=O)c3)c2)cc1,Bandgap,4.1992,eV,polyverse_bandgap,train,clean,clean,measured_target
poly_3895,[*]OC1CCC(C2CCC(OC(=O)CCCCCCCCCC([*])=O)CC2)CC1,Bandgap,6.5,eV,polyverse_bandgap,train,clean,clean,measured_target
poly_3242,[*]CC(C)O[*],Bandgap,5.7371,eV,polyverse_bandgap,train,clean,clean,measured_target
poly_2953,[*]CC(CS(=O)(=O)CC)O[*],Bandgap,5.4139,eV,polyverse_bandgap,train,clean,clean,measured_target
poly_546,[*]CCC(C=C1)=CC=C1C(=S)[*],Bandgap,2.7148,eV,polyverse_bandgap,train,clean,clean,measured_target
poly_605,[*]c1c(C)c(C)c(-n2c(=O)c3cc4c(=O)n([*])c(=O)c4cc3c2=O)c(C)c1C,Bandgap,2.7972,eV,polyverse_bandgap,train,clean,clean,measured_target
poly_4036,[*]OC(C)COC(=O)CCCCCCCC([*])=O,Bandgap,6.6887,eV,polyverse_bandgap,train,clean,clean,measured_target
poly_1770,[*]CCCc1nc2cc3sc([*])nc3cc2s1,Bandgap,4.2161,eV,polyverse_bandgap,train,clean,clean,measured_target
poly_3279,[*]C=CCC[*],Bandgap,5.7686,eV,polyverse_bandgap,train,clean,clean,measured_target
poly_371,[*]C=Cc1ccc([*])c2ccc(CCCCCCCCCCC)cc12,Bandgap,2.485,eV,polyverse_bandgap,train,clean,clean,measured_target
poly_3381,[*]CC(C)C1C(=O)N(CCC)C(=O)C1[*],Bandgap,5.862,eV,polyverse_bandgap,train,clean,clean,measured_target
poly_3995,[*]CCCCCOC(=O)CCCCCCCC(=O)O[*],Bandgap,6.624,eV,polyverse_bandgap,train,clean,clean,measured_target
poly_3934,[*]CCCS(=O)(=O)CCCCS(=O)(=O)CCCOC(=O)O[*],Bandgap,6.5416,eV,polyverse_bandgap,train,clean,clean,measured_target
poly_2034,[*]Oc1ccc(Sc2ccc(Sc3ccc(Sc4ccc([*])cc4)cc3)cc2)cc1,Bandgap,4.5081,eV,polyverse_bandgap,train,clean,clean,measured_target
poly_1573,[*]CCOCCOC(=O)c1ccc(-c2ccc(C(=O)O[*])cc2)cc1,Bandgap,4.0097,eV,polyverse_bandgap,train,clean,clean,measured_target
poly_3723,[*]OC(=O)CCCCCCCCCCCC([*])=O,Bandgap,6.2436,eV,polyverse_bandgap,train,clean,clean,measured_target
poly_997,[*]C(C=C1)=CC=C1C(C=C2)=CC=C2C(=S)O[*],Bandgap,3.3176,eV,polyverse_bandgap,train,clean,clean,measured_target
poly_3930,[*]CCCCCCCCc1nnc([*])o1,Bandgap,6.5384,eV,polyverse_bandgap,train,clean,clean,measured_target
poly_4016,[*]CC([*])(C#N)C(=O)OCC(C)C,Bandgap,6.6657,eV,polyverse_bandgap,train,clean,clean,measured_target
poly_340,[*]c1cc(COCCCCCCCCCCCCOc2ccc(-c3ccc(OC)cc3)cc2)c([*])s1,Bandgap,2.4465,eV,polyverse_bandgap,train,clean,clean,measured_target
poly_2664,[*]Cc1cc(C)c(CNC(=O)CCCCC(=O)N[*])cc1C,Bandgap,5.1111,eV,polyverse_bandgap,train,clean,clean,measured_target
poly_1055,[*]c1ccc(S(=O)(=O)c2ccc(N3C(=O)c4ccc(-c5ccc6c(c5)C(=O)N([*])C6=O)cc4C3=O)cc2)cc1,Bandgap,3.382,eV,polyverse_bandgap,train,clean,clean,measured_target
poly_3917,[*]C([*])O,Bandgap,6.5244,eV,polyverse_bandgap,train,clean,clean,measured_target
poly_2133,[*]Oc1cccc(C([*])=O)c1,Bandgap,4.5975,eV,polyverse_bandgap,train,clean,clean,measured_target
poly_1097,[*]Sc1ccc(C(=O)CNNCC(=O)c2ccc([*])cc2)cc1,Bandgap,3.4329,eV,polyverse_bandgap,train,clean,clean,measured_target
poly_16,[*]C=C([*])C#N,Bandgap,0.9111,eV,polyverse_bandgap,train,clean,clean,measured_target
poly_1235,[*]Sc1ccc(Nc2ccc(Nc3ccc(Nc4ccc([*])cc4)cc3)cc2)cc1,Bandgap,3.6059,eV,polyverse_bandgap,train,clean,clean,measured_target
poly_1555,[*]Oc1ccc(OC(=O)c2cccc(C([*])=O)c2)cc1,Bandgap,3.9872,eV,polyverse_bandgap,train,clean,clean,measured_target
poly_2503,[*]CC(C)(C)CS[*],Bandgap,4.9455,eV,polyverse_bandgap,train,clean,clean,measured_target
