source_index,original_representation,adversarial_representation,attack_family,canonical_equivalent,label_basis,target_value,teacher_model_hash,property_value
651,[*]CCOCCC(=O)CCCCCCCC(=O)O[*],[*]CCOCCC(=O)CCCCCCCC(=O)O[*],rearrangement,False,clean_model_teacher,5.976093769073486,0b1bb3f62ca72a897fd84c8e7f3129f8a7a9d75c1179c10debb63e46113731e4,5.976093769073486
651,[*]CCCCCO(=O)CCCCCCCC(=O)O[*],[*]CCCCCO(=O)CCCCCCCC(=O)O[*],rearrangement,False,clean_model_teacher,6.3624372482299805,0b1bb3f62ca72a897fd84c8e7f3129f8a7a9d75c1179c10debb63e46113731e4,6.3624372482299805
652,[*]FCOC(=O)O[*],[*]FCOC(=O)O[*],substitution,False,clean_model_teacher,6.317905902862549,0b1bb3f62ca72a897fd84c8e7f3129f8a7a9d75c1179c10debb63e46113731e4,6.317905902862549
652,[*]CCSC(=O)O[*],[*]CCSC(=O)O[*],substitution,False,clean_model_teacher,5.714804649353027,0b1bb3f62ca72a897fd84c8e7f3129f8a7a9d75c1179c10debb63e46113731e4,5.714804649353027
652,[*]CCOC(N=O)O[*],[*]CCOC(N=O)O[*],insertion,False,clean_model_teacher,6.057431697845459,0b1bb3f62ca72a897fd84c8e7f3129f8a7a9d75c1179c10debb63e46113731e4,6.057431697845459
652,[*]CCOC(=/O)O[*],[*]CCOC(=/O)O[*],insertion,False,clean_model_teacher,6.695193290710449,0b1bb3f62ca72a897fd84c8e7f3129f8a7a9d75c1179c10debb63e46113731e4,6.695193290710449
652,[*]CCOC(=)O[*],[*]CCOC(=)O[*],deletion,False,clean_model_teacher,5.568871974945068,0b1bb3f62ca72a897fd84c8e7f3129f8a7a9d75c1179c10debb63e46113731e4,5.568871974945068
652,[*]CCOC(O)O[*],[*]CCOC(O)O[*],deletion,False,clean_model_teacher,6.960096836090088,0b1bb3f62ca72a897fd84c8e7f3129f8a7a9d75c1179c10debb63e46113731e4,6.960096836090088
652,[*]CCCO(=O)O[*],[*]CCCO(=O)O[*],rearrangement,False,clean_model_teacher,5.999982833862305,0b1bb3f62ca72a897fd84c8e7f3129f8a7a9d75c1179c10debb63e46113731e4,5.999982833862305
652,[*]COCC(=O)O[*],[*]COCC(=O)O[*],rearrangement,False,clean_model_teacher,6.3404412269592285,0b1bb3f62ca72a897fd84c8e7f3129f8a7a9d75c1179c10debb63e46113731e4,6.3404412269592285
653,[*]NBr(Cc1ccccc1)C([*])=O,[*]NBr(Cc1ccccc1)C([*])=O,substitution,False,clean_model_teacher,4.685793876647949,0b1bb3f62ca72a897fd84c8e7f3129f8a7a9d75c1179c10debb63e46113731e4,4.685793876647949
653,[*]NC(Cc1ccocc1)C([*])=O,[*]NC(Cc1ccocc1)C([*])=O,substitution,False,clean_model_teacher,4.952152729034424,0b1bb3f62ca72a897fd84c8e7f3129f8a7a9d75c1179c10debb63e46113731e4,4.952152729034424
653,[*]PNC(Cc1ccccc1)C([*])=O,[*]PNC(Cc1ccccc1)C([*])=O,insertion,False,clean_model_teacher,5.336004257202148,0b1bb3f62ca72a897fd84c8e7f3129f8a7a9d75c1179c10debb63e46113731e4,5.336004257202148
653,[*]NC(Cc1ccccc1)C([*])N=O,[*]NC(Cc1ccccc1)C([*])N=O,insertion,False,clean_model_teacher,5.254749298095703,0b1bb3f62ca72a897fd84c8e7f3129f8a7a9d75c1179c10debb63e46113731e4,5.254749298095703
653,[*]NC(c1ccccc1)C([*])=O,[*]NC(c1ccccc1)C([*])=O,deletion,False,clean_model_teacher,4.502262115478516,0b1bb3f62ca72a897fd84c8e7f3129f8a7a9d75c1179c10debb63e46113731e4,4.502262115478516
653,[*]NC(C1ccccc1)C([*])=O,[*]NC(C1ccccc1)C([*])=O,deletion,False,clean_model_teacher,4.868724346160889,0b1bb3f62ca72a897fd84c8e7f3129f8a7a9d75c1179c10debb63e46113731e4,4.868724346160889
654,[*]c1ccc(C(=O)c2ccc(-n3sc(-c4ccc(Oc5ccc(-c6nn([*])c(=O)c7ccccc67)cc5)cc4)c4ccccc4c3=O)cc2)cc1,[*]c1ccc(C(=O)c2ccc(-n3sc(-c4ccc(Oc5ccc(-c6nn([*])c(=O)c7ccccc67)cc5)cc4)c4ccccc4c3=O)cc2)cc1,substitution,False,clean_model_teacher,3.7923996448516846,0b1bb3f62ca72a897fd84c8e7f3129f8a7a9d75c1179c10debb63e46113731e4,3.7923996448516846
654,[*]c1ccc(C(=O)c2ccc(-n3nc(-c4coc(Oc5ccc(-c6nn([*])c(=O)c7ccccc67)cc5)cc4)c4ccccc4c3=O)cc2)cc1,[*]c1ccc(C(=O)c2ccc(-n3nc(-c4coc(Oc5ccc(-c6nn([*])c(=O)c7ccccc67)cc5)cc4)c4ccccc4c3=O)cc2)cc1,substitution,False,clean_model_teacher,3.8727898597717285,0b1bb3f62ca72a897fd84c8e7f3129f8a7a9d75c1179c10debb63e46113731e4,3.8727898597717285
654,[*]c1ccc(C(=O)c2ccc(-n3nc(-c4ccc(ONc5ccc(-c6nn([*])c(=O)c7ccccc67)cc5)cc4)c4ccccc4c3=O)cc2)cc1,[*]c1ccc(C(=O)c2ccc(-n3nc(-c4ccc(ONc5ccc(-c6nn([*])c(=O)c7ccccc67)cc5)cc4)c4ccccc4c3=O)cc2)cc1,insertion,False,clean_model_teacher,3.148336172103882,0b1bb3f62ca72a897fd84c8e7f3129f8a7a9d75c1179c10debb63e46113731e4,3.148336172103882
654,[*]c1ccc(C(=O)c2[nH]ccc(-n3nc(-c4ccc(Oc5ccc(-c6nn([*])c(=O)c7ccccc67)cc5)cc4)c4ccccc4c3=O)cc2)cc1,[*]c1ccc(C(=O)c2[nH]ccc(-n3nc(-c4ccc(Oc5ccc(-c6nn([*])c(=O)c7ccccc67)cc5)cc4)c4ccccc4c3=O)cc2)cc1,insertion,False,clean_model_teacher,2.9352853298187256,0b1bb3f62ca72a897fd84c8e7f3129f8a7a9d75c1179c10debb63e46113731e4,2.9352853298187256
654,[*]c1ccc(C(=O)c2ccc(-n3c(-c4ccc(Oc5ccc(-c6nn([*])c(=O)c7ccccc67)cc5)cc4)c4ccccc4c3=O)cc2)cc1,[*]c1ccc(C(=O)c2ccc(-n3c(-c4ccc(Oc5ccc(-c6nn([*])c(=O)c7ccccc67)cc5)cc4)c4ccccc4c3=O)cc2)cc1,deletion,False,clean_model_teacher,3.1842756271362305,0b1bb3f62ca72a897fd84c8e7f3129f8a7a9d75c1179c10debb63e46113731e4,3.1842756271362305
654,[*]c1ccc(C(=O)c2cc(-n3nc(-c4ccc(Oc5ccc(-c6nn([*])c(=O)c7ccccc67)cc5)cc4)c4ccccc4c3=O)cc2)cc1,[*]c1ccc(C(=O)c2cc(-n3nc(-c4ccc(Oc5ccc(-c6nn([*])c(=O)c7ccccc67)cc5)cc4)c4ccccc4c3=O)cc2)cc1,deletion,False,clean_model_teacher,2.904796838760376,0b1bb3f62ca72a897fd84c8e7f3129f8a7a9d75c1179c10debb63e46113731e4,2.904796838760376
655,[*]c1ccc(Oc2cccc(-n3c(=O)c4cc5c(=O)n([*])s(=O)c5cc4c3=O)c2)cc1,[*]c1ccc(Oc2cccc(-n3c(=O)c4cc5c(=O)n([*])s(=O)c5cc4c3=O)c2)cc1,substitution,False,clean_model_teacher,2.131316661834717,0b1bb3f62ca72a897fd84c8e7f3129f8a7a9d75c1179c10debb63e46113731e4,2.131316661834717
655,[*]o1ccc(Oc2cccc(-n3c(=O)c4cc5c(=O)n([*])c(=O)c5cc4c3=O)c2)cc1,[*]o1ccc(Oc2cccc(-n3c(=O)c4cc5c(=O)n([*])c(=O)c5cc4c3=O)c2)cc1,substitution,False,clean_model_teacher,3.131892204284668,0b1bb3f62ca72a897fd84c8e7f3129f8a7a9d75c1179c10debb63e46113731e4,3.131892204284668
655,[*]c1ccc(Oc2cccc(-n3c(=O)c4cc5c(=[Si]O)n([*])c(=O)c5cc4c3=O)c2)cc1,[*]c1ccc(Oc2cccc(-n3c(=O)c4cc5c(=[Si]O)n([*])c(=O)c5cc4c3=O)c2)cc1,insertion,False,clean_model_teacher,2.840944766998291,0b1bb3f62ca72a897fd84c8e7f3129f8a7a9d75c1179c10debb63e46113731e4,2.840944766998291
655,[*]c1ccc(Oc2cccc(-n3c(=O)c4cc5c(=O)n([*])c(=O)c5ccP4c3=O)c2)cc1,[*]c1ccc(Oc2cccc(-n3c(=O)c4cc5c(=O)n([*])c(=O)c5ccP4c3=O)c2)cc1,insertion,False,clean_model_teacher,3.0834898948669434,0b1bb3f62ca72a897fd84c8e7f3129f8a7a9d75c1179c10debb63e46113731e4,3.0834898948669434
655,[*]c1ccc(Oc2cccc(-n3c(=O)c4cc5c(=O)n([*])c(=O)c5cc4c3O)c2)cc1,[*]c1ccc(Oc2cccc(-n3c(=O)c4cc5c(=O)n([*])c(=O)c5cc4c3O)c2)cc1,deletion,False,clean_model_teacher,3.0940146446228027,0b1bb3f62ca72a897fd84c8e7f3129f8a7a9d75c1179c10debb63e46113731e4,3.0940146446228027
655,[*]c1ccc(Oc2cccc(-n3c(=O)c4c5c(=O)n([*])c(=O)c5cc4c3=O)c2)cc1,[*]c1ccc(Oc2cccc(-n3c(=O)c4c5c(=O)n([*])c(=O)c5cc4c3=O)c2)cc1,deletion,False,clean_model_teacher,3.125999927520752,0b1bb3f62ca72a897fd84c8e7f3129f8a7a9d75c1179c10debb63e46113731e4,3.125999927520752
656,[*]CC(C)(C)CON(=O)CCCCC(=O)O[*],[*]CC(C)(C)CON(=O)CCCCC(=O)O[*],substitution,False,clean_model_teacher,6.077847957611084,0b1bb3f62ca72a897fd84c8e7f3129f8a7a9d75c1179c10debb63e46113731e4,6.077847957611084
656,[*]CC(C)(Br)COC(=O)CCCCC(=O)O[*],[*]CC(C)(Br)COC(=O)CCCCC(=O)O[*],substitution,False,clean_model_teacher,5.992851257324219,0b1bb3f62ca72a897fd84c8e7f3129f8a7a9d75c1179c10debb63e46113731e4,5.992851257324219
656,[*]CC(C)(C)CSOC(=O)CCCCC(=O)O[*],[*]CC(C)(C)CSOC(=O)CCCCC(=O)O[*],insertion,False,clean_model_teacher,5.777705192565918,0b1bb3f62ca72a897fd84c8e7f3129f8a7a9d75c1179c10debb63e46113731e4,5.777705192565918
656,[*]CC(C)(C)COC(=O)CCCCC(=[nH]O)O[*],[*]CC(C)(C)COC(=O)CCCCC(=[nH]O)O[*],insertion,False,clean_model_teacher,6.299353122711182,0b1bb3f62ca72a897fd84c8e7f3129f8a7a9d75c1179c10debb63e46113731e4,6.299353122711182
656,[*]CC(C)(C)COC(=O)CCCCC(O)O[*],[*]CC(C)(C)COC(=O)CCCCC(O)O[*],deletion,False,clean_model_teacher,6.807865142822266,0b1bb3f62ca72a897fd84c8e7f3129f8a7a9d75c1179c10debb63e46113731e4,6.807865142822266
656,[*]C(C)(C)COC(=O)CCCCC(=O)O[*],[*]C(C)(C)COC(=O)CCCCC(=O)O[*],deletion,False,clean_model_teacher,6.45475959777832,0b1bb3f62ca72a897fd84c8e7f3129f8a7a9d75c1179c10debb63e46113731e4,6.45475959777832
656,[*]CC(C)(C)OCC(=O)CCCCC(=O)O[*],[*]CC(C)(C)OCC(=O)CCCCC(=O)O[*],rearrangement,False,clean_model_teacher,6.3740339279174805,0b1bb3f62ca72a897fd84c8e7f3129f8a7a9d75c1179c10debb63e46113731e4,6.3740339279174805
656,[*]CC(C)(C)CCO(=O)CCCCC(=O)O[*],[*]CC(C)(C)CCO(=O)CCCCC(=O)O[*],rearrangement,False,clean_model_teacher,6.374985694885254,0b1bb3f62ca72a897fd84c8e7f3129f8a7a9d75c1179c10debb63e46113731e4,6.374985694885254
657,[*]CC([*])OBrCOC,[*]CC([*])OBrCOC,substitution,False,clean_model_teacher,5.792304039001465,0b1bb3f62ca72a897fd84c8e7f3129f8a7a9d75c1179c10debb63e46113731e4,5.792304039001465
657,[*]CCl([*])OCCOC,[*]CCl([*])OCCOC,substitution,False,clean_model_teacher,6.379734039306641,0b1bb3f62ca72a897fd84c8e7f3129f8a7a9d75c1179c10debb63e46113731e4,6.379734039306641
657,[*]CC([*])OCC[2H]OC,[*]CC([*])OCC[2H]OC,insertion,False,clean_model_teacher,6.25658655166626,0b1bb3f62ca72a897fd84c8e7f3129f8a7a9d75c1179c10debb63e46113731e4,6.25658655166626
657,[*]CC([*])OCCCOC,[*]CC([*])OCCCOC,insertion,False,clean_model_teacher,6.179965019226074,0b1bb3f62ca72a897fd84c8e7f3129f8a7a9d75c1179c10debb63e46113731e4,6.179965019226074
657,[*]CC([*])OCOC,[*]CC([*])OCOC,deletion,False,clean_model_teacher,6.081573486328125,0b1bb3f62ca72a897fd84c8e7f3129f8a7a9d75c1179c10debb63e46113731e4,6.081573486328125
657,[*]C([*])OCCOC,[*]C([*])OCCOC,deletion,False,clean_model_teacher,6.441099166870117,0b1bb3f62ca72a897fd84c8e7f3129f8a7a9d75c1179c10debb63e46113731e4,6.441099166870117
657,[*]CC([*])OOCCC,[*]CC([*])OOCCC,rearrangement,False,clean_model_teacher,6.197699546813965,0b1bb3f62ca72a897fd84c8e7f3129f8a7a9d75c1179c10debb63e46113731e4,6.197699546813965
657,[*]CC([*])OCOCC,[*]CC([*])OCOCC,rearrangement,False,clean_model_teacher,6.144179344177246,0b1bb3f62ca72a897fd84c8e7f3129f8a7a9d75c1179c10debb63e46113731e4,6.144179344177246
658,[*]C(=O)Nc1cccc(NC(=O)c2ccc3c(c2)C(=O)N(c2cccc(N4C(=O)c5ccn([*])cc5C4=O)c2)C3=O)n1,[*]C(=O)Nc1cccc(NC(=O)c2ccc3c(c2)C(=O)N(c2cccc(N4C(=O)c5ccn([*])cc5C4=O)c2)C3=O)n1,substitution,False,clean_model_teacher,2.9724373817443848,0b1bb3f62ca72a897fd84c8e7f3129f8a7a9d75c1179c10debb63e46113731e4,2.9724373817443848
658,[*]C(=O)Nc1cccc(NC(=O)c2ccc3c(c2)C(=O)N(c2cccc(N4C(=O)c5ccc([*])cc5C4=O)c2)C3=I)n1,[*]C(=O)Nc1cccc(NC(=O)c2ccc3c(c2)C(=O)N(c2cccc(N4C(=O)c5ccc([*])cc5C4=O)c2)C3=I)n1,substitution,False,clean_model_teacher,3.0521957874298096,0b1bb3f62ca72a897fd84c8e7f3129f8a7a9d75c1179c10debb63e46113731e4,3.0521957874298096
658,[*]C(=O)Nc1cccc(NC(=O)c2ccc3Cc(c2)C(=O)N(c2cccc(N4C(=O)c5ccc([*])cc5C4=O)c2)C3=O)n1,[*]C(=O)Nc1cccc(NC(=O)c2ccc3Cc(c2)C(=O)N(c2cccc(N4C(=O)c5ccc([*])cc5C4=O)c2)C3=O)n1,insertion,False,clean_model_teacher,3.0078094005584717,0b1bb3f62ca72a897fd84c8e7f3129f8a7a9d75c1179c10debb63e46113731e4,3.0078094005584717
658,[*]C(=O)Nc1cccc(NC(=O)c2ccc3c(c2)C(=O)N(c2cccc(N4C(=O)c5ccc([*])[N-]cc5C4=O)c2)C3=O)n1,[*]C(=O)Nc1cccc(NC(=O)c2ccc3c(c2)C(=O)N(c2cccc(N4C(=O)c5ccc([*])[N-]cc5C4=O)c2)C3=O)n1,insertion,False,clean_model_teacher,3.213331699371338,0b1bb3f62ca72a897fd84c8e7f3129f8a7a9d75c1179c10debb63e46113731e4,3.213331699371338
658,[*]C(=O)Nc1cccc(NC(=O)c2ccc3c(c2)C(=O)N(c2cccc(N4C(=)c5ccc([*])cc5C4=O)c2)C3=O)n1,[*]C(=O)Nc1cccc(NC(=O)c2ccc3c(c2)C(=O)N(c2cccc(N4C(=)c5ccc([*])cc5C4=O)c2)C3=O)n1,deletion,False,clean_model_teacher,2.4812161922454834,0b1bb3f62ca72a897fd84c8e7f3129f8a7a9d75c1179c10debb63e46113731e4,2.4812161922454834
658,[*]C(=O)Nc1cccc(NC(=O)c2ccc3c(c2)C(=O)N(c2cccc(N4C(=O)c5ccc([*])cc54=O)c2)C3=O)n1,[*]C(=O)Nc1cccc(NC(=O)c2ccc3c(c2)C(=O)N(c2cccc(N4C(=O)c5ccc([*])cc54=O)c2)C3=O)n1,deletion,False,clean_model_teacher,2.4869446754455566,0b1bb3f62ca72a897fd84c8e7f3129f8a7a9d75c1179c10debb63e46113731e4,2.4869446754455566
659,[*]C=C1CCPCC(=Cc2ccc(Sc3ccc([*])o3)o2)C1=O,[*]C=C1CCPCC(=Cc2ccc(Sc3ccc([*])o3)o2)C1=O,substitution,False,clean_model_teacher,2.5858712196350098,0b1bb3f62ca72a897fd84c8e7f3129f8a7a9d75c1179c10debb63e46113731e4,2.5858712196350098
659,[*]C=C1CCCCC(=Cc2csc(Sc3ccc([*])o3)o2)C1=O,[*]C=C1CCCCC(=Cc2csc(Sc3ccc([*])o3)o2)C1=O,substitution,False,clean_model_teacher,1.9155724048614502,0b1bb3f62ca72a897fd84c8e7f3129f8a7a9d75c1179c10debb63e46113731e4,1.9155724048614502
659,[*]C=C1CCCCC(=Cc2/ccc(Sc3ccc([*])o3)o2)C1=O,[*]C=C1CCCCC(=Cc2/ccc(Sc3ccc([*])o3)o2)C1=O,insertion,True,clean_model_teacher,1.8730833530426025,0b1bb3f62ca72a897fd84c8e7f3129f8a7a9d75c1179c10debb63e46113731e4,1.8730833530426025
659,[*]C=C1CCCCC(=Cc2ccc(Sc3=ccc([*])o3)o2)C1=O,[*]C=C1CCCCC(=Cc2ccc(Sc3=ccc([*])o3)o2)C1=O,insertion,False,clean_model_teacher,1.9920411109924316,0b1bb3f62ca72a897fd84c8e7f3129f8a7a9d75c1179c10debb63e46113731e4,1.9920411109924316
659,[*]C=C1CCCCC(=Cc2cc(Sc3ccc([*])o3)o2)C1=O,[*]C=C1CCCCC(=Cc2cc(Sc3ccc([*])o3)o2)C1=O,deletion,False,clean_model_teacher,3.2422361373901367,0b1bb3f62ca72a897fd84c8e7f3129f8a7a9d75c1179c10debb63e46113731e4,3.2422361373901367
659,[*]=C1CCCCC(=Cc2ccc(Sc3ccc([*])o3)o2)C1=O,[*]=C1CCCCC(=Cc2ccc(Sc3ccc([*])o3)o2)C1=O,deletion,False,clean_model_teacher,3.4444832801818848,0b1bb3f62ca72a897fd84c8e7f3129f8a7a9d75c1179c10debb63e46113731e4,3.4444832801818848
659,[*]C=C1CCCCC(C=c2ccc(Sc3ccc([*])o3)o2)C1=O,[*]C=C1CCCCC(C=c2ccc(Sc3ccc([*])o3)o2)C1=O,rearrangement,False,clean_model_teacher,2.941070556640625,0b1bb3f62ca72a897fd84c8e7f3129f8a7a9d75c1179c10debb63e46113731e4,2.941070556640625
659,[*]C=C1CCCCC(cC=2ccc(Sc3ccc([*])o3)o2)C1=O,[*]C=C1CCCCC(cC=2ccc(Sc3ccc([*])o3)o2)C1=O,rearrangement,False,clean_model_teacher,2.3388357162475586,0b1bb3f62ca72a897fd84c8e7f3129f8a7a9d75c1179c10debb63e46113731e4,2.3388357162475586
660,[*]CC(C[N-][N+]#N)(C[N-][Si]#N)CO[*],[*]CC(C[N-][N+]#N)(C[N-][Si]#N)CO[*],substitution,False,clean_model_teacher,5.725799083709717,0b1bb3f62ca72a897fd84c8e7f3129f8a7a9d75c1179c10debb63e46113731e4,5.725799083709717
660,[*]NC(C[N-][N+]#N)(C[N-][N+]#N)CO[*],[*]NC(C[N-][N+]#N)(C[N-][N+]#N)CO[*],substitution,False,clean_model_teacher,5.632870197296143,0b1bb3f62ca72a897fd84c8e7f3129f8a7a9d75c1179c10debb63e46113731e4,5.632870197296143
660,[*]CCCl(C[N-][N+]#N)(C[N-][N+]#N)CO[*],[*]CCCl(C[N-][N+]#N)(C[N-][N+]#N)CO[*],insertion,False,clean_model_teacher,3.6667580604553223,0b1bb3f62ca72a897fd84c8e7f3129f8a7a9d75c1179c10debb63e46113731e4,3.6667580604553223
660,[*]CC(C[N-][N+]#N)(C[N-][N+]#N[nH])CO[*],[*]CC(C[N-][N+]#N)(C[N-][N+]#N[nH])CO[*],insertion,False,clean_model_teacher,5.710888862609863,0b1bb3f62ca72a897fd84c8e7f3129f8a7a9d75c1179c10debb63e46113731e4,5.710888862609863
660,[*]CC(C[N-][N+]#N)(C[N+]#N)CO[*],[*]CC(C[N-][N+]#N)(C[N+]#N)CO[*],deletion,False,clean_model_teacher,5.058152675628662,0b1bb3f62ca72a897fd84c8e7f3129f8a7a9d75c1179c10debb63e46113731e4,5.058152675628662
660,[*]CC(C[N-][N+]#N)(C[N-][N+]#N)O[*],[*]CC(C[N-][N+]#N)(C[N-][N+]#N)O[*],deletion,False,clean_model_teacher,5.618069171905518,0b1bb3f62ca72a897fd84c8e7f3129f8a7a9d75c1179c10debb63e46113731e4,5.618069171905518
660,[*]CC(C[N-][N+]N#)(C[N-][N+]#N)CO[*],[*]CC(C[N-][N+]N#)(C[N-][N+]#N)CO[*],rearrangement,False,clean_model_teacher,5.383371353149414,0b1bb3f62ca72a897fd84c8e7f3129f8a7a9d75c1179c10debb63e46113731e4,5.383371353149414
660,[*]CC(C[N-]N[N+]#)(C[N-][N+]#N)CO[*],[*]CC(C[N-]N[N+]#)(C[N-][N+]#N)CO[*],rearrangement,False,clean_model_teacher,5.05820894241333,0b1bb3f62ca72a897fd84c8e7f3129f8a7a9d75c1179c10debb63e46113731e4,5.05820894241333
661,[*]Oc1ccc(S(=O)(=O)c2ccc3cc(S(=O)(=O)c4ccc(Oc5c(C)cc(-c6cc(C)c([*])c(C)c6C)c(C)c5Br)cc4)ccc3c2)cc1,[*]Oc1ccc(S(=O)(=O)c2ccc3cc(S(=O)(=O)c4ccc(Oc5c(C)cc(-c6cc(C)c([*])c(C)c6C)c(C)c5Br)cc4)ccc3c2)cc1,substitution,False,clean_model_teacher,3.7709121704101562,0b1bb3f62ca72a897fd84c8e7f3129f8a7a9d75c1179c10debb63e46113731e4,3.7709121704101562
661,[*]Oc1ccc(S(=O)(=O)c2ccc3cc(S(=O)(=O)c4scc(Oc5c(C)cc(-c6cc(C)c([*])c(C)c6C)c(C)c5C)cc4)ccc3c2)cc1,[*]Oc1ccc(S(=O)(=O)c2ccc3cc(S(=O)(=O)c4scc(Oc5c(C)cc(-c6cc(C)c([*])c(C)c6C)c(C)c5C)cc4)ccc3c2)cc1,substitution,False,clean_model_teacher,2.593860626220703,0b1bb3f62ca72a897fd84c8e7f3129f8a7a9d75c1179c10debb63e46113731e4,2.593860626220703
661,[*]Oc1ccc(S(=O)(=O)c2ccc3cc(S(=O)(=O)c4ccc(Oc5c(C)cc(-c6cc(C)c([*])c(C)c6C)c(C)-c5C)cc4)ccc3c2)cc1,[*]Oc1ccc(S(=O)(=O)c2ccc3cc(S(=O)(=O)c4ccc(Oc5c(C)cc(-c6cc(C)c([*])c(C)c6C)c(C)-c5C)cc4)ccc3c2)cc1,insertion,True,clean_model_teacher,3.413137674331665,0b1bb3f62ca72a897fd84c8e7f3129f8a7a9d75c1179c10debb63e46113731e4,3.413137674331665
661,[*]Oc1ccc(S(=O)(=O)c2ccc3cc(S(=O)(=O)c4ccc(Oc5c(C)cc(-c6cc(C)c([*])c([O-]C)c6C)c(C)c5C)cc4)ccc3c2)cc1,[*]Oc1ccc(S(=O)(=O)c2ccc3cc(S(=O)(=O)c4ccc(Oc5c(C)cc(-c6cc(C)c([*])c([O-]C)c6C)c(C)c5C)cc4)ccc3c2)cc1,insertion,False,clean_model_teacher,3.151632785797119,0b1bb3f62ca72a897fd84c8e7f3129f8a7a9d75c1179c10debb63e46113731e4,3.151632785797119
661,[*]c1ccc(S(=O)(=O)c2ccc3cc(S(=O)(=O)c4ccc(Oc5c(C)cc(-c6cc(C)c([*])c(C)c6C)c(C)c5C)cc4)ccc3c2)cc1,[*]c1ccc(S(=O)(=O)c2ccc3cc(S(=O)(=O)c4ccc(Oc5c(C)cc(-c6cc(C)c([*])c(C)c6C)c(C)c5C)cc4)ccc3c2)cc1,deletion,False,clean_model_teacher,3.4677839279174805,0b1bb3f62ca72a897fd84c8e7f3129f8a7a9d75c1179c10debb63e46113731e4,3.4677839279174805
661,[*]Oc1ccc(S(=O)(=O)c2ccc3cc(S(=O)(=O)c4ccc(Oc5c(C)cc(-c6c(C)c([*])c(C)c6C)c(C)c5C)cc4)ccc3c2)cc1,[*]Oc1ccc(S(=O)(=O)c2ccc3cc(S(=O)(=O)c4ccc(Oc5c(C)cc(-c6c(C)c([*])c(C)c6C)c(C)c5C)cc4)ccc3c2)cc1,deletion,False,clean_model_teacher,3.6201648712158203,0b1bb3f62ca72a897fd84c8e7f3129f8a7a9d75c1179c10debb63e46113731e4,3.6201648712158203
662,[*]CC(O[*])C(C)(Cl)C,[*]CC(O[*])C(C)(Cl)C,substitution,False,clean_model_teacher,5.827865123748779,0b1bb3f62ca72a897fd84c8e7f3129f8a7a9d75c1179c10debb63e46113731e4,5.827865123748779
662,[*]CC(O[*])P(C)(C)C,[*]CC(O[*])P(C)(C)C,substitution,False,clean_model_teacher,5.793283462524414,0b1bb3f62ca72a897fd84c8e7f3129f8a7a9d75c1179c10debb63e46113731e4,5.793283462524414
662,[*]CC(O[*])C(C)(C)Cs,[*]CC(O[*])C(C)(C)Cs,insertion,False,clean_model_teacher,5.895911693572998,0b1bb3f62ca72a897fd84c8e7f3129f8a7a9d75c1179c10debb63e46113731e4,5.895911693572998
662,[*]CC(O[*])C(C)(C[N-])C,[*]CC(O[*])C(C)(C[N-])C,insertion,False,clean_model_teacher,6.124000549316406,0b1bb3f62ca72a897fd84c8e7f3129f8a7a9d75c1179c10debb63e46113731e4,6.124000549316406
662,[*]C(O[*])C(C)(C)C,[*]C(O[*])C(C)(C)C,deletion,False,clean_model_teacher,6.5613298416137695,0b1bb3f62ca72a897fd84c8e7f3129f8a7a9d75c1179c10debb63e46113731e4,6.5613298416137695
662,[*]CC(O[*])(C)(C)C,[*]CC(O[*])(C)(C)C,deletion,False,clean_model_teacher,6.020723819732666,0b1bb3f62ca72a897fd84c8e7f3129f8a7a9d75c1179c10debb63e46113731e4,6.020723819732666
663,[*]c1ccc(S(=O)(=O)o2ccc(-n3nc([*])c4ccccc4c3=O)cc2)cc1,[*]c1ccc(S(=O)(=O)o2ccc(-n3nc([*])c4ccccc4c3=O)cc2)cc1,substitution,False,clean_model_teacher,3.916778326034546,0b1bb3f62ca72a897fd84c8e7f3129f8a7a9d75c1179c10debb63e46113731e4,3.916778326034546
663,[*]c1ccc(S(=O)(=O)c2ccc(-n3nc([*])c4ccccc4c3=O)nc2)cc1,[*]c1ccc(S(=O)(=O)c2ccc(-n3nc([*])c4ccccc4c3=O)nc2)cc1,substitution,False,clean_model_teacher,3.984975814819336,0b1bb3f62ca72a897fd84c8e7f3129f8a7a9d75c1179c10debb63e46113731e4,3.984975814819336
663,[*]c1ccc(S(=IO)(=O)c2ccc(-n3nc([*])c4ccccc4c3=O)cc2)cc1,[*]c1ccc(S(=IO)(=O)c2ccc(-n3nc([*])c4ccccc4c3=O)cc2)cc1,insertion,False,clean_model_teacher,3.472679615020752,0b1bb3f62ca72a897fd84c8e7f3129f8a7a9d75c1179c10debb63e46113731e4,3.472679615020752
663,[*]c1ccc(S(=O)(=O)c2cccBr(-n3nc([*])c4ccccc4c3=O)cc2)cc1,[*]c1ccc(S(=O)(=O)c2cccBr(-n3nc([*])c4ccccc4c3=O)cc2)cc1,insertion,False,clean_model_teacher,3.662137508392334,0b1bb3f62ca72a897fd84c8e7f3129f8a7a9d75c1179c10debb63e46113731e4,3.662137508392334
663,[*]c1ccc(S(=O)(=O)c2ccc(-n3nc([*])c4ccccc4c3=O)cc2)c1,[*]c1ccc(S(=O)(=O)c2ccc(-n3nc([*])c4ccccc4c3=O)cc2)c1,deletion,False,clean_model_teacher,3.641087532043457,0b1bb3f62ca72a897fd84c8e7f3129f8a7a9d75c1179c10debb63e46113731e4,3.641087532043457
