source_index,original_representation,adversarial_representation,attack_family,canonical_equivalent,label_basis,target_value,teacher_model_hash,property_value
135,c1c(ccc(NC(c2ccc(C(*)=O)cc2)=O)c1)-c1ccc(cc1)N*,c1c(ccc(NC(c2ccc(C(*)=O)cc2)=O)c1)-c1ccc(cc1)N*,randomization,True,measured_inherited_equivalent,3.1615,,3.1615
135,c1cc(N*)ccc1-c1ccc(NC(c2ccc(cc2)C(*)=O)=O)cc1,c1cc(N*)ccc1-c1ccc(NC(c2ccc(cc2)C(*)=O)=O)cc1,randomization,True,measured_inherited_equivalent,3.1615,,3.1615
135,c1cc(ccc1C(=O)*)C(Nc1ccc(cc1)-c1ccc(cc1)N*)=O,c1cc(ccc1C(=O)*)C(Nc1ccc(cc1)-c1ccc(cc1)N*)=O,randomization,True,measured_inherited_equivalent,3.1615,,3.1615
136,[*]c1ccc(C(=O)Nc2cccc(-n3c(=O)c4cc5c(=O)n([*])c(=O)c5cc4c3=O)c2)cc1,[*]c1ccc(C(=O)Nc2cccc(-n3c(=O)c4cc5c(=O)n([*])c(=O)c5cc4c3=O)c2)cc1,clean,True,measured,2.4772,,2.4772
136,c1ccc(NC(=O)c2ccc(*)cc2)cc1-n1c(=O)c2c(c1=O)cc1c(c2)c(n(*)c1=O)=O,c1ccc(NC(=O)c2ccc(*)cc2)cc1-n1c(=O)c2c(c1=O)cc1c(c2)c(n(*)c1=O)=O,randomization,True,measured_inherited_equivalent,2.4772,,2.4772
136,O=C(c1ccc(*)cc1)Nc1cc(ccc1)-n1c(c2cc3c(n(*)c(=O)c3cc2c1=O)=O)=O,O=C(c1ccc(*)cc1)Nc1cc(ccc1)-n1c(c2cc3c(n(*)c(=O)c3cc2c1=O)=O)=O,randomization,True,measured_inherited_equivalent,2.4772,,2.4772
136,C(Nc1cc(ccc1)-n1c(c2c(c1=O)cc1c(n(*)c(=O)c1c2)=O)=O)(c1ccc(*)cc1)=O,C(Nc1cc(ccc1)-n1c(c2c(c1=O)cc1c(n(*)c(=O)c1c2)=O)=O)(c1ccc(*)cc1)=O,randomization,True,measured_inherited_equivalent,2.4772,,2.4772
137,[*]C(=O)c1ccc2c(c1)C(=O)N(c1cc(-c3nc4ccccc4s3)cc(N3C(=O)c4ccc([*])cc4C3=O)c1)C2=O,[*]C(=O)c1ccc2c(c1)C(=O)N(c1cc(-c3nc4ccccc4s3)cc(N3C(=O)c4ccc([*])cc4C3=O)c1)C2=O,clean,True,measured,2.5568,,2.5568
137,c1c(C(*)=O)cc2C(N(c3cc(N4C(=O)c5ccc(*)cc5C4=O)cc(-c4sc5ccccc5n4)c3)C(=O)c2c1)=O,c1c(C(*)=O)cc2C(N(c3cc(N4C(=O)c5ccc(*)cc5C4=O)cc(-c4sc5ccccc5n4)c3)C(=O)c2c1)=O,randomization,True,measured_inherited_equivalent,2.5568,,2.5568
137,C(c1cc2C(N(C(=O)c2cc1)c1cc(cc(N2C(=O)c3cc(ccc3C2=O)*)c1)-c1nc2c(s1)cccc2)=O)(*)=O,C(c1cc2C(N(C(=O)c2cc1)c1cc(cc(N2C(=O)c3cc(ccc3C2=O)*)c1)-c1nc2c(s1)cccc2)=O)(*)=O,randomization,True,measured_inherited_equivalent,2.5568,,2.5568
137,c1cccc2c1sc(n2)-c1cc(cc(N2C(=O)c3cc(ccc3C2=O)*)c1)N1C(c2c(ccc(c2)C(*)=O)C1=O)=O,c1cccc2c1sc(n2)-c1cc(cc(N2C(=O)c3cc(ccc3C2=O)*)c1)N1C(c2c(ccc(c2)C(*)=O)C1=O)=O,randomization,True,measured_inherited_equivalent,2.5568,,2.5568
138,[*]CC([*])C(=O)Oc1cccc(C)c1,[*]CC([*])C(=O)Oc1cccc(C)c1,clean,True,measured,4.8157,,4.8157
138,c1c(C)cccc1OC(=O)C(C*)*,c1c(C)cccc1OC(=O)C(C*)*,randomization,True,measured_inherited_equivalent,4.8157,,4.8157
138,*C(C(=O)Oc1cccc(C)c1)C*,*C(C(=O)Oc1cccc(C)c1)C*,randomization,True,measured_inherited_equivalent,4.8157,,4.8157
138,C(=O)(C(C*)*)Oc1cc(C)ccc1,C(=O)(C(C*)*)Oc1cc(C)ccc1,randomization,True,measured_inherited_equivalent,4.8157,,4.8157
139,[*]OC([*])CCC#N,[*]OC([*])CCC#N,clean,True,measured,7.2521,,7.2521
139,C(CCC(*)O*)#N,C(CCC(*)O*)#N,randomization,True,measured_inherited_equivalent,7.2521,,7.2521
139,*OC(CCC#N)*,*OC(CCC#N)*,randomization,True,measured_inherited_equivalent,7.2521,,7.2521
139,C(C(*)O*)CC#N,C(C(*)O*)CC#N,randomization,True,measured_inherited_equivalent,7.2521,,7.2521
140,[*]CC([*])(C)C(=O)Oc1ccc2ccccc2c1,[*]CC([*])(C)C(=O)Oc1ccc2ccccc2c1,clean,True,measured,3.5795,,3.5795
140,c1ccc2c(c1)cc(cc2)OC(C(C*)(*)C)=O,c1ccc2c(c1)cc(cc2)OC(C(C*)(*)C)=O,randomization,True,measured_inherited_equivalent,3.5795,,3.5795
140,O=C(Oc1ccc2ccccc2c1)C(C*)(*)C,O=C(Oc1ccc2ccccc2c1)C(C*)(*)C,randomization,True,measured_inherited_equivalent,3.5795,,3.5795
140,C(Oc1cc2ccccc2cc1)(C(*)(C)C*)=O,C(Oc1cc2ccccc2cc1)(C(*)(C)C*)=O,randomization,True,measured_inherited_equivalent,3.5795,,3.5795
141,[*]NNC(=O)c1ccc(C(=O)NNC(=O)CCCCC([*])=O)cc1,[*]NNC(=O)c1ccc(C(=O)NNC(=O)CCCCC([*])=O)cc1,clean,True,measured,4.9254,,4.9254
141,c1(C(=O)NNC(=O)CCCCC(*)=O)ccc(cc1)C(=O)NN*,c1(C(=O)NNC(=O)CCCCC(*)=O)ccc(cc1)C(=O)NN*,randomization,True,measured_inherited_equivalent,4.9254,,4.9254
141,N(*)NC(c1ccc(C(=O)NNC(CCCCC(=O)*)=O)cc1)=O,N(*)NC(c1ccc(C(=O)NNC(CCCCC(=O)*)=O)cc1)=O,randomization,True,measured_inherited_equivalent,4.9254,,4.9254
141,C(CCC(NNC(=O)c1ccc(C(=O)NN*)cc1)=O)CC(*)=O,C(CCC(NNC(=O)c1ccc(C(=O)NN*)cc1)=O)CC(*)=O,randomization,True,measured_inherited_equivalent,4.9254,,4.9254
142,[*]CCCS[*],[*]CCCS[*],clean,True,measured,5.2018,,5.2018
142,C(CCS*)*,C(CCS*)*,randomization,True,measured_inherited_equivalent,5.2018,,5.2018
142,*CCCS*,*CCCS*,randomization,True,measured_inherited_equivalent,5.2018,,5.2018
142,C(CC*)S*,C(CC*)S*,randomization,True,measured_inherited_equivalent,5.2018,,5.2018
143,[*]c1ccc(N([*])c2ccc(S(=O)(=O)O)cc2)cc1,[*]c1ccc(N([*])c2ccc(S(=O)(=O)O)cc2)cc1,clean,True,measured,3.3958,,3.3958
143,O=S(O)(c1ccc(N(*)c2ccc(*)cc2)cc1)=O,O=S(O)(c1ccc(N(*)c2ccc(*)cc2)cc1)=O,randomization,True,measured_inherited_equivalent,3.3958,,3.3958
143,N(*)(c1ccc(cc1)*)c1ccc(S(=O)(=O)O)cc1,N(*)(c1ccc(cc1)*)c1ccc(S(=O)(=O)O)cc1,randomization,True,measured_inherited_equivalent,3.3958,,3.3958
143,O=S(=O)(c1ccc(cc1)N(*)c1ccc(cc1)*)O,O=S(=O)(c1ccc(cc1)N(*)c1ccc(cc1)*)O,randomization,True,measured_inherited_equivalent,3.3958,,3.3958
144,[*]CCCCCCCCC(=O)NCCCCCOCCCCCNC(=O)CCCCO[*],[*]CCCCCCCCC(=O)NCCCCCOCCCCCNC(=O)CCCCO[*],clean,True,measured,5.7312,,5.7312
144,C(OCCCCCNC(CCCCO*)=O)CCCCNC(CCCCCCCC*)=O,C(OCCCCCNC(CCCCO*)=O)CCCCNC(CCCCCCCC*)=O,randomization,True,measured_inherited_equivalent,5.7312,,5.7312
144,O(CCCCCNC(=O)CCCCCCCC*)CCCCCNC(=O)CCCCO*,O(CCCCCNC(=O)CCCCCCCC*)CCCCCNC(=O)CCCCO*,randomization,True,measured_inherited_equivalent,5.7312,,5.7312
144,C(CCCCCC*)CC(=O)NCCCCCOCCCCCNC(=O)CCCCO*,C(CCCCCC*)CC(=O)NCCCCCOCCCCCNC(=O)CCCCO*,randomization,True,measured_inherited_equivalent,5.7312,,5.7312
145,[*]CCOC(=O)CCCCC(=O)O[*],[*]CCOC(=O)CCCCC(=O)O[*],clean,True,measured,6.4808,,6.4808
145,C(*)COC(CCCCC(=O)O*)=O,C(*)COC(CCCCC(=O)O*)=O,randomization,True,measured_inherited_equivalent,6.4808,,6.4808
145,C(=O)(O*)CCCCC(OCC*)=O,C(=O)(O*)CCCCC(OCC*)=O,randomization,True,measured_inherited_equivalent,6.4808,,6.4808
145,C(OC(CCCCC(=O)O*)=O)C*,C(OC(CCCCC(=O)O*)=O)C*,randomization,True,measured_inherited_equivalent,6.4808,,6.4808
146,[*]Oc1ccccc1C(=O)OCCOCCOCCOC(=O)c1ccccc1Oc1nc([*])nc(N(CC)c2ccccc2)n1,[*]Oc1ccccc1C(=O)OCCOCCOCCOC(=O)c1ccccc1Oc1nc([*])nc(N(CC)c2ccccc2)n1,clean,True,measured,3.4967,,3.4967
146,C(COCCOCCOC(c1c(cccc1)Oc1nc(N(CC)c2ccccc2)nc(n1)*)=O)OC(c1c(cccc1)O*)=O,C(COCCOCCOC(c1c(cccc1)Oc1nc(N(CC)c2ccccc2)nc(n1)*)=O)OC(c1c(cccc1)O*)=O,randomization,True,measured_inherited_equivalent,3.4967,,3.4967
146,c1cc(O*)c(cc1)C(OCCOCCOCCOC(=O)c1ccccc1Oc1nc(nc(*)n1)N(c1ccccc1)CC)=O,c1cc(O*)c(cc1)C(OCCOCCOCCOC(=O)c1ccccc1Oc1nc(nc(*)n1)N(c1ccccc1)CC)=O,randomization,True,measured_inherited_equivalent,3.4967,,3.4967
146,O(CCOCCOCCOC(=O)c1c(O*)cccc1)C(=O)c1c(cccc1)Oc1nc(*)nc(N(CC)c2ccccc2)n1,O(CCOCCOCCOC(=O)c1c(O*)cccc1)C(=O)c1c(cccc1)Oc1nc(*)nc(N(CC)c2ccccc2)n1,randomization,True,measured_inherited_equivalent,3.4967,,3.4967
147,[*]Nc1cc(Cl)c([*])cc1Cl,[*]Nc1cc(Cl)c([*])cc1Cl,clean,True,measured,3.035,,3.035
147,c1c(c(N*)cc(c1*)Cl)Cl,c1c(c(N*)cc(c1*)Cl)Cl,randomization,True,measured_inherited_equivalent,3.035,,3.035
147,c1(Cl)c(cc(Cl)c(N*)c1)*,c1(Cl)c(cc(Cl)c(N*)c1)*,randomization,True,measured_inherited_equivalent,3.035,,3.035
147,c1(N*)cc(c(cc1Cl)*)Cl,c1(N*)cc(c(cc1Cl)*)Cl,randomization,True,measured_inherited_equivalent,3.035,,3.035
148,[*]Oc1c(C)cc([*])cc1C(C)CCCCCCCC,[*]Oc1c(C)cc([*])cc1C(C)CCCCCCCC,clean,True,measured,4.7507,,4.7507
148,c1c(C)c(O*)c(cc1*)C(C)CCCCCCCC,c1c(C)c(O*)c(cc1*)C(C)CCCCCCCC,randomization,True,measured_inherited_equivalent,4.7507,,4.7507
148,C(CC)CCCCCC(c1c(c(C)cc(c1)*)O*)C,C(CC)CCCCCC(c1c(c(C)cc(c1)*)O*)C,randomization,True,measured_inherited_equivalent,4.7507,,4.7507
148,C(CC)CCCCCC(c1cc(*)cc(c1O*)C)C,C(CC)CCCCCC(c1cc(*)cc(c1O*)C)C,randomization,True,measured_inherited_equivalent,4.7507,,4.7507
149,[*]CC([*])SC,[*]CC([*])SC,clean,True,measured,4.9974,,4.9974
149,*C(C*)SC,*C(C*)SC,randomization,True,measured_inherited_equivalent,4.9974,,4.9974
149,*CC(*)SC,*CC(*)SC,randomization,True,measured_inherited_equivalent,4.9974,,4.9974
149,CSC(C*)*,CSC(C*)*,randomization,True,measured_inherited_equivalent,4.9974,,4.9974
150,[*]NC(S1)=CC=C1C(C=C2)=CC=C2C(S3)=CC=C3[*],[*]NC(S1)=CC=C1C(C=C2)=CC=C2C(S3)=CC=C3[*],clean,True,measured,2.5591,,2.5591
150,c1cc(-c2ccc(*)s2)ccc1-c1sc(cc1)N*,c1cc(-c2ccc(*)s2)ccc1-c1sc(cc1)N*,randomization,True,measured_inherited_equivalent,2.5591,,2.5591
150,c1c(sc(-c2ccc(-c3sc(cc3)N*)cc2)c1)*,c1c(sc(-c2ccc(-c3sc(cc3)N*)cc2)c1)*,randomization,True,measured_inherited_equivalent,2.5591,,2.5591
150,s1c(ccc1N*)-c1ccc(-c2sc(*)cc2)cc1,s1c(ccc1N*)-c1ccc(-c2sc(*)cc2)cc1,randomization,True,measured_inherited_equivalent,2.5591,,2.5591
151,[*]CCc1ccc([*])c(CC)c1,[*]CCc1ccc([*])c(CC)c1,clean,True,measured,5.0142,,5.0142
151,c1c(*)c(CC)cc(CC*)c1,c1c(*)c(CC)cc(CC*)c1,randomization,True,measured_inherited_equivalent,5.0142,,5.0142
151,c1(*)c(CC)cc(cc1)CC*,c1(*)c(CC)cc(cc1)CC*,randomization,True,measured_inherited_equivalent,5.0142,,5.0142
151,c1cc(c(cc1CC*)CC)*,c1cc(c(cc1CC*)CC)*,randomization,True,measured_inherited_equivalent,5.0142,,5.0142
152,[*]Sc1c(C)cc([*])cc1C,[*]Sc1c(C)cc([*])cc1C,clean,True,measured,3.8176,,3.8176
152,Cc1c(c(cc(c1)*)C)S*,Cc1c(c(cc(c1)*)C)S*,randomization,True,measured_inherited_equivalent,3.8176,,3.8176
152,c1(cc(*)cc(C)c1S*)C,c1(cc(*)cc(C)c1S*)C,randomization,True,measured_inherited_equivalent,3.8176,,3.8176
152,Cc1cc(cc(C)c1S*)*,Cc1cc(cc(C)c1S*)*,randomization,True,measured_inherited_equivalent,3.8176,,3.8176
153,[*]C=CC1CC([*])C2C(=O)N(CCC)C(=O)C12,[*]C=CC1CC([*])C2C(=O)N(CCC)C(=O)C12,clean,True,measured,5.2293,,5.2293
153,*C=CC1CC(*)C2C1C(N(CCC)C2=O)=O,*C=CC1CC(*)C2C1C(N(CCC)C2=O)=O,randomization,True,measured_inherited_equivalent,5.2293,,5.2293
153,*C=CC1C2C(C(=O)N(C2=O)CCC)C(*)C1,*C=CC1C2C(C(=O)N(C2=O)CCC)C(*)C1,randomization,True,measured_inherited_equivalent,5.2293,,5.2293
153,O=C1N(CCC)C(=O)C2C1C(CC2*)C=C*,O=C1N(CCC)C(=O)C2C1C(CC2*)C=C*,randomization,True,measured_inherited_equivalent,5.2293,,5.2293
154,[*]c1cc(C(=O)Oc2cccc3cccnc23)c([*])s1,[*]c1cc(C(=O)Oc2cccc3cccnc23)c([*])s1,clean,True,measured,2.6538,,2.6538
154,c1ccc(OC(c2c(sc(*)c2)*)=O)c2c1cccn2,c1ccc(OC(c2c(sc(*)c2)*)=O)c2c1cccn2,randomization,True,measured_inherited_equivalent,2.6538,,2.6538
154,c1c2cccnc2c(cc1)OC(c1c(sc(*)c1)*)=O,c1c2cccnc2c(cc1)OC(c1c(sc(*)c1)*)=O,randomization,True,measured_inherited_equivalent,2.6538,,2.6538
154,s1c(c(cc1*)C(Oc1c2c(cccn2)ccc1)=O)*,s1c(c(cc1*)C(Oc1c2c(cccn2)ccc1)=O)*,randomization,True,measured_inherited_equivalent,2.6538,,2.6538
155,[*]c1ccc(-n2c(=O)c3cc4c(=O)n(-n5c6ccc([*])cc6c6cccnc65)c(=O)c4cc3c2=O)cc1,[*]c1ccc(-n2c(=O)c3cc4c(=O)n(-n5c6ccc([*])cc6c6cccnc65)c(=O)c4cc3c2=O)cc1,clean,True,measured,2.0994,,2.0994
155,c12n(-n3c(c4cc5c(n(-c6ccc(*)cc6)c(c5cc4c3=O)=O)=O)=O)c3c(c1cc(*)cc2)cccn3,c12n(-n3c(c4cc5c(n(-c6ccc(*)cc6)c(c5cc4c3=O)=O)=O)=O)c3c(c1cc(*)cc2)cccn3,randomization,True,measured_inherited_equivalent,2.0994,,2.0994
155,c1c2c(n(c(=O)c2cc2c(n(-c3ccc(cc3)*)c(=O)c21)=O)-n1c2ncccc2c2cc(*)ccc12)=O,c1c2c(n(c(=O)c2cc2c(n(-c3ccc(cc3)*)c(=O)c21)=O)-n1c2ncccc2c2cc(*)ccc12)=O,randomization,True,measured_inherited_equivalent,2.0994,,2.0994
155,c1(=O)c2c(cc3c(c(n(-n4c5ncccc5c5c4ccc(*)c5)c3=O)=O)c2)c(n1-c1ccc(*)cc1)=O,c1(=O)c2c(cc3c(c(n(-n4c5ncccc5c5c4ccc(*)c5)c3=O)=O)c2)c(n1-c1ccc(*)cc1)=O,randomization,True,measured_inherited_equivalent,2.0994,,2.0994
156,[*]Oc1ccc(C(=O)OCCCCOC(=O)c2ccc(OC(=O)c3ccc(C([*])=O)cc3)cc2)cc1,[*]Oc1ccc(C(=O)OCCCCOC(=O)c2ccc(OC(=O)c3ccc(C([*])=O)cc3)cc2)cc1,clean,True,measured,3.8861,,3.8861
156,c1cc(C(*)=O)ccc1C(=O)Oc1ccc(cc1)C(=O)OCCCCOC(c1ccc(cc1)O*)=O,c1cc(C(*)=O)ccc1C(=O)Oc1ccc(cc1)C(=O)OCCCCOC(c1ccc(cc1)O*)=O,randomization,True,measured_inherited_equivalent,3.8861,,3.8861
156,O(c1ccc(cc1)C(OCCCCOC(=O)c1ccc(OC(=O)c2ccc(C(=O)*)cc2)cc1)=O)*,O(c1ccc(cc1)C(OCCCCOC(=O)c1ccc(OC(=O)c2ccc(C(=O)*)cc2)cc1)=O)*,randomization,True,measured_inherited_equivalent,3.8861,,3.8861
156,O=C(c1ccc(OC(c2ccc(cc2)C(*)=O)=O)cc1)OCCCCOC(=O)c1ccc(O*)cc1,O=C(c1ccc(OC(c2ccc(cc2)C(*)=O)=O)cc1)OCCCCOC(=O)c1ccc(O*)cc1,randomization,True,measured_inherited_equivalent,3.8861,,3.8861
157,[*]Oc1ccc(OC(=O)c2ccc(C([*])=O)cc2Oc2ccc(F)cc2)cc1,[*]Oc1ccc(OC(=O)c2ccc(C([*])=O)cc2Oc2ccc(F)cc2)cc1,clean,True,measured,3.6251,,3.6251
157,c1cc(C(*)=O)cc(c1C(Oc1ccc(O*)cc1)=O)Oc1ccc(F)cc1,c1cc(C(*)=O)cc(c1C(Oc1ccc(O*)cc1)=O)Oc1ccc(F)cc1,randomization,True,measured_inherited_equivalent,3.6251,,3.6251
157,c1(Oc2c(C(Oc3ccc(O*)cc3)=O)ccc(C(*)=O)c2)ccc(F)cc1,c1(Oc2c(C(Oc3ccc(O*)cc3)=O)ccc(C(*)=O)c2)ccc(F)cc1,randomization,True,measured_inherited_equivalent,3.6251,,3.6251
157,c1c(ccc(c1)Oc1c(ccc(C(=O)*)c1)C(Oc1ccc(O*)cc1)=O)F,c1c(ccc(c1)Oc1c(ccc(C(=O)*)c1)C(Oc1ccc(O*)cc1)=O)F,randomization,True,measured_inherited_equivalent,3.6251,,3.6251
158,[*]CCCCCCOC(=O)NCCCNC(=O)O[*],[*]CCCCCCOC(=O)NCCCNC(=O)O[*],clean,True,measured,6.1264,,6.1264
158,C(CNC(=O)O*)CNC(=O)OCCCCCC*,C(CNC(=O)O*)CNC(=O)OCCCCCC*,randomization,True,measured_inherited_equivalent,6.1264,,6.1264
158,O(C(NCCCNC(O*)=O)=O)CCCCCC*,O(C(NCCCNC(O*)=O)=O)CCCCCC*,randomization,True,measured_inherited_equivalent,6.1264,,6.1264
158,C(CCCCOC(NCCCNC(=O)O*)=O)C*,C(CCCCOC(NCCCNC(=O)O*)=O)C*,randomization,True,measured_inherited_equivalent,6.1264,,6.1264
159,[*]C(=O)c1ccc2c(c1)C(=O)N(c1ccc(-c3nc(-c4ccccc4)nc(-c4ccc(N5C(=O)c6ccc([*])cc6C5=O)cc4)n3)cc1)C2=O,[*]C(=O)c1ccc2c(c1)C(=O)N(c1ccc(-c3nc(-c4ccccc4)nc(-c4ccc(N5C(=O)c6ccc([*])cc6C5=O)cc4)n3)cc1)C2=O,clean,True,measured,2.85,,2.85
159,N1(C(=O)c2c(ccc(C(=O)*)c2)C1=O)c1ccc(cc1)-c1nc(-c2ccc(N3C(c4ccc(*)cc4C3=O)=O)cc2)nc(n1)-c1ccccc1,N1(C(=O)c2c(ccc(C(=O)*)c2)C1=O)c1ccc(cc1)-c1nc(-c2ccc(N3C(c4ccc(*)cc4C3=O)=O)cc2)nc(n1)-c1ccccc1,randomization,True,measured_inherited_equivalent,2.85,,2.85
159,c1c(cc2c(c1)C(N(c1ccc(-c3nc(nc(-c4ccc(N5C(c6c(cc(*)cc6)C5=O)=O)cc4)n3)-c3ccccc3)cc1)C2=O)=O)C(=O)*,c1c(cc2c(c1)C(N(c1ccc(-c3nc(nc(-c4ccc(N5C(c6c(cc(*)cc6)C5=O)=O)cc4)n3)-c3ccccc3)cc1)C2=O)=O)C(=O)*,randomization,True,measured_inherited_equivalent,2.85,,2.85
159,N1(c2ccc(cc2)-c2nc(nc(n2)-c2ccccc2)-c2ccc(cc2)N2C(=O)c3ccc(cc3C2=O)*)C(c2c(C1=O)ccc(C(*)=O)c2)=O,N1(c2ccc(cc2)-c2nc(nc(n2)-c2ccccc2)-c2ccc(cc2)N2C(=O)c3ccc(cc3C2=O)*)C(c2c(C1=O)ccc(C(*)=O)c2)=O,randomization,True,measured_inherited_equivalent,2.85,,2.85
160,[*]CCCCCCNC(=O)CCCCCCC(=O)N[*],[*]CCCCCCNC(=O)CCCCCCC(=O)N[*],clean,True,measured,5.6562,,5.6562
160,C(NC(CCCCCCC(N*)=O)=O)CCCCC*,C(NC(CCCCCCC(N*)=O)=O)CCCCC*,randomization,True,measured_inherited_equivalent,5.6562,,5.6562
160,O=C(CCCCCCC(N*)=O)NCCCCCC*,O=C(CCCCCCC(N*)=O)NCCCCCC*,randomization,True,measured_inherited_equivalent,5.6562,,5.6562
160,C(=O)(CCCCCCC(NCCCCCC*)=O)N*,C(=O)(CCCCCCC(NCCCCCC*)=O)N*,randomization,True,measured_inherited_equivalent,5.6562,,5.6562
161,[*]C1OC(C(F)(F)F)(C(F)(F)F)OC1([*])F,[*]C1OC(C(F)(F)F)(C(F)(F)F)OC1([*])F,clean,True,measured,7.8893,,7.8893
161,O1C(OC(*)C1(*)F)(C(F)(F)F)C(F)(F)F,O1C(OC(*)C1(*)F)(C(F)(F)F)C(F)(F)F,randomization,True,measured_inherited_equivalent,7.8893,,7.8893
161,C1(OC(C(F)(F)F)(OC1(*)F)C(F)(F)F)*,C1(OC(C(F)(F)F)(OC1(*)F)C(F)(F)F)*,randomization,True,measured_inherited_equivalent,7.8893,,7.8893
161,FC(F)(C1(OC(C(*)(F)O1)*)C(F)(F)F)F,FC(F)(C1(OC(C(*)(F)O1)*)C(F)(F)F)F,randomization,True,measured_inherited_equivalent,7.8893,,7.8893
162,[*]Oc1ccc(Oc2ccc(C=NCCCCN=Cc3ccc([*])cc3)cc2)cc1,[*]Oc1ccc(Oc2ccc(C=NCCCCN=Cc3ccc([*])cc3)cc2)cc1,clean,True,measured,4.309,,4.309
162,c1(C=NCCCCN=Cc2ccc(cc2)Oc2ccc(cc2)O*)ccc(*)cc1,c1(C=NCCCCN=Cc2ccc(cc2)Oc2ccc(cc2)O*)ccc(*)cc1,randomization,True,measured_inherited_equivalent,4.309,,4.309
162,c1(Oc2ccc(cc2)C=NCCCCN=Cc2ccc(*)cc2)ccc(O*)cc1,c1(Oc2ccc(cc2)C=NCCCCN=Cc2ccc(*)cc2)ccc(O*)cc1,randomization,True,measured_inherited_equivalent,4.309,,4.309
162,c1(ccc(Oc2ccc(cc2)O*)cc1)C=NCCCCN=Cc1ccc(cc1)*,c1(ccc(Oc2ccc(cc2)O*)cc1)C=NCCCCN=Cc1ccc(cc1)*,randomization,True,measured_inherited_equivalent,4.309,,4.309
163,[*]c1ccc(-c2sc(-c3cc(CCCC)c([*])s3)cc2CCCC)cc1,[*]c1ccc(-c2sc(-c3cc(CCCC)c([*])s3)cc2CCCC)cc1,clean,True,measured,2.55,,2.55
163,c1(-c2sc(c(CCCC)c2)*)sc(-c2ccc(*)cc2)c(CCCC)c1,c1(-c2sc(c(CCCC)c2)*)sc(-c2ccc(*)cc2)c(CCCC)c1,randomization,True,measured_inherited_equivalent,2.55,,2.55
163,s1c(c(CCCC)cc1-c1sc(c(c1)CCCC)*)-c1ccc(cc1)*,s1c(c(CCCC)cc1-c1sc(c(c1)CCCC)*)-c1ccc(cc1)*,randomization,True,measured_inherited_equivalent,2.55,,2.55
163,C(C)CCc1cc(sc1-c1ccc(cc1)*)-c1sc(*)c(c1)CCCC,C(C)CCc1cc(sc1-c1ccc(cc1)*)-c1sc(*)c(c1)CCCC,randomization,True,measured_inherited_equivalent,2.55,,2.55
164,O([*])c1cc(c(CCCCCC)cc1)OC(=O)c1cc(ccc1)C(=O)([*]),O([*])c1cc(c(CCCCCC)cc1)OC(=O)c1cc(ccc1)C(=O)([*]),clean,True,measured,3.8294,,3.8294
164,C(C)CCCCc1c(cc(cc1)O*)OC(c1cccc(c1)C(=O)*)=O,C(C)CCCCc1c(cc(cc1)O*)OC(c1cccc(c1)C(=O)*)=O,randomization,True,measured_inherited_equivalent,3.8294,,3.8294
164,c1c(c(OC(=O)c2cccc(C(=O)*)c2)cc(c1)O*)CCCCCC,c1c(c(OC(=O)c2cccc(C(=O)*)c2)cc(c1)O*)CCCCCC,randomization,True,measured_inherited_equivalent,3.8294,,3.8294
164,C(CCCc1c(cc(O*)cc1)OC(c1cccc(C(*)=O)c1)=O)CC,C(CCCc1c(cc(O*)cc1)OC(c1cccc(C(*)=O)c1)=O)CC,randomization,True,measured_inherited_equivalent,3.8294,,3.8294
165,[*]NC(=O)C(C=C1)=CC=C1C(C=C2)=CC=C2[*],[*]NC(=O)C(C=C1)=CC=C1C(C=C2)=CC=C2[*],clean,True,measured,3.4167,,3.4167
165,c1c(ccc(c1)C(=O)N*)-c1ccc(cc1)*,c1c(ccc(c1)C(=O)N*)-c1ccc(cc1)*,randomization,True,measured_inherited_equivalent,3.4167,,3.4167
165,c1(-c2ccc(C(N*)=O)cc2)ccc(*)cc1,c1(-c2ccc(C(N*)=O)cc2)ccc(*)cc1,randomization,True,measured_inherited_equivalent,3.4167,,3.4167
165,c1(-c2ccc(*)cc2)ccc(C(=O)N*)cc1,c1(-c2ccc(*)cc2)ccc(C(=O)N*)cc1,randomization,True,measured_inherited_equivalent,3.4167,,3.4167
166,[*]CCOC(=O)C1C2C=CC(C2)C1C(=O)O[*],[*]CCOC(=O)C1C2C=CC(C2)C1C(=O)O[*],clean,True,measured,5.7712,,5.7712
166,*OC(C1C(C(OCC*)=O)C2C=CC1C2)=O,*OC(C1C(C(OCC*)=O)C2C=CC1C2)=O,randomization,True,measured_inherited_equivalent,5.7712,,5.7712
166,C1(C(O*)=O)C(C(OCC*)=O)C2C=CC1C2,C1(C(O*)=O)C(C(OCC*)=O)C2C=CC1C2,randomization,True,measured_inherited_equivalent,5.7712,,5.7712
166,C(C1C(C2CC1C=C2)C(=O)O*)(OCC*)=O,C(C1C(C2CC1C=C2)C(=O)O*)(OCC*)=O,randomization,True,measured_inherited_equivalent,5.7712,,5.7712
167,[*]c1cc([*])cc(-c2nc3ccccc3o2)c1,[*]c1cc([*])cc(-c2nc3ccccc3o2)c1,clean,True,measured,3.757,,3.757
167,*c1cc(*)cc(c1)-c1oc2ccccc2n1,*c1cc(*)cc(c1)-c1oc2ccccc2n1,randomization,True,measured_inherited_equivalent,3.757,,3.757
