substitution_matched,site_was_aromatic,site_bonds_to_wildcard,site_element_from,site_element_to,source_id,source_representation,candidate_representation,operator,strategy,Q,edit_count,independent_edit_count,string_edit_distance,element_change_count,bond_count_delta,graph_change_proxy,source_prediction_eV,candidate_prediction_eV,absolute_drift_eV,source_atom_count,candidate_atom_count,atom_delta,heavy_atom_delta,formal_charge_delta,components,parse_ok,sanitize_ok,valence_ok,wildcards_source,wildcards_candidate,valid,attachment_valid,differs_from_source,prediction_range_class
True,False,1.0,C,S,3176,[*]CCCCCCNC(=O)C(CCCCC)C(=O)N[*],*NC(=O)C(CCCCC)C(=O)NCCCCCS*,SimpleSubst,Greedy,10,1,1,14,1,0,1,5.893464088439941,4.7998270988464355,1.0936369895935059,20,20,0,0,0,1,True,True,True,2,2,True,True,True,IN_TRAIN_RANGE
True,False,0.0,O,S,3200,[*]CC([*])OCc1ccccc1,*CC(*)SCc1ccccc1,SimpleSubst,Greedy,10,1,1,3,1,0,1,5.3933587074279785,4.821942329406738,0.5714163780212402,12,12,0,0,0,1,True,True,True,2,2,True,True,True,IN_TRAIN_RANGE
True,False,1.0,C,S,3427,[*]CCOCCOCCOC(=O)CCCCCCC(=O)O[*],*OC(=O)CCCCCCC(=O)OCCOCCOCS*,SimpleSubst,Greedy,10,1,1,15,1,0,1,6.274569034576416,5.319392204284668,0.955176830291748,22,22,0,0,0,1,True,True,True,2,2,True,True,True,IN_TRAIN_RANGE
True,False,1.0,C,S,3258,[*]CCCCCCCCc1nnc(-c2cccc(-c3nnc([*])o3)c2)o1,*SCCCCCCCc1nnc(-c2cccc(-c3nnc(*)o3)c2)o1,SimpleSubst,Greedy,10,1,1,3,1,0,1,4.662410259246826,4.243435859680176,0.4189743995666504,26,26,0,0,0,1,True,True,True,2,2,True,True,True,IN_TRAIN_RANGE
True,True,0.0,C,S,3295,[*]c1cc(COCCCCCCCCOc2ccc(-c3ccc(OC)cc3)cc2)c([*])s1,*C1=CS(COCCCCCCCCOc2ccc(-c3ccc(OC)cc3)cc2)=C(*)S1,SimpleSubst,Greedy,10,1,1,9,1,0,1,2.74383807182312,3.280900478363037,0.537062406539917,32,32,0,0,0,1,True,True,True,2,2,True,True,True,IN_TRAIN_RANGE
True,True,0.0,C,S,3471,[*]CNCC(C=C1)=CC=C1[*],*CNCS1=CC=C(*)C=C1,SimpleSubst,Greedy,10,1,1,10,1,0,1,4.566598892211914,3.355344295501709,1.211254596710205,11,11,0,0,0,1,True,True,True,2,2,True,True,True,IN_TRAIN_RANGE
True,False,1.0,C,S,3537,[*]CCC(C)CC(C)(C)CNC(=O)c1ccc(C(=O)N[*])cc1,*NC(=O)c1ccc(C(=O)NCC(C)(C)CC(C)CS*)cc1,SimpleSubst,Greedy,10,1,1,28,1,0,1,4.502551078796387,4.076391220092773,0.4261598587036133,23,23,0,0,0,1,True,True,True,2,2,True,True,True,IN_TRAIN_RANGE
True,True,0.0,C,S,3008,[*]Oc1ccc(NC(=O)c2ccc(C(=O)Nc3ccc(Oc4ccc(C5(c6ccc([*])cc6)CC6CCC5C6)cc4)cc3)cc2)cc1,*OS1=CC=C(NC(=O)c2ccc(C(=O)Nc3ccc(Oc4ccc(C5(c6ccc(*)cc6)CC6CCC5C6)cc4)cc3)cc2)C=C1,SimpleSubst,Greedy,10,1,1,11,1,0,1,3.5847268104553223,3.2343692779541016,0.3503575325012207,47,47,0,0,0,1,True,True,True,2,2,True,True,True,IN_TRAIN_RANGE
True,False,1.0,C,S,3411,[*]CCCCCCOC(=O)CCC(=O)O[*],*OC(=O)CCC(=O)OCCCCCS*,SimpleSubst,Greedy,10,1,1,14,1,0,1,6.64481258392334,5.278900623321533,1.3659119606018066,16,16,0,0,0,1,True,True,True,2,2,True,True,True,IN_TRAIN_RANGE
True,False,1.0,C,S,3361,[*]CCCCCCCCCCOC(=O)CCCCCCCCCCC(=O)O[*],*OC(=O)CCCCCCCCCCC(=O)OCCCCCCCCCS*,SimpleSubst,Greedy,10,1,1,15,1,0,1,6.5158233642578125,5.448337554931641,1.0674858093261719,28,28,0,0,0,1,True,True,True,2,2,True,True,True,IN_TRAIN_RANGE
True,True,0.0,C,S,3084,[*]c1cc(CCCC)c([*])s1,*C1=CS(CCCC)=C(*)S1,SimpleSubst,Greedy,10,1,1,9,1,0,1,2.3371214866638184,3.672293186187744,1.3351716995239258,11,11,0,0,0,1,True,True,True,2,2,True,True,True,IN_TRAIN_RANGE
True,True,0.0,C,S,3132,[*]Oc1ccc(C2(c3ccc(OC([*])=O)cc3)CC(C)CC(C)(C)C2)cc1,*OS1=CC=C(C2(c3ccc(OC(*)=O)cc3)CC(C)CC(C)(C)C2)C=C1,SimpleSubst,Greedy,10,1,1,11,1,0,1,4.636800289154053,3.8312504291534424,0.8055498600006104,27,27,0,0,0,1,True,True,True,2,2,True,True,True,IN_TRAIN_RANGE
True,False,0.0,O,S,3430,[*]NC(C([*])=O)C(Cc1ccccc1)c1c[nH]cn1,*NC(C(*)=S)C(Cc1ccccc1)c1c[nH]cn1,SimpleSubst,Greedy,10,1,1,3,1,0,1,5.042630195617676,4.364584922790527,0.6780452728271484,19,19,0,0,0,1,True,True,True,2,2,True,True,True,IN_TRAIN_RANGE
True,False,1.0,C,N,3167,[*]C(F)C([*])(F)OC(F)(F)F,*N(F)C(*)(F)OC(F)(F)F,Motif,Greedy,10,1,1,3,1,0,1,7.237398147583008,7.249334335327148,0.011936187744140625,11,11,0,0,0,1,True,True,True,2,2,True,True,True,IN_TRAIN_RANGE
True,False,0.0,C,N,3128,[*]OC(C)CCOC(=O)CCCCC([*])=O,*ON(C)CCOC(=O)CCCCC(*)=O,Motif,Greedy,10,1,1,3,1,0,1,6.378620147705078,6.055274486541748,0.3233456611633301,16,16,0,0,0,1,True,True,True,2,2,True,True,True,IN_TRAIN_RANGE
False,,,,,3364,[*]Nc1ccc(NC(=O)c2cc(NC(=O)c3ccccc3)cc(C([*])=O)c2)cc1,*Nc1ccc(NC(=O)c2cc(NC(=O)c3ccccc3)cc(C(*)=O)c2)cc1,Motif,Greedy,10,1,0,2,0,0,0,3.467644691467285,3.467644691467285,0.0,29,29,0,0,0,1,True,True,True,2,2,False,True,False,IN_TRAIN_RANGE
True,False,0.0,C,N,3414,[*]CC1CCC(COC(=O)CCCCC(=O)O[*])CC1,*CN1CCC(COC(=O)CCCCC(=O)O*)CC1,Motif,Greedy,10,1,1,3,1,0,1,6.599419593811035,6.1759867668151855,0.4234328269958496,20,20,0,0,0,1,True,True,True,2,2,True,True,True,IN_TRAIN_RANGE
True,False,1.0,C,N,3539,[*]CC(O[*])C(F)(F)F,*NC(O*)C(F)(F)F,Motif,Greedy,10,1,1,3,1,0,1,6.81688117980957,6.389995574951172,0.42688560485839844,9,9,0,0,0,1,True,True,True,2,2,True,True,True,IN_TRAIN_RANGE
True,False,0.0,C,O,2958,[*]CCCCCCCNC(=O)CCCCCCCCCCCCCCCCCCC(=O)N[*],*COCCCCCNC(=O)CCCCCCCCCCCCCCCCCCC(=O)N*,Motif,Greedy,10,1,1,3,1,0,1,5.916501998901367,5.793887615203857,0.12261438369750977,33,33,0,0,0,1,True,True,True,2,2,True,True,True,IN_TRAIN_RANGE
True,False,0.0,C,O,3459,N([*])CC(C)(C)CC(C)CNC(=O)CCCCC(=O)([*]),*NOC(C)(C)CC(C)CNC(=O)CCCCC(*)=O,Motif,Greedy,10,1,1,10,1,0,1,5.8339996337890625,6.016925811767578,0.18292617797851562,20,20,0,0,0,1,True,True,True,2,2,True,True,True,IN_TRAIN_RANGE
True,False,1.0,C,N,3385,[*]CNOC(S1)=CC=C1[*],*NNOc1ccc(*)s1,Motif,Greedy,10,1,1,13,1,0,1,3.9756360054016113,3.922891616821289,0.052744388580322266,10,10,0,0,0,1,True,True,True,2,2,True,True,True,IN_TRAIN_RANGE
False,,,,,3281,[*]C(=O)c1ccc2c(c1)C(=O)N(c1ccc(C(=O)Nc3ccc(N4C(=O)c5ccc([*])cc5C4=O)cc3)cc1)C2=O,*C(=O)c1ccc2c(c1)C(=O)N(c1ccc(C(=O)Nc3ccc(N4C(=O)c5ccc(*)cc5C4=O)cc3)cc1)C2=O,Motif,Greedy,10,1,0,2,0,0,0,2.7069849967956543,2.7069849967956543,0.0,41,41,0,0,0,1,True,True,True,2,2,False,True,False,IN_TRAIN_RANGE
True,False,0.0,C,O,3449,[*]OC(C)CCOC(=O)COCC([*])=O,*OC(C)CCOC(=O)COOC(*)=O,Motif,Greedy,10,1,1,3,1,0,1,6.135988712310791,6.610485553741455,0.47449684143066406,15,15,0,0,0,1,True,True,True,2,2,True,True,True,IN_TRAIN_RANGE
True,False,0.0,C,N,3350,[*]CCN([*])C(=O)C1CCCCC1,*CCN(*)C(=O)N1CCCCC1,Motif,Greedy,10,1,1,3,1,0,1,5.892340660095215,5.358417987823486,0.5339226722717285,13,13,0,0,0,1,True,True,True,2,2,True,True,True,IN_TRAIN_RANGE
True,False,0.0,C,O,3572,[*]CCCCCCOC(=O)CCCCCCCC(=O)O[*],*CCCCCCOC(=O)CCCOCCCC(=O)O*,Motif,Greedy,10,1,1,3,1,0,1,6.6545729637146,6.455234050750732,0.1993389129638672,21,21,0,0,0,1,True,True,True,2,2,True,True,True,IN_TRAIN_RANGE
False,,,,,3201,[*]Nc1cccc2c(NC(=O)c3cccc(C([*])=O)c3)cccc12,*Nc1cccc2c(NC(=O)c3cccc(C(*)=O)c3)cccc12,Motif,Greedy,10,1,0,2,0,0,0,3.4126176834106445,3.4126176834106445,0.0,24,24,0,0,0,1,True,True,True,2,2,False,True,False,IN_TRAIN_RANGE
False,,,,,3453,[*]Oc1ccc2ccc(OC(=O)Oc3ccc(OC([*])=O)cc3)cc2c1,*Oc1ccc2ccc(OC(=O)Oc3ccc(OC(*)=O)cc3)cc2c1,Motif,Greedy,10,1,0,2,0,0,0,4.041114807128906,4.041114807128906,0.0,26,26,0,0,0,1,True,True,True,2,2,False,True,False,IN_TRAIN_RANGE
False,,,,,3482,[*]C=Cc1cccc(C=Cc2cc([*])nc(-c3ccccc3)n2)c1,*C=Cc1cccc(C=Cc2cc(*)nc(-c3ccccc3)n2)c1,Motif,Greedy,10,1,0,2,0,0,0,2.9956889152526855,2.9956889152526855,0.0,24,24,0,0,0,1,True,True,True,2,2,False,True,False,IN_TRAIN_RANGE
False,,,,,3381,C(F)(F)CC(F)(F)C(=S),FN(F)OC(F)(F)C=S,Motif,Greedy,10,2,2,6,2,0,2,3.425586462020874,3.1728081703186035,0.2527782917022705,9,9,0,0,0,1,True,True,True,0,0,True,True,True,IN_TRAIN_RANGE
True,False,0.0,C,O,3422,[*]C=CCCCCCCCCCC[*],*C=CCCCCCCOCCC*,Motif,Greedy,10,1,1,3,1,0,1,5.851002216339111,5.5810956954956055,0.26990652084350586,14,14,0,0,0,1,True,True,True,2,2,True,True,True,IN_TRAIN_RANGE
True,False,0.0,C,O,3176,[*]CCCCCCNC(=O)C(CCCCC)C(=O)N[*],*COCCCCNC(=O)C(CCCCC)C(=O)N*,Motif,Greedy,10,1,1,3,1,0,1,5.893464088439941,5.703091144561768,0.19037294387817383,20,20,0,0,0,1,True,True,True,2,2,True,True,True,IN_TRAIN_RANGE
False,,,,,3200,[*]CC([*])OCc1ccccc1,*NC(*)ONc1ccccc1,Motif,Greedy,10,2,2,4,2,0,2,5.3933587074279785,4.917847633361816,0.4755110740661621,12,12,0,0,0,1,True,True,True,2,2,True,True,True,IN_TRAIN_RANGE
True,False,0.0,C,O,3427,[*]CCOCCOCCOC(=O)CCCCCCC(=O)O[*],*CCOCOOCCOC(=O)CCCCCCC(=O)O*,Motif,Greedy,10,1,1,3,1,0,1,6.274569034576416,6.497424125671387,0.2228550910949707,22,22,0,0,0,1,True,True,True,2,2,True,True,True,IN_TRAIN_RANGE
True,False,0.0,C,O,3258,[*]CCCCCCCCc1nnc(-c2cccc(-c3nnc([*])o3)c2)o1,*CCCCCCCOc1nnc(-c2cccc(-c3nnc(*)o3)c2)o1,Motif,Greedy,10,1,1,3,1,0,1,4.662410259246826,4.4863715171813965,0.1760387420654297,26,26,0,0,0,1,True,True,True,2,2,True,True,True,IN_TRAIN_RANGE
True,False,0.0,C,O,3295,[*]c1cc(COCCCCCCCCOc2ccc(-c3ccc(OC)cc3)cc2)c([*])s1,*c1cc(OOCCCCCCCCOc2ccc(-c3ccc(OC)cc3)cc2)c(*)s1,Motif,Greedy,10,1,1,3,1,0,1,2.74383807182312,2.6538538932800293,0.08998417854309082,32,32,0,0,0,1,True,True,True,2,2,True,True,True,IN_TRAIN_RANGE
False,,,,,3471,[*]CNCC(C=C1)=CC=C1[*],*NNNc1ccc(*)cc1,Motif,Greedy,10,2,2,16,2,0,2,4.566598892211914,4.100424289703369,0.4661746025085449,11,11,0,0,0,1,True,True,True,2,2,True,True,True,IN_TRAIN_RANGE
True,False,1.0,C,N,3537,[*]CCC(C)CC(C)(C)CNC(=O)c1ccc(C(=O)N[*])cc1,*NCC(C)CC(C)(C)CNC(=O)c1ccc(C(=O)N*)cc1,Motif,Greedy,10,1,1,3,1,0,1,4.502551078796387,4.305747032165527,0.19680404663085938,23,23,0,0,0,1,True,True,True,2,2,True,True,True,IN_TRAIN_RANGE
True,False,0.0,C,O,3008,[*]Oc1ccc(NC(=O)c2ccc(C(=O)Nc3ccc(Oc4ccc(C5(c6ccc([*])cc6)CC6CCC5C6)cc4)cc3)cc2)cc1,*Oc1ccc(NC(=O)c2ccc(C(=O)Nc3ccc(Oc4ccc(C5(c6ccc(*)cc6)OC6CCC5C6)cc4)cc3)cc2)cc1,Motif,Greedy,10,1,1,3,1,0,1,3.5847268104553223,3.5562119483947754,0.028514862060546875,47,47,0,0,0,1,True,True,True,2,2,True,True,True,IN_TRAIN_RANGE
True,False,1.0,C,N,3411,[*]CCCCCCOC(=O)CCC(=O)O[*],*NCCCCCOC(=O)CCC(=O)O*,Motif,Greedy,10,1,1,3,1,0,1,6.64481258392334,6.288386344909668,0.3564262390136719,16,16,0,0,0,1,True,True,True,2,2,True,True,True,IN_TRAIN_RANGE
True,False,0.0,C,O,3361,[*]CCCCCCCCCCOC(=O)CCCCCCCCCCC(=O)O[*],*COCCCCCCCCOC(=O)CCCCCCCCCCC(=O)O*,Motif,Greedy,10,1,1,3,1,0,1,6.5158233642578125,6.379842758178711,0.13598060607910156,28,28,0,0,0,1,True,True,True,2,2,True,True,True,IN_TRAIN_RANGE
False,,,,,3084,[*]c1cc(CCCC)c([*])s1,*c1cc(CCCC#N)c(*)s1,Motif,Greedy,10,1,1,4,0,1,2,2.3371214866638184,2.6480751037597656,0.31095361709594727,11,12,1,1,0,1,True,True,True,2,2,True,True,True,IN_TRAIN_RANGE
True,False,0.0,C,N,3132,[*]Oc1ccc(C2(c3ccc(OC([*])=O)cc3)CC(C)CC(C)(C)C2)cc1,*Oc1ccc(C2(c3ccc(OC(*)=O)cc3)CN(C)CC(C)(C)C2)cc1,Motif,Greedy,10,1,1,3,1,0,1,4.636800289154053,4.512027263641357,0.12477302551269531,27,27,0,0,0,1,True,True,True,2,2,True,True,True,IN_TRAIN_RANGE
False,,,,,3430,[*]NC(C([*])=O)C(Cc1ccccc1)c1c[nH]cn1,*NN(C(*)=O)N(Nc1ccccc1)c1c[nH]cn1,Motif,Greedy,10,3,3,5,3,0,3,5.042630195617676,3.769390344619751,1.2732398509979248,19,19,0,0,0,1,True,True,True,2,2,True,True,True,IN_TRAIN_RANGE
True,False,1.0,C,S,3167,[*]C(F)C([*])(F)OC(F)(F)F,*[SH](F)C(*)(F)OC(F)(F)F,SimpleSubst,Evolutionary,10,1,1,3,1,0,1,7.237398147583008,6.923153877258301,0.31424427032470703,11,11,0,0,0,1,True,True,True,2,2,True,True,True,IN_TRAIN_RANGE
True,False,1.0,O,S,3128,[*]OC(C)CCOC(=O)CCCCC([*])=O,*SC(C)CCOC(=O)CCCCC(*)=O,SimpleSubst,Evolutionary,10,1,1,3,1,0,1,6.378620147705078,5.086483955383301,1.2921361923217773,16,16,0,0,0,1,True,True,True,2,2,True,True,True,IN_TRAIN_RANGE
True,True,0.0,C,S,3364,[*]Nc1ccc(NC(=O)c2cc(NC(=O)c3ccccc3)cc(C([*])=O)c2)cc1,*NC1=CC=S(NC(=O)c2cc(NC(=O)c3ccccc3)cc(C(*)=O)c2)C=C1,SimpleSubst,Evolutionary,10,1,1,11,1,0,1,3.467644691467285,2.9340686798095703,0.5335760116577148,29,29,0,0,0,1,True,True,True,2,2,True,True,True,IN_TRAIN_RANGE
True,False,1.0,C,S,3414,[*]CC1CCC(COC(=O)CCCCC(=O)O[*])CC1,*OC(=O)CCCCC(=O)OCC1CCC(S*)CC1,SimpleSubst,Evolutionary,10,1,1,15,1,0,1,6.599419593811035,5.454258441925049,1.1451611518859863,20,20,0,0,0,1,True,True,True,2,2,True,True,True,IN_TRAIN_RANGE
True,False,1.0,O,S,3539,[*]CC(O[*])C(F)(F)F,*CC(S*)C(F)(F)F,SimpleSubst,Evolutionary,10,1,1,3,1,0,1,6.81688117980957,5.245861530303955,1.5710196495056152,9,9,0,0,0,1,True,True,True,2,2,True,True,True,IN_TRAIN_RANGE
True,False,1.0,C,S,2958,[*]CCCCCCCNC(=O)CCCCCCCCCCCCCCCCCCC(=O)N[*],*NC(=O)CCCCCCCCCCCCCCCCCCC(=O)NCCCCCCS*,SimpleSubst,Evolutionary,10,1,1,16,1,0,1,5.916501998901367,5.0829291343688965,0.8335728645324707,33,33,0,0,0,1,True,True,True,2,2,True,True,True,IN_TRAIN_RANGE
True,False,1.0,N,S,3459,N([*])CC(C)(C)CC(C)CNC(=O)CCCCC(=O)([*]),*SCC(C)(C)CC(C)CNC(=O)CCCCC(*)=O,SimpleSubst,Evolutionary,10,1,1,9,1,0,1,5.8339996337890625,5.1717352867126465,0.662264347076416,20,20,0,0,0,1,True,True,True,2,2,True,True,True,IN_TRAIN_RANGE
True,True,0.0,C,S,3385,[*]CNOC(S1)=CC=C1[*],*CNOS1=CC=C(*)S1,SimpleSubst,Evolutionary,10,1,1,9,1,0,1,3.9756360054016113,3.548543930053711,0.4270920753479004,10,10,0,0,0,1,True,True,True,2,2,True,True,True,IN_TRAIN_RANGE
True,True,0.0,C,S,3281,[*]C(=O)c1ccc2c(c1)C(=O)N(c1ccc(C(=O)Nc3ccc(N4C(=O)c5ccc([*])cc5C4=O)cc3)cc1)C2=O,*C(=O)C1=CC=C2C(=O)N(c3ccc(C(=O)Nc4ccc(N5C(=O)c6ccc(*)cc6C5=O)cc4)cc3)C(=O)S2=C1,SimpleSubst,Evolutionary,10,1,1,27,1,0,1,2.7069849967956543,2.385770559310913,0.3212144374847412,41,41,0,0,0,1,True,True,True,2,2,True,True,True,IN_TRAIN_RANGE
True,False,1.0,O,S,3449,[*]OC(C)CCOC(=O)COCC([*])=O,*SC(C)CCOC(=O)COCC(*)=O,SimpleSubst,Evolutionary,10,1,1,3,1,0,1,6.135988712310791,4.9100871086120605,1.2259016036987305,15,15,0,0,0,1,True,True,True,2,2,True,True,True,IN_TRAIN_RANGE
True,False,1.0,C,S,3350,[*]CCN([*])C(=O)C1CCCCC1,*SCN(*)C(=O)C1CCCCC1,SimpleSubst,Evolutionary,10,1,1,3,1,0,1,5.892340660095215,4.534771919250488,1.3575687408447266,13,13,0,0,0,1,True,True,True,2,2,True,True,True,IN_TRAIN_RANGE
True,False,1.0,C,S,3572,[*]CCCCCCOC(=O)CCCCCCCC(=O)O[*],*OC(=O)CCCCCCCC(=O)OCCCCCS*,SimpleSubst,Evolutionary,10,1,1,14,1,0,1,6.6545729637146,5.373991966247559,1.280580997467041,21,21,0,0,0,1,True,True,True,2,2,True,True,True,IN_TRAIN_RANGE
True,True,0.0,C,S,3201,[*]Nc1cccc2c(NC(=O)c3cccc(C([*])=O)c3)cccc12,*NC1=CC=CS2=C1C=CC=C2NC(=O)c1cccc(C(*)=O)c1,SimpleSubst,Evolutionary,10,1,1,27,1,0,1,3.4126176834106445,2.477482318878174,0.9351353645324707,24,24,0,0,0,1,True,True,True,2,2,True,True,True,IN_TRAIN_RANGE
True,True,0.0,C,S,3453,[*]Oc1ccc2ccc(OC(=O)Oc3ccc(OC([*])=O)cc3)cc2c1,*OC1=CC=S2C=CC(OC(=O)Oc3ccc(OC(*)=O)cc3)=CC2=C1,SimpleSubst,Evolutionary,10,1,1,17,1,0,1,4.041114807128906,3.141008138656616,0.90010666847229,26,26,0,0,0,1,True,True,True,2,2,True,True,True,IN_TRAIN_RANGE
True,True,0.0,C,S,3482,[*]C=Cc1cccc(C=Cc2cc([*])nc(-c3ccccc3)n2)c1,*C=CC1=CC=CS(C=Cc2cc(*)nc(-c3ccccc3)n2)=C1,SimpleSubst,Evolutionary,10,1,1,11,1,0,1,2.9956889152526855,2.441037654876709,0.5546512603759766,24,24,0,0,0,1,True,True,True,2,2,True,True,True,IN_TRAIN_RANGE
True,False,0.0,C,S,3381,C(F)(F)CC(F)(F)C(=S),FC(F)CS(F)(F)C=S,SimpleSubst,Evolutionary,10,1,1,6,1,0,1,3.425586462020874,4.882452964782715,1.4568665027618408,9,9,0,0,0,1,True,True,True,0,0,True,True,True,IN_TRAIN_RANGE
True,False,0.0,C,S,3422,[*]C=CCCCCCCCCCC[*],*C=CSCCCCCCCCC*,SimpleSubst,Evolutionary,10,1,1,3,1,0,1,5.851002216339111,4.855816841125488,0.995185375213623,14,14,0,0,0,1,True,True,True,2,2,True,True,True,IN_TRAIN_RANGE
True,False,1.0,C,S,3176,[*]CCCCCCNC(=O)C(CCCCC)C(=O)N[*],*NC(=O)C(CCCCC)C(=O)NCCCCCS*,SimpleSubst,Evolutionary,10,1,1,14,1,0,1,5.893464088439941,4.7998270988464355,1.0936369895935059,20,20,0,0,0,1,True,True,True,2,2,True,True,True,IN_TRAIN_RANGE
True,False,0.0,O,S,3200,[*]CC([*])OCc1ccccc1,*CC(*)SCc1ccccc1,SimpleSubst,Evolutionary,10,1,1,3,1,0,1,5.3933587074279785,4.821942329406738,0.5714163780212402,12,12,0,0,0,1,True,True,True,2,2,True,True,True,IN_TRAIN_RANGE
True,False,1.0,C,S,3427,[*]CCOCCOCCOC(=O)CCCCCCC(=O)O[*],*OC(=O)CCCCCCC(=O)OCCOCCOCS*,SimpleSubst,Evolutionary,10,1,1,15,1,0,1,6.274569034576416,5.319392204284668,0.955176830291748,22,22,0,0,0,1,True,True,True,2,2,True,True,True,IN_TRAIN_RANGE
True,False,1.0,C,S,3258,[*]CCCCCCCCc1nnc(-c2cccc(-c3nnc([*])o3)c2)o1,*SCCCCCCCc1nnc(-c2cccc(-c3nnc(*)o3)c2)o1,SimpleSubst,Evolutionary,10,1,1,3,1,0,1,4.662410259246826,4.243435859680176,0.4189743995666504,26,26,0,0,0,1,True,True,True,2,2,True,True,True,IN_TRAIN_RANGE
True,True,0.0,C,S,3295,[*]c1cc(COCCCCCCCCOc2ccc(-c3ccc(OC)cc3)cc2)c([*])s1,*C1=CS(COCCCCCCCCOc2ccc(-c3ccc(OC)cc3)cc2)=C(*)S1,SimpleSubst,Evolutionary,10,1,1,9,1,0,1,2.74383807182312,3.280900478363037,0.537062406539917,32,32,0,0,0,1,True,True,True,2,2,True,True,True,IN_TRAIN_RANGE
True,True,0.0,C,S,3471,[*]CNCC(C=C1)=CC=C1[*],*CNCS1=CC=C(*)C=C1,SimpleSubst,Evolutionary,10,1,1,10,1,0,1,4.566598892211914,3.355344295501709,1.211254596710205,11,11,0,0,0,1,True,True,True,2,2,True,True,True,IN_TRAIN_RANGE
True,False,1.0,C,S,3537,[*]CCC(C)CC(C)(C)CNC(=O)c1ccc(C(=O)N[*])cc1,*NC(=O)c1ccc(C(=O)NCC(C)(C)CC(C)CS*)cc1,SimpleSubst,Evolutionary,10,1,1,28,1,0,1,4.502551078796387,4.076391220092773,0.4261598587036133,23,23,0,0,0,1,True,True,True,2,2,True,True,True,IN_TRAIN_RANGE
True,True,0.0,C,S,3008,[*]Oc1ccc(NC(=O)c2ccc(C(=O)Nc3ccc(Oc4ccc(C5(c6ccc([*])cc6)CC6CCC5C6)cc4)cc3)cc2)cc1,*OS1=CC=C(NC(=O)c2ccc(C(=O)Nc3ccc(Oc4ccc(C5(c6ccc(*)cc6)CC6CCC5C6)cc4)cc3)cc2)C=C1,SimpleSubst,Evolutionary,10,1,1,11,1,0,1,3.5847268104553223,3.2343692779541016,0.3503575325012207,47,47,0,0,0,1,True,True,True,2,2,True,True,True,IN_TRAIN_RANGE
True,False,1.0,C,S,3411,[*]CCCCCCOC(=O)CCC(=O)O[*],*OC(=O)CCC(=O)OCCCCCS*,SimpleSubst,Evolutionary,10,1,1,14,1,0,1,6.64481258392334,5.278900623321533,1.3659119606018066,16,16,0,0,0,1,True,True,True,2,2,True,True,True,IN_TRAIN_RANGE
True,False,1.0,C,S,3361,[*]CCCCCCCCCCOC(=O)CCCCCCCCCCC(=O)O[*],*OC(=O)CCCCCCCCCCC(=O)OCCCCCCCCCS*,SimpleSubst,Evolutionary,10,1,1,15,1,0,1,6.5158233642578125,5.448337554931641,1.0674858093261719,28,28,0,0,0,1,True,True,True,2,2,True,True,True,IN_TRAIN_RANGE
True,True,0.0,C,S,3084,[*]c1cc(CCCC)c([*])s1,*C1=CS(CCCC)=C(*)S1,SimpleSubst,Evolutionary,10,1,1,9,1,0,1,2.3371214866638184,3.672293186187744,1.3351716995239258,11,11,0,0,0,1,True,True,True,2,2,True,True,True,IN_TRAIN_RANGE
True,True,0.0,C,S,3132,[*]Oc1ccc(C2(c3ccc(OC([*])=O)cc3)CC(C)CC(C)(C)C2)cc1,*OS1=CC=C(C2(c3ccc(OC(*)=O)cc3)CC(C)CC(C)(C)C2)C=C1,SimpleSubst,Evolutionary,10,1,1,11,1,0,1,4.636800289154053,3.8312504291534424,0.8055498600006104,27,27,0,0,0,1,True,True,True,2,2,True,True,True,IN_TRAIN_RANGE
True,False,0.0,O,S,3430,[*]NC(C([*])=O)C(Cc1ccccc1)c1c[nH]cn1,*NC(C(*)=S)C(Cc1ccccc1)c1c[nH]cn1,SimpleSubst,Evolutionary,10,1,1,3,1,0,1,5.042630195617676,4.364584922790527,0.6780452728271484,19,19,0,0,0,1,True,True,True,2,2,True,True,True,IN_TRAIN_RANGE
True,False,1.0,C,N,3167,[*]C(F)C([*])(F)OC(F)(F)F,*N(F)C(*)(F)OC(F)(F)F,Motif,Evolutionary,10,1,1,3,1,0,1,7.237398147583008,7.249334335327148,0.011936187744140625,11,11,0,0,0,1,True,True,True,2,2,True,True,True,IN_TRAIN_RANGE
True,False,0.0,C,N,3128,[*]OC(C)CCOC(=O)CCCCC([*])=O,*ON(C)CCOC(=O)CCCCC(*)=O,Motif,Evolutionary,10,1,1,3,1,0,1,6.378620147705078,6.055274486541748,0.3233456611633301,16,16,0,0,0,1,True,True,True,2,2,True,True,True,IN_TRAIN_RANGE
False,,,,,3364,[*]Nc1ccc(NC(=O)c2cc(NC(=O)c3ccccc3)cc(C([*])=O)c2)cc1,*Nc1ccc(NC(=O)c2cc(NC(=O)c3ccccc3)cc(C(*)=O)c2)cc1,Motif,Evolutionary,10,1,0,2,0,0,0,3.467644691467285,3.467644691467285,0.0,29,29,0,0,0,1,True,True,True,2,2,False,True,False,IN_TRAIN_RANGE
True,False,0.0,C,N,3414,[*]CC1CCC(COC(=O)CCCCC(=O)O[*])CC1,*CN1CCC(COC(=O)CCCCC(=O)O*)CC1,Motif,Evolutionary,10,1,1,3,1,0,1,6.599419593811035,6.1759867668151855,0.4234328269958496,20,20,0,0,0,1,True,True,True,2,2,True,True,True,IN_TRAIN_RANGE
