polymer_id,original_representation,property_name,property_value,units,source_dataset,split
aug_sample_541:substitution:20260815:0,[*]C(=O)Nc1cccc(NC(=O)c2ccc3[nH]c(-c4cccc(-c5nc6cc([*])cnc6[nH]5)c4)nc3c2)c1,Bandgap,3.34,eV,adversarial_augmentation,train
aug_sample_541:substitution:20260815:1,[*]C(=O)Nc1cccc(NC(=O)c2ccc3[nH]c(-c4cccc(-c5nc6cc([*])ccc6[nH]5)c4)cc3c2)c1,Bandgap,3.34,eV,adversarial_augmentation,train
aug_sample_541:substitution:20260815:4,[*]C(=O)Nc1cccc(NC(=O)c2ccc3[nH]c(-c4cncc(-c5nc6cc([*])ccc6[nH]5)c4)nc3c2)c1,Bandgap,3.34,eV,adversarial_augmentation,train
aug_sample_542:substitution:20260815:1,[*]c1ccc(-c2ccs(-c3ccc([*])n3C)n2C)cn1,Bandgap,2.818,eV,adversarial_augmentation,train
aug_sample_543:substitution:20260815:0,[*]CC(COc1ccc(-c2ccs(C#N)cc2)cc1)O[*],Bandgap,3.8156,eV,adversarial_augmentation,train
aug_sample_543:substitution:20260815:1,[*]CC(COc1ccc(-c2ccc(C\N)cc2)cc1)O[*],Bandgap,3.8156,eV,adversarial_augmentation,train
aug_sample_543:substitution:20260815:2,[*]IC(COc1ccc(-c2ccc(C#N)cc2)cc1)O[*],Bandgap,3.8156,eV,adversarial_augmentation,train
aug_sample_543:substitution:20260815:3,[*]CC(COc1ccc(-c2cnc(C#N)cc2)cc1)O[*],Bandgap,3.8156,eV,adversarial_augmentation,train
aug_sample_543:rearrangement:20260815:2,[*]CC(OCc1ccc(-c2ccc(C#N)cc2)cc1)O[*],Bandgap,3.8156,eV,adversarial_augmentation,train
aug_sample_544:substitution:20260815:0,[*]C1=C(CCCCSC)C(CCCCCC)=C(c2sc(-c3sc([*])c4c3OCCO4)c3c2OCCO3)S1(=O)=O,Bandgap,1.3578,eV,adversarial_augmentation,train
aug_sample_544:substitution:20260815:3,[*]C1=C(CCCCCC)C(CCCCCC)=C(c2sc(-c3sc([*])c4c3OCCO4)c3c2ICCO3)S1(=O)=O,Bandgap,1.3578,eV,adversarial_augmentation,train
aug_sample_544:rearrangement:20260815:0,[*]C1=C(CCCCCC)C(CCCCCC)=C(c2sc(-c3sc([*])c4c3OCCO4)c3c2OOCC3)S1(=O)=O,Bandgap,1.3578,eV,adversarial_augmentation,train
aug_sample_544:rearrangement:20260815:1,[*]C1=C(CCCCCC)C(CCCCCC)=C(c2sc(-c3sc([*])c4c3CCOO4)c3c2OCCO3)S1(=O)=O,Bandgap,1.3578,eV,adversarial_augmentation,train
aug_sample_544:rearrangement:20260815:2,[*]C1=C(CCCCCC)C(CCCCCC)=C(c2sc(-c3sc([*])c4c3OCCO4)c3c2OCOC3)S1(=O)=O,Bandgap,1.3578,eV,adversarial_augmentation,train
aug_sample_544:rearrangement:20260815:3,[*]C1=C(CCCCCC)C(CCCCCC)=C(c2sc(-c3sc([*])c4c3OOCC4)c3c2OCCO3)S1(=O)=O,Bandgap,1.3578,eV,adversarial_augmentation,train
aug_sample_544:rearrangement:20260815:4,[*]C1=C(CCCCCC)C(CCCCCC)=C(c2sc(-c3sc([*])c4c3OCCO4)c3c2COCO3)S1(=O)=O,Bandgap,1.3578,eV,adversarial_augmentation,train
aug_sample_545:substitution:20260815:2,[*]C(=O)CCCCCCCCC(=O)N1CC(C)N([*])CC1O,Bandgap,5.6918,eV,adversarial_augmentation,train
aug_sample_545:substitution:20260815:3,[*]C(=O)CCCCCCCCC(=O)N1CC(C)N([*])CC1F,Bandgap,5.6918,eV,adversarial_augmentation,train
aug_sample_545:substitution:20260815:4,[*]C(=O)CCCCCCCCC(=O)N1IC(C)N([*])CC1C,Bandgap,5.6918,eV,adversarial_augmentation,train
aug_sample_546:substitution:20260815:0,[*]CCCCCCOC(/O)CCCCCCCCC(=O)O[*],Bandgap,6.7561,eV,adversarial_augmentation,train
aug_sample_546:substitution:20260815:1,[*]CCCCCCPC(=O)CCCCCCCCC(=O)O[*],Bandgap,6.7561,eV,adversarial_augmentation,train
aug_sample_546:substitution:20260815:2,[*]CCCCCCOC(=O)CCCCSCCCC(=O)O[*],Bandgap,6.7561,eV,adversarial_augmentation,train
aug_sample_546:substitution:20260815:3,[*]ICCCCCOC(=O)CCCCCCCCC(=O)O[*],Bandgap,6.7561,eV,adversarial_augmentation,train
aug_sample_546:substitution:20260815:4,[*]CCCCCCOC(=O)CCCICCCCC(=O)O[*],Bandgap,6.7561,eV,adversarial_augmentation,train
aug_sample_546:rearrangement:20260815:0,[*]CCCCCOCC(=O)CCCCCCCCC(=O)O[*],Bandgap,6.7561,eV,adversarial_augmentation,train
aug_sample_547:substitution:20260815:0,[*]SC([*])(F)C(=O)OCC(F)(F)C(F)F,Bandgap,6.7718,eV,adversarial_augmentation,train
aug_sample_547:substitution:20260815:1,[*]CC([*])(F)C(=O)OCC(F)(I)C(F)F,Bandgap,6.7718,eV,adversarial_augmentation,train
aug_sample_547:substitution:20260815:4,[*]CC([*])(F)C(=O)OCC(F)(C)C(F)F,Bandgap,6.7718,eV,adversarial_augmentation,train
aug_sample_547:rearrangement:20260815:1,[*]CC([*])(F)C(=O)COC(F)(F)C(F)F,Bandgap,6.7718,eV,adversarial_augmentation,train
aug_sample_548:substitution:20260815:0,[*]C#CC#CPCCCCCCC[*],Bandgap,5.4425,eV,adversarial_augmentation,train
aug_sample_548:substitution:20260815:1,[*]C#CC#CCCICCCCC[*],Bandgap,5.4425,eV,adversarial_augmentation,train
aug_sample_548:substitution:20260815:2,[*]C#CC=CCCCCCCCC[*],Bandgap,5.4425,eV,adversarial_augmentation,train
aug_sample_548:substitution:20260815:4,[*]C#CC#CNCCCCCCC[*],Bandgap,5.4425,eV,adversarial_augmentation,train
aug_sample_548:rearrangement:20260815:4,[*]C#CCCC#CCCCCCC[*],Bandgap,5.4425,eV,adversarial_augmentation,train
aug_sample_550:substitution:20260815:1,[*]CCC1C(=O)N(CP)C(=O)C1[*],Bandgap,5.7968,eV,adversarial_augmentation,train
aug_sample_550:substitution:20260815:2,[*]CCC1C(=O)N(OC)C(=O)C1[*],Bandgap,5.7968,eV,adversarial_augmentation,train
aug_sample_550:substitution:20260815:3,[*]CCS1C(=O)N(CC)C(=O)C1[*],Bandgap,5.7968,eV,adversarial_augmentation,train
aug_sample_551:substitution:20260815:0,[*]CC1(C)CI(N2C(=O)c3ccc(-c4ccc5c(c4)C(=O)N([*])C5=O)cc3C2=O)CC(C)(C)C1,Bandgap,3.6299,eV,adversarial_augmentation,train
aug_sample_551:substitution:20260815:1,[*]CC1(C)CC(C2C(=O)c3ccc(-c4ccc5c(c4)C(=O)N([*])C5=O)cc3C2=O)CC(C)(C)C1,Bandgap,3.6299,eV,adversarial_augmentation,train
aug_sample_551:substitution:20260815:2,[*]CC1(C)CC(N2C(=O)c3ccc(-c4cnc5c(c4)C(=O)N([*])C5=O)cc3C2=O)CC(C)(C)C1,Bandgap,3.6299,eV,adversarial_augmentation,train
aug_sample_552:substitution:20260815:1,[*]c1ncc(-c2cnc([*])c(C)c2)cc1O,Bandgap,3.5147,eV,adversarial_augmentation,train
aug_sample_552:rearrangement:20260815:1,[*]c1ncc(-c2ncc([*])c(C)c2)cc1C,Bandgap,3.5147,eV,adversarial_augmentation,train
aug_sample_552:rearrangement:20260815:3,[*]c1cnc(-c2cnc([*])c(C)c2)cc1C,Bandgap,3.5147,eV,adversarial_augmentation,train
aug_sample_553:substitution:20260815:1,[*]/C\C\C(C#N)C[*],Bandgap,5.2253,eV,adversarial_augmentation,train
aug_sample_553:substitution:20260815:2,[*]/C=P\C(C#N)C[*],Bandgap,5.2253,eV,adversarial_augmentation,train
aug_sample_554:substitution:20260815:1,[*]c1ccs(-c2cnc3cc(-c4ccc5nc([*])cnc5c4)ccc3n2)cc1,Bandgap,3.1087,eV,adversarial_augmentation,train
aug_sample_554:rearrangement:20260815:2,[*]c1ccc(-c2ncc3cc(-c4ccc5nc([*])cnc5c4)ccc3n2)cc1,Bandgap,3.1087,eV,adversarial_augmentation,train
aug_sample_555:substitution:20260815:0,[*]CCCOC(=O)CCCPCCCC(=O)O[*],Bandgap,6.3801,eV,adversarial_augmentation,train
aug_sample_555:substitution:20260815:1,[*]CCCIC(=O)CCCCCCCC(=O)O[*],Bandgap,6.3801,eV,adversarial_augmentation,train
aug_sample_555:substitution:20260815:2,[*]CCCOC(=O)COCCCCCC(=O)O[*],Bandgap,6.3801,eV,adversarial_augmentation,train
aug_sample_555:substitution:20260815:4,[*]CCCOC(=O)CCCCCCCP(=O)O[*],Bandgap,6.3801,eV,adversarial_augmentation,train
aug_sample_555:rearrangement:20260815:0,[*]COCCC(=O)CCCCCCCC(=O)O[*],Bandgap,6.3801,eV,adversarial_augmentation,train
aug_sample_555:rearrangement:20260815:1,[*]CCOCC(=O)CCCCCCCC(=O)O[*],Bandgap,6.3801,eV,adversarial_augmentation,train
aug_sample_556:substitution:20260815:0,[*]PCCCCCNC(=O)CCCC(=O)O[*],Bandgap,5.8204,eV,adversarial_augmentation,train
aug_sample_556:substitution:20260815:1,[*]CCCCCCNC(/O)CCCC(=O)O[*],Bandgap,5.8204,eV,adversarial_augmentation,train
aug_sample_556:substitution:20260815:2,[*]SCCCCCNC(=O)CCCC(=O)O[*],Bandgap,5.8204,eV,adversarial_augmentation,train
aug_sample_556:rearrangement:20260815:0,[*]CCCCCNCC(=O)CCCC(=O)O[*],Bandgap,5.8204,eV,adversarial_augmentation,train
aug_sample_556:rearrangement:20260815:1,[*]CCCCNCCC(=O)CCCC(=O)O[*],Bandgap,5.8204,eV,adversarial_augmentation,train
aug_sample_557:substitution:20260815:0,[*]CCOCCOC(=O)CCCCCCC(=O)S[*],Bandgap,6.6005,eV,adversarial_augmentation,train
aug_sample_557:substitution:20260815:1,[*]CCOCCOC(=O)CCPCCCC(=O)O[*],Bandgap,6.6005,eV,adversarial_augmentation,train
aug_sample_557:substitution:20260815:4,[*]CCOCCOC(=P)CCCCCCC(=O)O[*],Bandgap,6.6005,eV,adversarial_augmentation,train
aug_sample_557:rearrangement:20260815:0,[*]COCCCOC(=O)CCCCCCC(=O)O[*],Bandgap,6.6005,eV,adversarial_augmentation,train
aug_sample_557:rearrangement:20260815:1,[*]CCOCOCC(=O)CCCCCCC(=O)O[*],Bandgap,6.6005,eV,adversarial_augmentation,train
aug_sample_557:rearrangement:20260815:2,[*]CCCOCOC(=O)CCCCCCC(=O)O[*],Bandgap,6.6005,eV,adversarial_augmentation,train
aug_sample_557:rearrangement:20260815:3,[*]CCCCOOC(=O)CCCCCCC(=O)O[*],Bandgap,6.6005,eV,adversarial_augmentation,train
aug_sample_558:substitution:20260815:0,[*]C=CCCCCCCICCC(Cl)CCCCCCCCC[*],Bandgap,5.9057,eV,adversarial_augmentation,train
aug_sample_558:substitution:20260815:3,[*]C=CCCCCCCCSCC(Cl)CCCCCCCCC[*],Bandgap,5.9057,eV,adversarial_augmentation,train
aug_sample_558:rearrangement:20260815:0,[*]CC=CCCCCCCCCC(Cl)CCCCCCCCC[*],Bandgap,5.9057,eV,adversarial_augmentation,train
aug_sample_558:rearrangement:20260815:1,[*]=CCCCCCCCCCCC(Cl)CCCCCCCCC[*],Bandgap,5.9057,eV,adversarial_augmentation,train
aug_sample_559:substitution:20260815:0,[*]-C=C\C(C)C[*],Bandgap,5.547999999999999,eV,adversarial_augmentation,train
aug_sample_559:substitution:20260815:2,[*]/C=C\I(C)C[*],Bandgap,5.547999999999999,eV,adversarial_augmentation,train
aug_sample_559:substitution:20260815:3,[*]/C=C\C(N)C[*],Bandgap,5.547999999999999,eV,adversarial_augmentation,train
aug_sample_559:substitution:20260815:4,[*]\C=C\C(C)C[*],Bandgap,5.547999999999999,eV,adversarial_augmentation,train
aug_sample_559:rearrangement:20260815:4,[*]=C/C\C(C)C[*],Bandgap,5.547999999999999,eV,adversarial_augmentation,train
aug_sample_560:substitution:20260815:0,[*]IC(C)C(C)Oc1cc([*])nc2ccc(C)cc12,Bandgap,3.9147,eV,adversarial_augmentation,train
aug_sample_560:substitution:20260815:1,[*]SC(C)C(C)Oc1cc([*])nc2ccc(C)cc12,Bandgap,3.9147,eV,adversarial_augmentation,train
aug_sample_560:substitution:20260815:4,[*]OC(C)C(C)Oc1cc([*])nc2ccc(C)nc12,Bandgap,3.9147,eV,adversarial_augmentation,train
aug_sample_561:substitution:20260815:1,[*]C(C=C1)=CC=C1C(C=C2)=CI=C2C(C=C3)=CC=C3C(C=C4)=CC=C4[*],Bandgap,2.5019,eV,adversarial_augmentation,train
aug_sample_561:rearrangement:20260815:3,[*]C(C=C1)=CC=C1C(C=C2)=CC=C2C(C=C3)=CC=C3C(C=C4)C=C=C4[*],Bandgap,2.5019,eV,adversarial_augmentation,train
aug_sample_562:substitution:20260815:0,[*]CN([*])OC(C)=O,Bandgap,6.7973,eV,adversarial_augmentation,train
aug_sample_562:substitution:20260815:1,[*]CC([*])IC(C)=O,Bandgap,6.7973,eV,adversarial_augmentation,train
aug_sample_562:substitution:20260815:2,[*]CI([*])OC(C)=O,Bandgap,6.7973,eV,adversarial_augmentation,train
aug_sample_562:substitution:20260815:4,[*]CC([*])OC(C)/O,Bandgap,6.7973,eV,adversarial_augmentation,train
aug_sample_563:substitution:20260815:0,[*]ICCC(C)CC(=O)N[*],Bandgap,6.0572,eV,adversarial_augmentation,train
aug_sample_563:substitution:20260815:1,[*]CCCC(C)CC(=P)N[*],Bandgap,6.0572,eV,adversarial_augmentation,train
aug_sample_563:substitution:20260815:2,[*]CCCC(C)CP(=O)N[*],Bandgap,6.0572,eV,adversarial_augmentation,train
aug_sample_563:substitution:20260815:3,[*]CCOC(C)CC(=O)N[*],Bandgap,6.0572,eV,adversarial_augmentation,train
aug_sample_564:substitution:20260815:3,[*]CC(\O)NCC(=O)O[*],Bandgap,5.879,eV,adversarial_augmentation,train
aug_sample_564:rearrangement:20260815:0,[*]CC(=O)CNC(=O)O[*],Bandgap,5.879,eV,adversarial_augmentation,train
aug_sample_565:substitution:20260815:1,[*]CNC(=O)C(S1)=CC/C1[*],Bandgap,4.3473,eV,adversarial_augmentation,train
aug_sample_565:substitution:20260815:3,[*]CNC(=O)C(S1)=NC=C1[*],Bandgap,4.3473,eV,adversarial_augmentation,train
aug_sample_565:rearrangement:20260815:0,[*]NCC(=O)C(S1)=CC=C1[*],Bandgap,4.3473,eV,adversarial_augmentation,train
aug_sample_565:rearrangement:20260815:2,[*]CNC(=O)C(S1)=CCC=1[*],Bandgap,4.3473,eV,adversarial_augmentation,train
aug_sample_565:rearrangement:20260815:3,[*]CNC(=O)C(S1)=C=CC1[*],Bandgap,4.3473,eV,adversarial_augmentation,train
aug_sample_566:substitution:20260815:1,[*]Oc1c(Cl)cc(C2(c3cc(I)c(OC([*])=O)c(Cl)c3)CC3CC2C2CCCC32)cc1Cl,Bandgap,4.4278,eV,adversarial_augmentation,train
aug_sample_566:substitution:20260815:2,[*]Oc1c(Cl)cc(C2(c3cc(Cl)c(OC([*])=O)c(Cl)c3)CC3CC2C2CCCC32)cc1F,Bandgap,4.4278,eV,adversarial_augmentation,train
aug_sample_566:substitution:20260815:4,[*]Oc1c(Cl)cc(C2(c3cc(Cl)c(OP([*])=O)c(Cl)c3)CC3CC2C2CCCC32)cc1Cl,Bandgap,4.4278,eV,adversarial_augmentation,train
aug_sample_567:substitution:20260815:0,[*]Cc1ccc(CN(C)C(=O)CCCPC(=O)N([*])C)cc1,Bandgap,5.2834,eV,adversarial_augmentation,train
aug_sample_567:substitution:20260815:2,[*]Cc1ccc(CN(C)C(=O)SCCCC(=O)N([*])C)cc1,Bandgap,5.2834,eV,adversarial_augmentation,train
aug_sample_568:substitution:20260815:2,[*]Oc1ccc(Os2ccc(NC(=C(C#N)C#N)c3ccc(-c4ccc(-c5ccc(C(Nc6ccc([*])cc6)=C(C#N)C#N)cc5)cc4)cc3)cc2)cc1,Bandgap,3.4011,eV,adversarial_augmentation,train
aug_sample_569:substitution:20260815:1,[*]CC(O)COc1ccs(C(=O)c2ccc(O[*])cc2)cc1,Bandgap,4.2124,eV,adversarial_augmentation,train
aug_sample_569:substitution:20260815:3,[*]CC(O)COc1ncc(C(=O)c2ccc(O[*])cc2)cc1,Bandgap,4.2124,eV,adversarial_augmentation,train
aug_sample_569:rearrangement:20260815:1,[*]CC(O)OCc1ccc(C(=O)c2ccc(O[*])cc2)cc1,Bandgap,4.2124,eV,adversarial_augmentation,train
aug_sample_570:substitution:20260815:2,[*]CC1(C)CC([*])(C)C(=O)CC1=O,Bandgap,5.867000000000001,eV,adversarial_augmentation,train
aug_sample_570:substitution:20260815:4,[*]CC1(C)CC([*])(C)C(=O)OC1\O,Bandgap,5.867000000000001,eV,adversarial_augmentation,train
aug_sample_571:substitution:20260815:1,[*]CCCCCCCCCCCCCCCCOI(=O)CCCCC(=O)O[*],Bandgap,6.7432,eV,adversarial_augmentation,train
aug_sample_571:substitution:20260815:3,[*]CCCCCCCCCCPCCCCCOC(=O)CCCCC(=O)O[*],Bandgap,6.7432,eV,adversarial_augmentation,train
aug_sample_571:substitution:20260815:4,[*]SCCCCCCCCCCCCCCCOC(=O)CCCCC(=O)O[*],Bandgap,6.7432,eV,adversarial_augmentation,train
aug_sample_571:rearrangement:20260815:0,[*]CCCCCCCCCCCCCCCOCC(=O)CCCCC(=O)O[*],Bandgap,6.7432,eV,adversarial_augmentation,train
aug_sample_571:rearrangement:20260815:2,[*]CCCCCCCCCCCCCCOCCC(=O)CCCCC(=O)O[*],Bandgap,6.7432,eV,adversarial_augmentation,train
aug_sample_573:substitution:20260815:2,[*]Ns1ccc([*])cc1I,Bandgap,4.4895,eV,adversarial_augmentation,train
aug_sample_574:substitution:20260815:0,[*]NCCCCc1nnc([*])n1N,Bandgap,5.8053,eV,adversarial_augmentation,train
aug_sample_574:substitution:20260815:1,[*]CCCCCc1nnc([*])n1Cl,Bandgap,5.8053,eV,adversarial_augmentation,train
aug_sample_574:substitution:20260815:3,[*]CSCCCc1nnc([*])n1N,Bandgap,5.8053,eV,adversarial_augmentation,train
aug_sample_574:substitution:20260815:4,[*]CCCNCc1nnc([*])n1N,Bandgap,5.8053,eV,adversarial_augmentation,train
aug_sample_575:substitution:20260815:4,[*]Nc1cc([N+](=O)[O-])c(NC(=O)c2c(F)nc(C([*])=O)cc2F)cc1C=Cc1ccc(N(C)C)cc1,Bandgap,2.0452,eV,adversarial_augmentation,train
aug_sample_576:substitution:20260815:3,[*]CCCCCCCCCCOC(=C)C(O)C(O)C(=O)O[*],Bandgap,6.2592,eV,adversarial_augmentation,train
aug_sample_576:substitution:20260815:4,[*]CCCCCCCOCCOC(=O)C(O)C(O)C(=O)O[*],Bandgap,6.2592,eV,adversarial_augmentation,train
aug_sample_576:rearrangement:20260815:0,[*]CCCCCCCCOCCC(=O)C(O)C(O)C(=O)O[*],Bandgap,6.2592,eV,adversarial_augmentation,train
aug_sample_576:rearrangement:20260815:1,[*]CCCCCCCCCOCC(=O)C(O)C(O)C(=O)O[*],Bandgap,6.2592,eV,adversarial_augmentation,train
aug_sample_577:substitution:20260815:0,[*]CCCCCCSCSS[*],Bandgap,5.085,eV,adversarial_augmentation,train
aug_sample_577:substitution:20260815:2,[*]CCCCCCSCCC[*],Bandgap,5.085,eV,adversarial_augmentation,train
aug_sample_577:substitution:20260815:3,[*]CCCCCCSCCP[*],Bandgap,5.085,eV,adversarial_augmentation,train
aug_sample_577:rearrangement:20260815:0,[*]CCCCCSCCCS[*],Bandgap,5.085,eV,adversarial_augmentation,train
aug_sample_577:rearrangement:20260815:1,[*]CCCCSCCCCS[*],Bandgap,5.085,eV,adversarial_augmentation,train
aug_sample_577:rearrangement:20260815:2,[*]CCCCCCSSCC[*],Bandgap,5.085,eV,adversarial_augmentation,train
aug_sample_577:rearrangement:20260815:3,[*]CCCCCCCSCS[*],Bandgap,5.085,eV,adversarial_augmentation,train
aug_sample_577:rearrangement:20260815:4,[*]CCCCCCSCSC[*],Bandgap,5.085,eV,adversarial_augmentation,train
aug_sample_578:substitution:20260815:0,[*]NC1CCC(CC(C)(C)IC(=O)CCCCC([*])=O)CC1,Bandgap,5.8543,eV,adversarial_augmentation,train
aug_sample_578:substitution:20260815:1,[*]NC1CCC(CC(C)(C)NC(=O)CCCCC([*])=O)SC1,Bandgap,5.8543,eV,adversarial_augmentation,train
aug_sample_579:substitution:20260815:2,[*]CCNC(=O)C(OC)C(OC)S(=O)N[*],Bandgap,5.3552,eV,adversarial_augmentation,train
aug_sample_579:substitution:20260815:3,[*]CCNC(=O)C(OC)C(OC)C(=O)S[*],Bandgap,5.3552,eV,adversarial_augmentation,train
aug_sample_579:substitution:20260815:4,[*]CINC(=O)C(OC)C(OC)C(=O)N[*],Bandgap,5.3552,eV,adversarial_augmentation,train
aug_sample_579:rearrangement:20260815:1,[*]CNCC(=O)C(OC)C(OC)C(=O)N[*],Bandgap,5.3552,eV,adversarial_augmentation,train
aug_sample_579:rearrangement:20260815:2,[*]NCCC(=O)C(OC)C(OC)C(=O)N[*],Bandgap,5.3552,eV,adversarial_augmentation,train
aug_sample_581:substitution:20260815:0,[*]c2cccc(NC(=O)CCCNC(=O)Nc1ccc(S([*])(=O)=O)cc1)c2,Bandgap,4.4211,eV,adversarial_augmentation,train
aug_sample_581:substitution:20260815:1,[*]c2cccc(NC(=O)CCCCC(=O)Nc1ccc(S([*])(=O)=O)cn1)c2,Bandgap,4.4211,eV,adversarial_augmentation,train
aug_sample_582:substitution:20260815:0,[*]N=NNc1ccc(NN=Nc2ccs([*])cc2)cc1,Bandgap,2.0596,eV,adversarial_augmentation,train
aug_sample_582:substitution:20260815:1,[*]N=NNc1ccc(NN=Nc2cnc([*])cc2)cc1,Bandgap,2.0596,eV,adversarial_augmentation,train
aug_sample_582:substitution:20260815:2,[*]N=NPc1ccc(NN=Nc2ccc([*])cc2)cc1,Bandgap,2.0596,eV,adversarial_augmentation,train
aug_sample_582:rearrangement:20260815:4,[*]NN=Nc1ccc(NN=Nc2ccc([*])cc2)cc1,Bandgap,2.0596,eV,adversarial_augmentation,train
aug_sample_583:substitution:20260815:2,[*]N=C(O)C=C([*])N=C(N)N,Bandgap,3.3353,eV,adversarial_augmentation,train
aug_sample_583:substitution:20260815:3,[*]N=C(O)N=C([*])N=C(N)O,Bandgap,3.3353,eV,adversarial_augmentation,train
aug_sample_583:substitution:20260815:4,[*]N-C(O)N=C([*])N=C(N)N,Bandgap,3.3353,eV,adversarial_augmentation,train
aug_sample_583:rearrangement:20260815:2,[*]=NC(O)N=C([*])N=C(N)N,Bandgap,3.3353,eV,adversarial_augmentation,train
aug_sample_584:substitution:20260815:0,[*]SCCC([*])(C)Cl,Bandgap,6.5189,eV,adversarial_augmentation,train
aug_sample_584:substitution:20260815:1,[*]CCCI([*])(C)Cl,Bandgap,6.5189,eV,adversarial_augmentation,train
aug_sample_584:substitution:20260815:3,[*]CCCC([*])(C)F,Bandgap,6.5189,eV,adversarial_augmentation,train
aug_sample_584:substitution:20260815:4,[*]CCNC([*])(C)Cl,Bandgap,6.5189,eV,adversarial_augmentation,train
aug_sample_585:substitution:20260815:1,[*]C=Cc1sc([*])c2c1OI(CCCCCC)CO2,Bandgap,0.9769,eV,adversarial_augmentation,train
aug_sample_585:substitution:20260815:2,[*]C=Nc1sc([*])c2c1OC(CCCCCC)CO2,Bandgap,0.9769,eV,adversarial_augmentation,train
aug_sample_585:substitution:20260815:3,[*]C=Pc1sc([*])c2c1OC(CCCCCC)CO2,Bandgap,0.9769,eV,adversarial_augmentation,train
aug_sample_585:rearrangement:20260815:0,[*]CCc=1sc([*])c2c1OC(CCCCCC)CO2,Bandgap,0.9769,eV,adversarial_augmentation,train
aug_sample_585:rearrangement:20260815:4,[*]=CCc1sc([*])c2c1OC(CCCCCC)CO2,Bandgap,0.9769,eV,adversarial_augmentation,train
aug_sample_586:substitution:20260815:1,[*]c1ccc(-c2ccs(-c3nc(CCCCCCCCCCCC)c(-c4sc([*])nc4CCCCCCCCCCCC)s3)s2)s1,Bandgap,2.29,eV,adversarial_augmentation,train
aug_sample_586:substitution:20260815:3,[*]c1ccc(-c2ccc(-c3nc(CCCCCCCCCCCC)c(-c4oc([*])nc4CCCCCCCCCCCC)s3)s2)s1,Bandgap,2.29,eV,adversarial_augmentation,train
aug_sample_586:substitution:20260815:4,[*]c1ccc(-c2ccc(-c3nc(CCCCCCCCCCCC)c(-c4sc([*])nc4CCCCCCCCCCCS)s3)s2)s1,Bandgap,2.29,eV,adversarial_augmentation,train
aug_sample_587:substitution:20260815:1,[*]c1ccc(-c2ccc(-n3c(=O)c4cs5c(=O)n([*])c(=O)c5cc4c3=O)cc2OC(F)(F)F)c(OC(F)(F)F)c1,Bandgap,2.8211,eV,adversarial_augmentation,train
aug_sample_587:substitution:20260815:2,[*]c1ccs(-c2ccc(-n3c(=O)c4cc5c(=O)n([*])c(=O)c5cc4c3=O)cc2OC(F)(F)F)c(OC(F)(F)F)c1,Bandgap,2.8211,eV,adversarial_augmentation,train
aug_sample_588:substitution:20260815:1,[*]CCOICOCCOC(=O)C(=O)O[*],Bandgap,4.2233,eV,adversarial_augmentation,train
aug_sample_588:substitution:20260815:2,[*]CCOCCOCCOC(=O)C(/O)O[*],Bandgap,4.2233,eV,adversarial_augmentation,train
aug_sample_588:substitution:20260815:4,[*]CCOCCOCCOC(=S)C(=O)O[*],Bandgap,4.2233,eV,adversarial_augmentation,train
aug_sample_588:rearrangement:20260815:0,[*]CCCOCOCCOC(=O)C(=O)O[*],Bandgap,4.2233,eV,adversarial_augmentation,train
aug_sample_588:rearrangement:20260815:1,[*]CCOCOCCCOC(=O)C(=O)O[*],Bandgap,4.2233,eV,adversarial_augmentation,train
aug_sample_588:rearrangement:20260815:2,[*]CCCCOOCCOC(=O)C(=O)O[*],Bandgap,4.2233,eV,adversarial_augmentation,train
aug_sample_588:rearrangement:20260815:3,[*]CCOCCOOCCC(=O)C(=O)O[*],Bandgap,4.2233,eV,adversarial_augmentation,train
aug_sample_588:rearrangement:20260815:4,[*]CCOCCOCOCC(=O)C(=O)O[*],Bandgap,4.2233,eV,adversarial_augmentation,train
aug_sample_589:substitution:20260815:2,[*]CCCCOC(=O)Cc1ccc(IC(=O)O[*])cc1,Bandgap,5.0863,eV,adversarial_augmentation,train
aug_sample_589:substitution:20260815:3,[*]CCCCOC(=C)Cc1ccc(CC(=O)O[*])cc1,Bandgap,5.0863,eV,adversarial_augmentation,train
aug_sample_589:rearrangement:20260815:0,[*]CCOCCC(=O)Cc1ccc(CC(=O)O[*])cc1,Bandgap,5.0863,eV,adversarial_augmentation,train
aug_sample_589:rearrangement:20260815:1,[*]CCCOCC(=O)Cc1ccc(CC(=O)O[*])cc1,Bandgap,5.0863,eV,adversarial_augmentation,train
aug_sample_590:substitution:20260815:1,[*]C(=O)Nc1cccc(NC(=O)c2ccc3c(c2)C(=O)N(c2cnc(Oc4cccc5c(N6C(=O)c7ccc([*])cc7C6=O)cccc45)cc2)C3=O)n1,Bandgap,2.7647,eV,adversarial_augmentation,train
aug_sample_590:substitution:20260815:2,[*]C(=O)Nc1cccc(NC(=O)c2ccc3c(c2)C(=P)N(c2ccc(Oc4cccc5c(N6C(=O)c7ccc([*])cc7C6=O)cccc45)cc2)C3=O)n1,Bandgap,2.7647,eV,adversarial_augmentation,train
aug_sample_590:substitution:20260815:3,[*]C(=O)Nc1ccnc(NC(=O)c2ccc3c(c2)C(=O)N(c2ccc(Oc4cccc5c(N6C(=O)c7ccc([*])cc7C6=O)cccc45)cc2)C3=O)n1,Bandgap,2.7647,eV,adversarial_augmentation,train
