strategy,query_budget,queries_used,candidates_proposed,candidates_valid,valid_candidate_rate,candidates_unique,unique_candidate_rate,duplicates,invalid_proposals,edit_budget_rejections,source_prediction,best_prediction,best_drift,drift_per_query,best_operator_edits,max_operator_edits,mean_operator_edits,seed,operator,objective,source_smiles,best_smiles,predictor_calls,one_model_call_per_query,atom_edit_count,structural_change_proxy,element_change_count,atom_count_delta,component_count_delta,best_is_source,source_id
greedy,50,40,59,40,0.6779661016949152,40,1.0,5,0,14,6.232177257537842,3.531214952468872,2.7009623050689697,0.06752405762672424,3.0,3.0,1.925,42,simple_substitution,UntargetedDrift,*CC(C)(C)CS(*)(=O)=O,*CC(C)(C)SS(*)(=S)=S,41,True,3,3,3,0,0,False,20
greedy,50,50,57,55,0.9649122807017544,50,1.0,2,0,0,7.237398147583008,8.112994194030762,0.8755960464477539,0.01751192092895508,3.0,3.0,1.86,42,simple_substitution,UntargetedDrift,*C(F)C(*)(F)OC(F)(F)F,*N(F)S(*)(F)OS(F)(F)F,51,True,3,3,3,0,0,False,21
greedy,50,50,56,54,0.9642857142857143,50,1.0,2,0,0,6.301794528961182,3.961298942565918,2.3404955863952637,0.04680991172790527,2.0,2.0,1.44,42,simple_substitution,UntargetedDrift,*CC(*)C(=O)OCCCCC,*CN(*)C(=S)OCCCCC,51,True,2,2,2,0,0,False,22
greedy,50,50,62,60,0.967741935483871,50,1.0,2,0,0,6.122353553771973,4.11259126663208,2.0097622871398926,0.04019524574279785,2.0,2.0,1.38,42,simple_substitution,UntargetedDrift,*CC(*)(C)C(=O)OCCCOC,*CC(*)(C)C(=S)OSCCOC,51,True,2,2,2,0,0,False,23
greedy,50,50,68,66,0.9705882352941176,50,1.0,2,0,0,5.851002216339111,4.366411209106445,1.484591007232666,0.02969182014465332,2.0,2.0,1.32,42,simple_substitution,UntargetedDrift,*C=CCCCCCCCCCC*,*C=CSCCCCCCCCS*,51,True,2,2,2,0,0,False,24
greedy,50,50,69,67,0.9710144927536232,50,1.0,2,0,0,7.346739768981934,7.810113906860352,0.46337413787841797,0.00926748275756836,3.0,3.0,1.62,42,simple_substitution,UntargetedDrift,*C(F)(F)C(*)(F)OC(F)(F)C(F)(F)F,*C(F)(OS(F)(F)S(F)(F)F)S(*)(F)F,51,True,3,3,3,0,0,False,25
greedy,50,50,56,54,0.9642857142857143,50,1.0,2,0,0,6.814662933349609,4.4642486572265625,2.350414276123047,0.04700828552246094,2.0,2.0,1.44,42,simple_substitution,UntargetedDrift,*CC(*)(F)C(=O)OCC(F)(F)C(F)(F)F,*SC(*)(F)C(=S)OCC(F)(F)C(F)(F)F,51,True,2,2,2,0,0,False,26
greedy,50,50,86,84,0.9767441860465116,50,1.0,2,0,0,6.311307907104492,4.546933650970459,1.7643742561340332,0.035287485122680665,2.0,2.0,1.14,42,simple_substitution,UntargetedDrift,*CCCCCCCCCCCCC(=O)N*,*NC(=S)CCCCCCCCCCCS*,51,True,2,2,2,0,0,False,27
greedy,50,50,60,58,0.9666666666666667,50,1.0,2,0,0,6.676274299621582,4.25417947769165,2.4220948219299316,0.048441896438598635,2.0,2.0,1.4,42,simple_substitution,UntargetedDrift,*CC(*)C(=O)OCC(F)(F)C(F)(F)C(F)(F)F,*SC(*)C(=S)OCC(F)(F)C(F)(F)C(F)(F)F,51,True,2,2,2,0,0,False,28
greedy,50,50,94,92,0.9787234042553191,50,1.0,2,0,0,5.6309332847595215,4.268001556396484,1.362931728363037,0.027258634567260742,2.0,2.0,1.06,42,simple_substitution,UntargetedDrift,*CCCCCNC(=O)C(OC)C(OC)C(=O)N*,*NC(=S)C(OC)C(OC)C(=O)NCCCCS*,51,True,2,2,2,0,0,False,29
greedy,10,10,34,34,1.0,10,1.0,0,0,0,4.482829570770264,4.346214771270752,0.13661479949951172,0.013661479949951172,1.0,1.0,1.0,42,aliphatic_carbon_substitution,UntargetedDrift,*C#CC(CCCCOC(=O)NCCC)=C(*)CCCCOC(=O)NCCC,*C#CC(CCCCOC(=O)NCCC)=C(*)COCCOC(=O)NCCC,11,True,1,1,1,0,0,False,0
greedy,10,5,5,5,1.0,5,1.0,0,0,0,5.693188190460205,4.5857834815979,1.1074047088623047,0.22148094177246094,2.0,2.0,1.4,42,aliphatic_carbon_substitution,UntargetedDrift,*CC(*)C=C,*NN(*)C=C,6,True,2,2,2,0,0,False,1
greedy,10,2,2,2,1.0,2,1.0,0,0,0,4.5167927742004395,4.023348808288574,0.49344396591186523,0.24672198295593262,1.0,1.0,1.0,42,aliphatic_carbon_substitution,UntargetedDrift,*CC(=S)NO*,*NC(=S)NO*,3,True,1,1,1,0,0,False,2
greedy,10,6,6,6,1.0,6,1.0,0,0,0,4.1277289390563965,4.520586013793945,0.39285707473754883,0.0654761791229248,1.0,2.0,1.3333333333333333,42,aliphatic_carbon_substitution,UntargetedDrift,*CC(=O)CC(*)=S,*OC(=O)CC(*)=S,7,True,1,1,1,0,0,False,3
greedy,10,2,2,2,1.0,2,1.0,0,0,0,3.604166030883789,3.311530113220215,0.2926359176635742,0.1463179588317871,1.0,1.0,1.0,42,aliphatic_carbon_substitution,UntargetedDrift,*CC(=O)C(=S)C(*)=O,*NC(=O)C(=S)C(*)=O,3,True,1,1,1,0,0,False,4
greedy,10,10,26,26,1.0,10,1.0,0,0,0,2.682847023010254,2.6545982360839844,0.02824878692626953,0.002824878692626953,1.0,1.0,1.0,42,aliphatic_carbon_substitution,UntargetedDrift,*C#Cc1cc(C#Cc2cc(N)c(*)cc2[N+](=O)[O-])c(OCCOCCOC)cc1OCCOCCOC,*C#Cc1cc(C#Cc2cc(N)c(*)cc2[N+](=O)[O-])c(OCCOCCOO)cc1OCCOCCOC,11,True,1,1,1,0,0,False,5
greedy,10,0,0,0,0.0,0,0.0,0,0,0,1.931450605392456,1.931450605392456,0.0,0.0,,,,42,aliphatic_carbon_substitution,UntargetedDrift,*C#Cc1ccc(C#Cc2sc(*)c([N+](=O)[O-])c2[N+](=O)[O-])cc1,*C#Cc1ccc(C#Cc2sc(*)c([N+](=O)[O-])c2[N+](=O)[O-])cc1,1,True,0,0,0,0,0,True,6
greedy,10,0,0,0,0.0,0,0.0,0,0,0,2.3184561729431152,2.3184561729431152,0.0,0.0,,,,42,aliphatic_carbon_substitution,UntargetedDrift,*C#Cc1sc(C#Cc2ccc(*)nc2)c([N+](=O)[O-])c1[N+](=O)[O-],*C#Cc1sc(C#Cc2ccc(*)nc2)c([N+](=O)[O-])c1[N+](=O)[O-],1,True,0,0,0,0,0,True,7
greedy,10,10,20,20,1.0,10,1.0,0,0,0,3.9084136486053467,3.839512348175049,0.06890130043029785,0.006890130043029785,1.0,1.0,1.0,42,aliphatic_carbon_substitution,UntargetedDrift,*CCCCCCCCCCOC(=O)c1ccc(C=Cc2ccc(C(=O)O*)cc2)cc1,*COCCCCCCCCOC(=O)c1ccc(C=Cc2ccc(C(=O)O*)cc2)cc1,11,True,1,1,1,0,0,False,8
greedy,10,10,19,19,1.0,10,1.0,0,0,0,2.770007848739624,2.6871330738067627,0.08287477493286133,0.008287477493286132,1.0,1.0,1.0,42,aliphatic_carbon_substitution,UntargetedDrift,*C=Cc1csc(C=Cc2cccc(*)n2)c1CCCCCCCC,*C=Cc1csc(C=Cc2cccc(*)n2)c1OCCCCCCC,11,True,1,1,1,0,0,False,9
greedy,10,10,13,13,1.0,10,1.0,0,0,0,5.766177177429199,5.135951995849609,0.6302251815795898,0.06302251815795898,1.0,2.0,1.3,42,aliphatic_carbon_substitution,UntargetedDrift,*CC(*)C(=O)NCCO,*CN(*)C(=O)NCCO,11,True,1,1,1,0,0,False,10
greedy,10,10,16,16,1.0,10,1.0,0,0,0,5.358880043029785,4.629319190979004,0.7295608520507812,0.07295608520507812,1.0,1.0,1.0,42,aliphatic_carbon_substitution,UntargetedDrift,*CC(*)C(=O)SC(C)CC,*CN(*)C(=O)SC(C)CC,11,True,1,1,1,0,0,False,11
greedy,10,10,14,14,1.0,10,1.0,0,0,0,5.310904502868652,6.599636077880859,1.288731575012207,0.1288731575012207,2.0,2.0,1.2,42,aliphatic_carbon_substitution,UntargetedDrift,*OC(=O)CCSCCC(*)=O,*OC(=O)COSOCC(*)=O,11,True,2,2,2,0,0,False,12
greedy,10,10,16,16,1.0,10,1.0,0,0,0,5.054882526397705,5.661618232727051,0.6067357063293457,0.06067357063293457,1.0,1.0,1.0,42,aliphatic_carbon_substitution,UntargetedDrift,*CC(*)C(=O)OCCCSCC,*CC(*)C(=O)OCCCSOC,11,True,1,1,1,0,0,False,13
greedy,10,10,18,18,1.0,10,1.0,0,0,0,5.500260353088379,4.405786991119385,1.0944733619689941,0.10944733619689942,1.0,1.0,1.0,42,aliphatic_carbon_substitution,UntargetedDrift,*C=CC(C)C(*)C(=O)OCCCC,*C=CN(C)C(*)C(=O)OCCCC,11,True,1,1,1,0,0,False,14
greedy,10,10,16,16,1.0,10,1.0,0,0,0,5.93048095703125,5.502983093261719,0.42749786376953125,0.042749786376953126,1.0,1.0,1.0,42,aliphatic_carbon_substitution,UntargetedDrift,*NC(CCC(=O)OCCCC)C(*)=O,*NN(CCC(=O)OCCCC)C(*)=O,11,True,1,1,1,0,0,False,15
greedy,10,10,12,12,1.0,10,1.0,0,0,0,6.093667507171631,5.787214279174805,0.30645322799682617,0.030645322799682618,1.0,1.0,1.0,42,aliphatic_carbon_substitution,UntargetedDrift,*CC(*)(C#N)C(=O)OCC(C)OCC=C,*CC(*)(C#N)C(=O)OCN(C)OCC=C,11,True,1,1,1,0,0,False,16
greedy,10,10,30,30,1.0,10,1.0,0,0,0,4.716371059417725,4.501657009124756,0.21471405029296875,0.021471405029296876,1.0,1.0,1.0,42,aliphatic_carbon_substitution,UntargetedDrift,*C(=NCCCCCC)N(*)CCCCCC,*C(=NCCCCCC)N(*)COCCCC,11,True,1,1,1,0,0,False,17
greedy,10,10,12,12,1.0,10,1.0,0,0,0,5.228766918182373,4.672487735748291,0.556279182434082,0.0556279182434082,1.0,1.0,1.0,42,aliphatic_carbon_substitution,UntargetedDrift,*CC#CC#CCOC(=O)CCCCC(=O)O*,*NC#CC#CCOC(=O)CCCCC(=O)O*,11,True,1,1,1,0,0,False,18
greedy,10,10,15,15,1.0,10,1.0,0,0,0,6.2741827964782715,6.009887218475342,0.2642955780029297,0.02642955780029297,1.0,1.0,1.0,42,aliphatic_carbon_substitution,UntargetedDrift,*CC(CO*)(CS(=O)(=O)CCC)CS(=O)(=O)CCC,*NC(CO*)(CS(=O)(=O)CCC)CS(=O)(=O)CCC,11,True,1,1,1,0,0,False,19
greedy,10,10,16,16,1.0,10,1.0,0,0,0,6.232177257537842,6.909381866455078,0.6772046089172363,0.06772046089172364,2.0,2.0,1.1,42,aliphatic_carbon_substitution,UntargetedDrift,*CC(C)(C)CS(*)(=O)=O,*OC(C)(C)OS(*)(=O)=O,11,True,2,2,2,0,0,False,20
greedy,10,1,1,1,1.0,1,1.0,0,0,0,7.237398147583008,7.249334335327148,0.011936187744140625,0.011936187744140625,1.0,1.0,1.0,42,aliphatic_carbon_substitution,UntargetedDrift,*C(F)C(*)(F)OC(F)(F)F,*N(F)C(*)(F)OC(F)(F)F,2,True,1,1,1,0,0,False,21
greedy,10,10,16,16,1.0,10,1.0,0,0,0,6.301794528961182,5.6121954917907715,0.6895990371704102,0.06895990371704101,1.0,1.0,1.0,42,aliphatic_carbon_substitution,UntargetedDrift,*CC(*)C(=O)OCCCCC,*CN(*)C(=O)OCCCCC,11,True,1,1,1,0,0,False,22
greedy,10,10,18,18,1.0,10,1.0,0,0,0,6.122353553771973,5.76566219329834,0.3566913604736328,0.035669136047363284,1.0,1.0,1.0,42,aliphatic_carbon_substitution,UntargetedDrift,*CC(*)(C)C(=O)OCCCOC,*CC(*)(C)C(=O)OCNCOC,11,True,1,1,1,0,0,False,23
greedy,10,10,20,20,1.0,10,1.0,0,0,0,5.851002216339111,5.5810956954956055,0.26990652084350586,0.026990652084350586,1.0,1.0,1.0,42,aliphatic_carbon_substitution,UntargetedDrift,*C=CCCCCCCCCCC*,*C=CCCCCCCOCCC*,11,True,1,1,1,0,0,False,24
greedy,10,0,0,0,0.0,0,0.0,0,0,0,7.346739768981934,7.346739768981934,0.0,0.0,,,,42,aliphatic_carbon_substitution,UntargetedDrift,*C(F)(F)C(*)(F)OC(F)(F)C(F)(F)F,*C(F)(F)C(*)(F)OC(F)(F)C(F)(F)F,1,True,0,0,0,0,0,True,25
greedy,10,6,6,6,1.0,6,1.0,0,0,0,6.814662933349609,6.492740154266357,0.32192277908325195,0.05365379651387533,2.0,2.0,1.3333333333333333,42,aliphatic_carbon_substitution,UntargetedDrift,*CC(*)(F)C(=O)OCC(F)(F)C(F)(F)F,*NC(*)(F)C(=O)ONC(F)(F)C(F)(F)F,7,True,2,2,2,0,0,False,26
greedy,10,10,24,24,1.0,10,1.0,0,0,0,6.311307907104492,6.079070091247559,0.2322378158569336,0.02322378158569336,1.0,1.0,1.0,42,aliphatic_carbon_substitution,UntargetedDrift,*CCCCCCCCCCCCC(=O)N*,*CCCOCCCCCCCCC(=O)N*,11,True,1,1,1,0,0,False,27
greedy,10,10,11,11,1.0,10,1.0,0,0,0,6.676274299621582,5.563601493835449,1.1126728057861328,0.11126728057861328,2.0,3.0,1.6,42,aliphatic_carbon_substitution,UntargetedDrift,*CC(*)C(=O)OCC(F)(F)C(F)(F)C(F)(F)F,*NN(*)C(=O)OCC(F)(F)C(F)(F)C(F)(F)F,11,True,2,2,2,0,0,False,28
greedy,10,10,22,22,1.0,10,1.0,0,0,0,5.6309332847595215,5.288053512573242,0.3428797721862793,0.03428797721862793,1.0,1.0,1.0,42,aliphatic_carbon_substitution,UntargetedDrift,*CCCCCNC(=O)C(OC)C(OC)C(=O)N*,*NCCCCNC(=O)C(OC)C(OC)C(=O)N*,11,True,1,1,1,0,0,False,29
greedy,20,20,34,34,1.0,20,1.0,0,0,0,4.482829570770264,4.221676826477051,0.2611527442932129,0.013057637214660644,1.0,1.0,1.0,42,aliphatic_carbon_substitution,UntargetedDrift,*C#CC(CCCCOC(=O)NCCC)=C(*)CCCCOC(=O)NCCC,*C#CC(NCCCOC(=O)NCCC)=C(*)CCCCOC(=O)NCCC,21,True,1,1,1,0,0,False,0
greedy,20,5,5,5,1.0,5,1.0,0,0,0,5.693188190460205,4.5857834815979,1.1074047088623047,0.22148094177246094,2.0,2.0,1.4,42,aliphatic_carbon_substitution,UntargetedDrift,*CC(*)C=C,*NN(*)C=C,6,True,2,2,2,0,0,False,1
greedy,20,2,2,2,1.0,2,1.0,0,0,0,4.5167927742004395,4.023348808288574,0.49344396591186523,0.24672198295593262,1.0,1.0,1.0,42,aliphatic_carbon_substitution,UntargetedDrift,*CC(=S)NO*,*NC(=S)NO*,3,True,1,1,1,0,0,False,2
greedy,20,6,6,6,1.0,6,1.0,0,0,0,4.1277289390563965,4.520586013793945,0.39285707473754883,0.0654761791229248,1.0,2.0,1.3333333333333333,42,aliphatic_carbon_substitution,UntargetedDrift,*CC(=O)CC(*)=S,*OC(=O)CC(*)=S,7,True,1,1,1,0,0,False,3
greedy,20,2,2,2,1.0,2,1.0,0,0,0,3.604166030883789,3.311530113220215,0.2926359176635742,0.1463179588317871,1.0,1.0,1.0,42,aliphatic_carbon_substitution,UntargetedDrift,*CC(=O)C(=S)C(*)=O,*NC(=O)C(=S)C(*)=O,3,True,1,1,1,0,0,False,4
greedy,20,20,26,26,1.0,20,1.0,0,0,0,2.682847023010254,2.6545982360839844,0.02824878692626953,0.0014124393463134765,1.0,1.0,1.0,42,aliphatic_carbon_substitution,UntargetedDrift,*C#Cc1cc(C#Cc2cc(N)c(*)cc2[N+](=O)[O-])c(OCCOCCOC)cc1OCCOCCOC,*C#Cc1cc(C#Cc2cc(N)c(*)cc2[N+](=O)[O-])c(OCCOCCOO)cc1OCCOCCOC,21,True,1,1,1,0,0,False,5
greedy,20,0,0,0,0.0,0,0.0,0,0,0,1.931450605392456,1.931450605392456,0.0,0.0,,,,42,aliphatic_carbon_substitution,UntargetedDrift,*C#Cc1ccc(C#Cc2sc(*)c([N+](=O)[O-])c2[N+](=O)[O-])cc1,*C#Cc1ccc(C#Cc2sc(*)c([N+](=O)[O-])c2[N+](=O)[O-])cc1,1,True,0,0,0,0,0,True,6
greedy,20,0,0,0,0.0,0,0.0,0,0,0,2.3184561729431152,2.3184561729431152,0.0,0.0,,,,42,aliphatic_carbon_substitution,UntargetedDrift,*C#Cc1sc(C#Cc2ccc(*)nc2)c([N+](=O)[O-])c1[N+](=O)[O-],*C#Cc1sc(C#Cc2ccc(*)nc2)c([N+](=O)[O-])c1[N+](=O)[O-],1,True,0,0,0,0,0,True,7
greedy,20,20,20,20,1.0,20,1.0,0,0,0,3.9084136486053467,3.743896484375,0.16451716423034668,0.008225858211517334,1.0,1.0,1.0,42,aliphatic_carbon_substitution,UntargetedDrift,*CCCCCCCCCCOC(=O)c1ccc(C=Cc2ccc(C(=O)O*)cc2)cc1,*NCCCCCCCCCOC(=O)c1ccc(C=Cc2ccc(C(=O)O*)cc2)cc1,21,True,1,1,1,0,0,False,8
greedy,20,20,33,33,1.0,20,1.0,0,0,0,2.770007848739624,2.9689064025878906,0.1988985538482666,0.00994492769241333,1.0,2.0,1.05,42,aliphatic_carbon_substitution,UntargetedDrift,*C=Cc1csc(C=Cc2cccc(*)n2)c1CCCCCCCC,*C=Cc1csc(C=Cc2cccc(*)n2)c1CCCCCCCC(F)(F)F,21,True,4,7,1,3,0,False,9
greedy,20,17,19,17,0.8947368421052632,17,1.0,0,0,2,5.766177177429199,4.718347072601318,1.0478301048278809,0.06163706498987535,3.0,3.0,1.8235294117647058,42,aliphatic_carbon_substitution,UntargetedDrift,*CC(*)C(=O)NCCO,*NN(*)C(=O)NNCO,18,True,3,3,3,0,0,False,10
greedy,20,20,27,27,1.0,20,1.0,0,0,0,5.358880043029785,6.271634578704834,0.9127545356750488,0.04563772678375244,2.0,2.0,1.2,42,aliphatic_carbon_substitution,UntargetedDrift,*CC(*)C(=O)SC(C)CC,*OC(*)C(=O)SC(CC)C(F)(F)F,21,True,5,8,2,3,0,False,11
greedy,20,18,20,18,0.9,18,1.0,0,0,2,5.310904502868652,7.092388153076172,1.7814836502075195,0.09897131390041775,3.0,3.0,1.7777777777777777,42,aliphatic_carbon_substitution,UntargetedDrift,*OC(=O)CCSCCC(*)=O,*OC(=O)COSOOC(*)=O,19,True,3,3,3,0,0,False,12
greedy,20,20,27,27,1.0,20,1.0,0,0,0,5.054882526397705,6.339536666870117,1.284654140472412,0.0642327070236206,2.0,2.0,1.2,42,aliphatic_carbon_substitution,UntargetedDrift,*CC(*)C(=O)OCCCSCC,*CC(*)C(=O)OCCOSCC(F)(F)F,21,True,5,8,2,3,0,False,13
greedy,20,20,35,35,1.0,20,1.0,0,0,0,5.500260353088379,4.405786991119385,1.0944733619689941,0.05472366809844971,1.0,2.0,1.1,42,aliphatic_carbon_substitution,UntargetedDrift,*C=CC(C)C(*)C(=O)OCCCC,*C=CN(C)C(*)C(=O)OCCCC,21,True,1,1,1,0,0,False,14
greedy,20,20,31,31,1.0,20,1.0,0,0,0,5.93048095703125,5.110196113586426,0.8202848434448242,0.041014242172241214,2.0,2.0,1.2,42,aliphatic_carbon_substitution,UntargetedDrift,*NC(CCC(=O)OCCCC)C(*)=O,*NN(COC(=O)OCCCC)C(*)=O,21,True,2,2,2,0,0,False,15
greedy,20,20,23,23,1.0,20,1.0,0,0,0,6.093667507171631,5.551156997680664,0.5425105094909668,0.02712552547454834,2.0,2.0,1.4,42,aliphatic_carbon_substitution,UntargetedDrift,*CC(*)(C#N)C(=O)OCC(C)OCC=C,*NC(*)(C#N)C(=O)OCN(C)OCC=C,21,True,2,2,2,0,0,False,16
greedy,20,20,30,30,1.0,20,1.0,0,0,0,4.716371059417725,4.489744663238525,0.22662639617919922,0.011331319808959961,1.0,1.0,1.0,42,aliphatic_carbon_substitution,UntargetedDrift,*C(=NCCCCCC)N(*)CCCCCC,*C(=NNCCCCC)N(*)CCCCCC,21,True,1,1,1,0,0,False,17
greedy,20,20,22,22,1.0,20,1.0,0,0,0,5.228766918182373,4.3648881912231445,0.8638787269592285,0.043193936347961426,2.0,2.0,1.4,42,aliphatic_carbon_substitution,UntargetedDrift,*CC#CC#CCOC(=O)CCCCC(=O)O*,*NC#CC#CNOC(=O)CCCCC(=O)O*,21,True,2,2,2,0,0,False,18
greedy,20,20,28,28,1.0,20,1.0,0,0,0,6.2741827964782715,5.960997581481934,0.3131852149963379,0.015659260749816894,2.0,2.0,1.25,42,aliphatic_carbon_substitution,UntargetedDrift,*CC(CO*)(CS(=O)(=O)CCC)CS(=O)(=O)CCC,*NC(CO*)(CS(=O)(=O)CCC)CS(=O)(=O)COC,21,True,2,2,2,0,0,False,19
greedy,20,20,23,23,1.0,20,1.0,0,0,0,6.232177257537842,7.092568397521973,0.8603911399841309,0.043019556999206544,3.0,3.0,1.75,42,aliphatic_carbon_substitution,UntargetedDrift,*CC(C)(C)CS(*)(=O)=O,*OC(C)(C#N)OS(*)(=O)=O,21,True,3,4,2,1,0,False,20
greedy,20,1,1,1,1.0,1,1.0,0,0,0,7.237398147583008,7.249334335327148,0.011936187744140625,0.011936187744140625,1.0,1.0,1.0,42,aliphatic_carbon_substitution,UntargetedDrift,*C(F)C(*)(F)OC(F)(F)F,*N(F)C(*)(F)OC(F)(F)F,2,True,1,1,1,0,0,False,21
greedy,20,20,31,31,1.0,20,1.0,0,0,0,6.301794528961182,5.323274612426758,0.9785199165344238,0.04892599582672119,2.0,2.0,1.2,42,aliphatic_carbon_substitution,UntargetedDrift,*CC(*)C(=O)OCCCCC,*CN(*)C(=O)OCCOCC,21,True,2,2,2,0,0,False,22
greedy,20,20,31,31,1.0,20,1.0,0,0,0,6.122353553771973,6.751427173614502,0.6290736198425293,0.03145368099212646,2.0,2.0,1.1,42,aliphatic_carbon_substitution,UntargetedDrift,*CC(*)(C)C(=O)OCCCOC,*OC(*)(C)C(=O)OCCCOC(F)(F)F,21,True,5,8,2,3,0,False,23
greedy,20,20,20,20,1.0,20,1.0,0,0,0,5.851002216339111,5.30336332321167,0.5476388931274414,0.02738194465637207,1.0,1.0,1.0,42,aliphatic_carbon_substitution,UntargetedDrift,*C=CCCCCCCCCCC*,*C=CNCCCCCCCCC*,21,True,1,1,1,0,0,False,24
greedy,20,0,0,0,0.0,0,0.0,0,0,0,7.346739768981934,7.346739768981934,0.0,0.0,,,,42,aliphatic_carbon_substitution,UntargetedDrift,*C(F)(F)C(*)(F)OC(F)(F)C(F)(F)F,*C(F)(F)C(*)(F)OC(F)(F)C(F)(F)F,1,True,0,0,0,0,0,True,25
greedy,20,6,6,6,1.0,6,1.0,0,0,0,6.814662933349609,6.492740154266357,0.32192277908325195,0.05365379651387533,2.0,2.0,1.3333333333333333,42,aliphatic_carbon_substitution,UntargetedDrift,*CC(*)(F)C(=O)OCC(F)(F)C(F)(F)F,*NC(*)(F)C(=O)ONC(F)(F)C(F)(F)F,7,True,2,2,2,0,0,False,26
greedy,20,20,24,24,1.0,20,1.0,0,0,0,6.311307907104492,5.896557807922363,0.4147500991821289,0.020737504959106444,1.0,1.0,1.0,42,aliphatic_carbon_substitution,UntargetedDrift,*CCCCCCCCCCCCC(=O)N*,*NCCCCCCCCCCCC(=O)N*,21,True,1,1,1,0,0,False,27
greedy,20,11,11,11,1.0,11,1.0,0,0,0,6.676274299621582,5.525662899017334,1.150611400604248,0.10460103641856801,3.0,3.0,1.7272727272727273,42,aliphatic_carbon_substitution,UntargetedDrift,*CC(*)C(=O)OCC(F)(F)C(F)(F)C(F)(F)F,*NN(*)C(=O)ONC(F)(F)C(F)(F)C(F)(F)F,12,True,3,3,3,0,0,False,28
greedy,20,20,22,22,1.0,20,1.0,0,0,0,5.6309332847595215,5.288053512573242,0.3428797721862793,0.017143988609313966,1.0,1.0,1.0,42,aliphatic_carbon_substitution,UntargetedDrift,*CCCCCNC(=O)C(OC)C(OC)C(=O)N*,*NCCCCNC(=O)C(OC)C(OC)C(=O)N*,21,True,1,1,1,0,0,False,29
greedy,50,50,63,63,1.0,50,1.0,0,0,0,4.482829570770264,4.820886135101318,0.3380565643310547,0.006761131286621094,2.0,2.0,1.32,42,aliphatic_carbon_substitution,UntargetedDrift,*C#CC(CCCCOC(=O)NCCC)=C(*)CCCCOC(=O)NCCC,*C#CC(CCCCOC(=O)NCCC(F)(F)F)=C(*)CCCCOC(=O)NOCC,51,True,5,8,2,3,0,False,0
greedy,50,5,5,5,1.0,5,1.0,0,0,0,5.693188190460205,4.5857834815979,1.1074047088623047,0.22148094177246094,2.0,2.0,1.4,42,aliphatic_carbon_substitution,UntargetedDrift,*CC(*)C=C,*NN(*)C=C,6,True,2,2,2,0,0,False,1
greedy,50,2,2,2,1.0,2,1.0,0,0,0,4.5167927742004395,4.023348808288574,0.49344396591186523,0.24672198295593262,1.0,1.0,1.0,42,aliphatic_carbon_substitution,UntargetedDrift,*CC(=S)NO*,*NC(=S)NO*,3,True,1,1,1,0,0,False,2
greedy,50,6,6,6,1.0,6,1.0,0,0,0,4.1277289390563965,4.520586013793945,0.39285707473754883,0.0654761791229248,1.0,2.0,1.3333333333333333,42,aliphatic_carbon_substitution,UntargetedDrift,*CC(=O)CC(*)=S,*OC(=O)CC(*)=S,7,True,1,1,1,0,0,False,3
greedy,50,2,2,2,1.0,2,1.0,0,0,0,3.604166030883789,3.311530113220215,0.2926359176635742,0.1463179588317871,1.0,1.0,1.0,42,aliphatic_carbon_substitution,UntargetedDrift,*CC(=O)C(=S)C(*)=O,*NC(=O)C(=S)C(*)=O,3,True,1,1,1,0,0,False,4
greedy,50,50,63,63,1.0,50,1.0,0,0,0,2.682847023010254,2.969273090362549,0.2864260673522949,0.005728521347045898,3.0,3.0,1.54,42,aliphatic_carbon_substitution,UntargetedDrift,*C#Cc1cc(C#Cc2cc(N)c(*)cc2[N+](=O)[O-])c(OCCOCCOC)cc1OCCOCCOC,*C#Cc1cc(C#Cc2cc(N)c(*)cc2[N+](=O)[O-])c(OCCOOCOC(F)(F)F)cc1OCCOCCOC(F)(F)F,51,True,10,16,4,6,0,False,5
greedy,50,0,0,0,0.0,0,0.0,0,0,0,1.931450605392456,1.931450605392456,0.0,0.0,,,,42,aliphatic_carbon_substitution,UntargetedDrift,*C#Cc1ccc(C#Cc2sc(*)c([N+](=O)[O-])c2[N+](=O)[O-])cc1,*C#Cc1ccc(C#Cc2sc(*)c([N+](=O)[O-])c2[N+](=O)[O-])cc1,1,True,0,0,0,0,0,True,6
greedy,50,0,0,0,0.0,0,0.0,0,0,0,2.3184561729431152,2.3184561729431152,0.0,0.0,,,,42,aliphatic_carbon_substitution,UntargetedDrift,*C#Cc1sc(C#Cc2ccc(*)nc2)c([N+](=O)[O-])c1[N+](=O)[O-],*C#Cc1sc(C#Cc2ccc(*)nc2)c([N+](=O)[O-])c1[N+](=O)[O-],1,True,0,0,0,0,0,True,7
greedy,50,50,54,54,1.0,50,1.0,0,0,0,3.9084136486053467,3.6890039443969727,0.21940970420837402,0.00438819408416748,3.0,3.0,1.84,42,aliphatic_carbon_substitution,UntargetedDrift,*CCCCCCCCCCOC(=O)c1ccc(C=Cc2ccc(C(=O)O*)cc2)cc1,*NNNCCCCCCCOC(=O)c1ccc(C=Cc2ccc(C(=O)O*)cc2)cc1,51,True,3,3,3,0,0,False,8
