source_id,source_sequence,candidate_sequence,attack_name,attack_family,seed,query_count,generation_count,runtime_seconds,valid_rdkit,constraint_pass,tanimoto_similarity,edit_distance,source_prediction,candidate_prediction,prediction_drift,objective_value,failure_reason,metadata
3658,[*]CCCCOC(=O)C(OC)C(OC)C(=O)O[*],[*]CCCCOC(=O)C(OC)C(OC)C(=O)O[*],evolutionary_search,evolutionary,42,1,104,0.1274878978729248,True,True,1.0,0,6.2052154541015625,6.2052154541015625,0.0,0.0,,{}
3666,[*]CC([*])C(=O)OCCO,[*]CC([*])C(=O)OCCO,evolutionary_search,evolutionary,42,1,101,0.10923981666564941,True,True,1.0,0,6.219655990600586,6.219655990600586,0.0,0.0,,{}
3671,[*]Nc1cc(F)c([*])cc1F,[*]Nc1cc(F)c([*])cc1F,evolutionary_search,evolutionary,42,1,111,0.21902871131896973,True,True,1.0,0,3.8623814582824707,3.8623814582824707,0.0,0.0,,{}
3672,[*]C=C([*])c1cccc(C#C)n1,[*]C=C([*])c1cccc(C#C)n1,evolutionary_search,evolutionary,42,1,106,0.2875998020172119,True,True,1.0,0,2.771085023880005,2.771085023880005,0.0,0.0,,{}
3676,[*]c1ccc(NC(=O)CCCCCC(=O)Nc2ccc(S([*])(=O)=O)cc2)cc1,[*]c1ccc(NC(=O)CCCCCC(=O)Nc2ccc(S([*])(=O)=O)cc2)cc1,evolutionary_search,evolutionary,42,1,100,0.3892548084259033,True,True,1.0,0,4.032588005065918,4.032588005065918,0.0,0.0,,{}
3680,[*]CCCC(S1)=CC=C1[*],[*]CCCC(S1)=CC=C1[*],evolutionary_search,evolutionary,42,1,104,0.4069075584411621,True,True,1.0,0,3.96146297454834,3.96146297454834,0.0,0.0,,{}
3681,C(S1)=CC=C1C(S2)=CC=C2C(=S)C(S3)=CC=C3C(=O)NC(=O)N,C(S1)=CC=C1C(S2)=CC=C2C(=S)C(S3)=CC=C3C(=O)NC(=O)N,evolutionary_search,evolutionary,42,1,103,0.31375980377197266,True,True,1.0,0,2.4064769744873047,2.4064769744873047,0.0,0.0,,{}
3691,[*]CC(C=C1)=CC=C1C(C=C2)=CC=C2C(C=C3)=CC=C3[*],[*]CC(C=C1)=CC=C1C(C=C2)=CC=C2C(C=C3)=CC=C3[*],evolutionary_search,evolutionary,42,1,113,0.2988314628601074,True,True,1.0,0,3.745976448059082,3.745976448059082,0.0,0.0,,{}
3583,[*]OC1C(COC(C)=O)OC([*])C(OC(C)=O)C1O,[*]OC1C(COC(C)=O)OC([*])C(OC(C)=O)C1O,evolutionary_search,evolutionary,123,1,124,0.16815614700317383,True,True,1.0,0,6.238099575042725,6.238099575042725,0.0,0.0,,{}
3602,[*]CC(CCl)(CCl)COC(=O)C(=O)O[*],[*]CC(CCl)(CCl)COC(=O)C(=O)O[*],evolutionary_search,evolutionary,123,1,128,0.26202917098999023,True,True,1.0,0,6.32516622543335,6.32516622543335,0.0,0.0,,{}
3604,[*]NC(CO)C([*])=O,[*]NC(CO)C([*])=O,evolutionary_search,evolutionary,123,1,101,0.29120421409606934,True,True,1.0,0,5.532388210296631,5.532388210296631,0.0,0.0,,{}
3607,[*]Oc1ccc(Cc2ccc(Cc3ccc(OC([*])=O)cc3)cc2)cc1,[*]Oc1ccc(Cc2ccc(Cc3ccc(OC([*])=O)cc3)cc2)cc1,evolutionary_search,evolutionary,123,1,124,0.4170050621032715,True,True,1.0,0,4.370055198669434,4.370055198669434,0.0,0.0,,{}
3609,[*]CCCCCCOc1ccc(C(=O)OC(=O)c2ccc(O[*])cc2)cc1,[*]CCCCCCOc1ccc(C(=O)OC(=O)c2ccc(O[*])cc2)cc1,evolutionary_search,evolutionary,123,1,110,0.24673104286193848,True,True,1.0,0,4.256508827209473,4.256508827209473,0.0,0.0,,{}
3621,[*]CCCCCCCCCCCCNC(=O)c1cccc(C(=O)N[*])c1,[*]CCCCCCCCCCCCNC(=O)c1cccc(C(=O)N[*])c1,evolutionary_search,evolutionary,123,1,104,0.358903169631958,True,True,1.0,0,4.676126480102539,4.676126480102539,0.0,0.0,,{}
3623,[*]Oc1ccc(C(=O)OCCCCCCOC(=O)c2ccc([*])cc2)cc1,[*]Oc1ccc(C(=O)OCCCCCCOC(=O)c2ccc([*])cc2)cc1,evolutionary_search,evolutionary,123,1,129,0.26222705841064453,True,True,1.0,0,4.059845924377441,4.059845924377441,0.0,0.0,,{}
3634,[*]CCCCCCCCCOC(=O)c1ccc(-c2ccc(C(=O)O[*])cc2)cc1,[*]CCCCCCCCCOC(=O)c1ccc(-c2ccc(C(=O)O[*])cc2)cc1,evolutionary_search,evolutionary,123,1,116,0.27276015281677246,True,True,1.0,0,4.265665054321289,4.265665054321289,0.0,0.0,,{}
3644,[*]C=CC1CC([*])C(C(=O)OC(C)(C)C)C1C(=O)OC(C)(C)C,[*]C=CC1CC([*])C(C(=O)OC(C)(C)C)C1C(=O)OC(C)(C)C,evolutionary_search,evolutionary,123,1,103,0.2320718765258789,True,True,1.0,0,5.599942684173584,5.599942684173584,0.0,0.0,,{}
3648,[*]Cc1ccc(COC(=O)CCCCCCC(=O)O[*])cc1,[*]Cc1ccc(COC(=O)CCCCCCC(=O)O[*])cc1,evolutionary_search,evolutionary,123,1,116,0.2749216556549072,True,True,1.0,0,5.499137878417969,5.499137878417969,0.0,0.0,,{}
3650,[*]CC(OC)C1(C)C(=O)OC(=O)C1([*])C,[*]CC(OC)C1(C)C(=O)OC(=O)C1([*])C,evolutionary_search,evolutionary,123,1,132,0.2521812915802002,True,True,1.0,0,5.9399213790893555,5.9399213790893555,0.0,0.0,,{}
3657,[*]c1ccc2c(c1)c1cc([*])ccc1n2CCC(=O)NO,[*]c1ccc2c(c1)c1cc([*])ccc1n2CCC(=O)NO,evolutionary_search,evolutionary,123,1,100,0.2790412902832031,True,True,1.0,0,3.0984621047973633,3.0984621047973633,0.0,0.0,,{}
3658,[*]CCCCOC(=O)C(OC)C(OC)C(=O)O[*],[*]CCCCOC(=O)C(OC)C(OC)C(=O)O[*],evolutionary_search,evolutionary,123,1,104,0.2587296962738037,True,True,1.0,0,6.2052154541015625,6.2052154541015625,0.0,0.0,,{}
3666,[*]CC([*])C(=O)OCCO,[*]CC([*])C(=O)OCCO,evolutionary_search,evolutionary,123,1,102,0.25780725479125977,True,True,1.0,0,6.219655990600586,6.219655990600586,0.0,0.0,,{}
3671,[*]Nc1cc(F)c([*])cc1F,[*]Nc1cc(F)c([*])cc1F,evolutionary_search,evolutionary,123,1,102,0.2147822380065918,True,True,1.0,0,3.8623814582824707,3.8623814582824707,0.0,0.0,,{}
3672,[*]C=C([*])c1cccc(C#C)n1,[*]C=C([*])c1cccc(C#C)n1,evolutionary_search,evolutionary,123,1,102,0.27019715309143066,True,True,1.0,0,2.771085023880005,2.771085023880005,0.0,0.0,,{}
3676,[*]c1ccc(NC(=O)CCCCCC(=O)Nc2ccc(S([*])(=O)=O)cc2)cc1,[*]c1ccc(NC(=O)CCCCCC(=O)Nc2ccc(S([*])(=O)=O)cc2)cc1,evolutionary_search,evolutionary,123,1,120,0.40375638008117676,True,True,1.0,0,4.032588005065918,4.032588005065918,0.0,0.0,,{}
3680,[*]CCCC(S1)=CC=C1[*],[*]CCCC(S1)=CC=C1[*],evolutionary_search,evolutionary,123,1,102,0.28147053718566895,True,True,1.0,0,3.96146297454834,3.96146297454834,0.0,0.0,,{}
3681,C(S1)=CC=C1C(S2)=CC=C2C(=S)C(S3)=CC=C3C(=O)NC(=O)N,C(S1)=CC=C1C(S2)=CC=C2C(=S)C(S3)=CC=C3C(=O)NC(=O)N,evolutionary_search,evolutionary,123,1,103,0.34668493270874023,True,True,1.0,0,2.4064769744873047,2.4064769744873047,0.0,0.0,,{}
3691,[*]CC(C=C1)=CC=C1C(C=C2)=CC=C2C(C=C3)=CC=C3[*],[*]CC(C=C1)=CC=C1C(C=C2)=CC=C2C(C=C3)=CC=C3[*],evolutionary_search,evolutionary,123,1,100,0.2671089172363281,True,True,1.0,0,3.745976448059082,3.745976448059082,0.0,0.0,,{}
3583,[*]OC1C(COC(C)=O)OC([*])C(OC(C)=O)C1O,[*]OC1C(COC(C)=O)OC([*])C(OC(C)=O)C1O,random_search,random,123,1,124,0.3056209087371826,True,True,1.0,0,6.238099575042725,6.238099575042725,0.0,0.0,,{}
3602,[*]CC(CCl)(CCl)COC(=O)C(=O)O[*],[*]CC(CCl)(CCl)COC(=O)C(=O)O[*],random_search,random,123,1,116,0.24733567237854004,True,True,1.0,0,6.32516622543335,6.32516622543335,0.0,0.0,,{}
3604,[*]NC(CO)C([*])=O,[*]NC(CO)C([*])=O,random_search,random,123,1,105,0.20508861541748047,True,True,1.0,0,5.532388210296631,5.532388210296631,0.0,0.0,,{}
3607,[*]Oc1ccc(Cc2ccc(Cc3ccc(OC([*])=O)cc3)cc2)cc1,[*]Oc1ccc(Cc2ccc(Cc3ccc(OC([*])=O)cc3)cc2)cc1,random_search,random,123,1,124,0.3653230667114258,True,True,1.0,0,4.370055198669434,4.370055198669434,0.0,0.0,,{}
3609,[*]CCCCCCOc1ccc(C(=O)OC(=O)c2ccc(O[*])cc2)cc1,[*]CCCCCCOc1ccc(C(=O)OC(=O)c2ccc(O[*])cc2)cc1,random_search,random,123,1,129,0.326648473739624,True,True,1.0,0,4.256508827209473,4.256508827209473,0.0,0.0,,{}
3621,[*]CCCCCCCCCCCCNC(=O)c1cccc(C(=O)N[*])c1,[*]CCCCCCCCCCCCNC(=O)c1cccc(C(=O)N[*])c1,random_search,random,123,1,112,0.27349066734313965,True,True,1.0,0,4.676126480102539,4.676126480102539,0.0,0.0,,{}
3623,[*]Oc1ccc(C(=O)OCCCCCCOC(=O)c2ccc([*])cc2)cc1,[*]Oc1ccc(C(=O)OCCCCCCOC(=O)c2ccc([*])cc2)cc1,random_search,random,123,1,110,0.2537727355957031,True,True,1.0,0,4.059845924377441,4.059845924377441,0.0,0.0,,{}
3634,[*]CCCCCCCCCOC(=O)c1ccc(-c2ccc(C(=O)O[*])cc2)cc1,[*]CCCCCCCCCOC(=O)c1ccc(-c2ccc(C(=O)O[*])cc2)cc1,random_search,random,123,1,116,0.27721142768859863,True,True,1.0,0,4.265665054321289,4.265665054321289,0.0,0.0,,{}
3644,[*]C=CC1CC([*])C(C(=O)OC(C)(C)C)C1C(=O)OC(C)(C)C,[*]C=CC1CC([*])C(C(=O)OC(C)(C)C)C1C(=O)OC(C)(C)C,random_search,random,123,1,110,0.33714723587036133,True,True,1.0,0,5.599942684173584,5.599942684173584,0.0,0.0,,{}
3648,[*]Cc1ccc(COC(=O)CCCCCCC(=O)O[*])cc1,[*]Cc1ccc(COC(=O)CCCCCCC(=O)O[*])cc1,random_search,random,123,1,106,0.2435452938079834,True,True,1.0,0,5.499137878417969,5.499137878417969,0.0,0.0,,{}
3650,[*]CC(OC)C1(C)C(=O)OC(=O)C1([*])C,[*]CC(OC)C1(C)C(=O)OC(=O)C1([*])C,random_search,random,123,1,102,0.33812451362609863,True,True,1.0,0,5.9399213790893555,5.9399213790893555,0.0,0.0,,{}
3657,[*]c1ccc2c(c1)c1cc([*])ccc1n2CCC(=O)NO,[*]c1ccc2c(c1)c1cc([*])ccc1n2CCC(=O)NO,random_search,random,123,1,104,0.363511323928833,True,True,1.0,0,3.0984621047973633,3.0984621047973633,0.0,0.0,,{}
3658,[*]CCCCOC(=O)C(OC)C(OC)C(=O)O[*],[*]CCCCOC(=O)C(OC)C(OC)C(=O)O[*],random_search,random,123,1,108,0.173140287399292,True,True,1.0,0,6.2052154541015625,6.2052154541015625,0.0,0.0,,{}
3666,[*]CC([*])C(=O)OCCO,[*]CC([*])C(=O)OCCO,random_search,random,123,1,109,0.029886960983276367,True,True,1.0,0,6.219655990600586,6.219655990600586,0.0,0.0,,{}
3671,[*]Nc1cc(F)c([*])cc1F,[*]Nc1cc(F)c([*])cc1F,random_search,random,123,1,111,0.2567760944366455,True,True,1.0,0,3.8623814582824707,3.8623814582824707,0.0,0.0,,{}
3672,[*]C=C([*])c1cccc(C#C)n1,[*]C=C([*])c1cccc(C#C)n1,random_search,random,123,1,101,0.214949369430542,True,True,1.0,0,2.771085023880005,2.771085023880005,0.0,0.0,,{}
3676,[*]c1ccc(NC(=O)CCCCCC(=O)Nc2ccc(S([*])(=O)=O)cc2)cc1,[*]c1ccc(NC(=O)CCCCCC(=O)Nc2ccc(S([*])(=O)=O)cc2)cc1,random_search,random,123,1,130,0.4251570701599121,True,True,1.0,0,4.032588005065918,4.032588005065918,0.0,0.0,,{}
3680,[*]CCCC(S1)=CC=C1[*],[*]CCCC(S1)=CC=C1[*],random_search,random,123,1,106,0.2645533084869385,True,True,1.0,0,3.96146297454834,3.96146297454834,0.0,0.0,,{}
3681,C(S1)=CC=C1C(S2)=CC=C2C(=S)C(S3)=CC=C3C(=O)NC(=O)N,C(S1)=CC=C1C(S2)=CC=C2C(=S)C(S3)=CC=C3C(=O)NC(=O)N,random_search,random,123,1,103,0.3110017776489258,True,True,1.0,0,2.4064769744873047,2.4064769744873047,0.0,0.0,,{}
3691,[*]CC(C=C1)=CC=C1C(C=C2)=CC=C2C(C=C3)=CC=C3[*],[*]CC(C=C1)=CC=C1C(C=C2)=CC=C2C(C=C3)=CC=C3[*],random_search,random,123,1,113,0.38857221603393555,True,True,1.0,0,3.745976448059082,3.745976448059082,0.0,0.0,,{}
3583,[*]OC1C(COC(C)=O)OC([*])C(OC(C)=O)C1O,[*]OC1C(COC(C)=O)ON([*])C(OC(C)=P)C1O,canonical_mcmc,mcmc,123,13,0,2.6035993099212646,False,False,1.0,0,6.238099575042725,5.503677845001221,0.7344217300415039,0.7344217300415039,,{}
3602,[*]CC(CCl)(CCl)COC(=O)C(=O)O[*],[*]C(Cl)(Cl)COC(=O)C(=O)O[*],canonical_mcmc,mcmc,123,11,0,1.6047840118408203,False,False,1.0,0,6.32516622543335,5.84471321105957,0.4804530143737793,0.4804530143737793,,{}
3604,[*]NC(CO)C([*])=O,[*][N-]NC(CO)C([*])=O,canonical_mcmc,mcmc,123,13,0,1.9642939567565918,False,False,1.0,0,5.532388210296631,6.060169696807861,0.5277814865112305,0.5277814865112305,,{}
3607,[*]Oc1ccc(Cc2ccc(Cc3ccc(OC([*])=O)cc3)cc2)cc1,[*]Oc1ccc(Cc2ccc(Cc3ccc(OC([*])=O)cc3)[Si]nc2)cc1,canonical_mcmc,mcmc,123,8,0,0.6685826778411865,False,False,1.0,0,4.370055198669434,3.8563168048858643,0.5137383937835693,0.5137383937835693,,{}
3609,[*]CCCCCCOc1ccc(C(=O)OC(=O)c2ccc(O[*])cc2)cc1,[*]CC\CCCOc1ccc(C(=O)OC(=O)c2ccc(O[*])cc2)cc[nH]1,canonical_mcmc,mcmc,123,10,0,1.254227638244629,False,False,1.0,0,4.256508827209473,3.4039833545684814,0.8525254726409912,0.8525254726409912,,{}
3621,[*]CCCCCCCCCCCCNC(=O)c1cccc(C(=O)N[*])c1,[*]CCCCCCCCCCCCNC(-O)c1cccc(C(=O)N[*])c1,canonical_mcmc,mcmc,123,14,0,0.9462692737579346,False,False,1.0,0,4.676126480102539,4.984686374664307,0.3085598945617676,0.3085598945617676,,{}
3623,[*]Oc1ccc(C(=O)OCCCCCCOC(=O)c2ccc([*])cc2)cc1,[*]Oc1ccc(C(=O)NOCCCCCOC(O)c2ccc([*])cc2)cc1,canonical_mcmc,mcmc,123,12,0,0.7748541831970215,False,False,1.0,0,4.059845924377441,4.299976825714111,0.24013090133666992,0.24013090133666992,,{}
3634,[*]CCCCCCCCCOC(=O)c1ccc(-c2ccc(C(=O)O[*])cc2)cc1,[*]CCCCCCCCOC(O)c1ccc(-c2ccc(C(=O)O[*])cc2)cc1,canonical_mcmc,mcmc,123,6,0,0.5169734954833984,False,False,1.0,0,4.265665054321289,4.464051246643066,0.19838619232177734,0.19838619232177734,,{}
3644,[*]C=CC1CC([*])C(C(=O)OC(C)(C)C)C1C(=O)OC(C)(C)C,[*]C=CC1CC([*])C(C(=P)OC(C)(C)C)C1C(=O)C(C)(C)C,canonical_mcmc,mcmc,123,15,0,2.7517077922821045,False,False,1.0,0,5.599942684173584,4.886897563934326,0.7130451202392578,0.7130451202392578,,{}
3648,[*]Cc1ccc(COC(=O)CCCCCCC(=O)O[*])cc1,[*]Cc1ccc(COC(=O)CCCCC([N+]=O)O[*])cc1,canonical_mcmc,mcmc,123,6,0,0.5619919300079346,False,False,1.0,0,5.499137878417969,4.881842613220215,0.6172952651977539,0.6172952651977539,,{}
3650,[*]CC(OC)C1(C)C(=O)OC(=O)C1([*])C,[*]CC(OC)C1(N)sC(=O)OC(=O)C1([*])C,canonical_mcmc,mcmc,123,10,0,1.4458179473876953,False,False,1.0,0,5.9399213790893555,5.707527160644531,0.23239421844482422,0.23239421844482422,,{}
3657,[*]c1ccc2c(c1)c1cc([*])ccc1n2CCC(=O)NO,[*]c1ccc2c(c1)c1cc([*])ccc1n2C\CC(=N)N,canonical_mcmc,mcmc,123,12,0,2.062685966491699,False,False,1.0,0,3.0984621047973633,3.1586341857910156,0.060172080993652344,0.060172080993652344,,{}
3658,[*]CCCCOC(=O)C(OC)C(OC)C(=O)O[*],[*]CCCCOC(=O)C(OC)C(OC)C(=NO)OP[*][Si],canonical_mcmc,mcmc,123,15,0,2.3349602222442627,False,False,1.0,0,6.2052154541015625,4.933261871337891,1.2719535827636719,1.2719535827636719,,{}
3666,[*]CC([*])C(=O)OCCO,[*]CC([*])C(=[Si]O)OCCO,canonical_mcmc,mcmc,123,11,0,1.9014971256256104,False,False,1.0,0,6.219655990600586,4.737256050109863,1.4823999404907227,1.4823999404907227,,{}
3671,[*]Nc1cc(F)c([*])cc1F,[*]c1cc(F)c([*])cc1F,canonical_mcmc,mcmc,123,9,0,1.2233326435089111,False,False,1.0,0,3.8623814582824707,3.755281448364258,0.10710000991821289,0.10710000991821289,,{}
3672,[*]C=C([*])c1cccc(C#C)n1,[*]C=C([*])c1ccnc(C#C)n1,canonical_mcmc,mcmc,123,7,0,1.4187259674072266,False,False,1.0,0,2.771085023880005,2.7170979976654053,0.05398702621459961,0.05398702621459961,,{}
3676,[*]c1ccc(NC(=O)CCCCCC(=O)Nc2ccc(S([*])(=O)=O)cc2)cc1,[*]c1ccc(NC(=O)CCCCC(=[N+]O)Ic2ccc(S([*])(=O)=P)cc2)cc1,canonical_mcmc,mcmc,123,9,0,1.6677310466766357,False,False,1.0,0,4.032588005065918,3.8134500980377197,0.21913790702819824,0.21913790702819824,,{}
3680,[*]CCCC(S1)=CC=C1[*],[*]CC(S1)=CC=C1[*],canonical_mcmc,mcmc,123,13,0,2.5010666847229004,False,False,1.0,0,3.96146297454834,3.802931308746338,0.15853166580200195,0.15853166580200195,,{}
3681,C(S1)=CC=C1C(S2)=CC=C2C(=S)C(S3)=CC=C3C(=O)NC(=O)N,C(S1)=CCC1C(S2)=CC=C2C(=S)C(S3)=CC=C3C(=O)NC(=O)N,canonical_mcmc,mcmc,123,10,0,1.9538614749908447,False,False,1.0,0,2.4064769744873047,2.6135730743408203,0.20709609985351562,0.20709609985351562,,{}
3691,[*]CC(C=C1)=CC=C1C(C=C2)=CC=C2C(C=C3)=CC=C3[*],[*]CC(C=C1)=CC=C1C(C=C2)=CC=C2C(C3)=CC=C3[*],canonical_mcmc,mcmc,123,12,0,2.0768208503723145,False,False,1.0,0,3.745976448059082,3.259896755218506,0.48607969284057617,0.48607969284057617,,{}
