polymer_id,original_representation,property_name,property_value,units,source_dataset,split,phase4_attack_family,phase4_attack_category,phase4_label_basis
poly_3022,*N1CCN(CC1)C(OC1CC2CC(OC(*)=O)CC(O2)C1)=O,Bandgap,5.4981,eV,phase4_adversarial_augmentation,train,randomization,representation_preserving_control,measured_target_from_graph_equivalent_source
poly_200,C(c1ccc(*)c2c1ccs2)=C*,Bandgap,2.1063,eV,phase4_adversarial_augmentation,train,randomization,representation_preserving_control,measured_target_from_graph_equivalent_source
poly_3011,C(CC(*)=O)(O*)C(Cl)(Cl)Cl,Bandgap,5.4848,eV,phase4_adversarial_augmentation,train,randomization,representation_preserving_control,measured_target_from_graph_equivalent_source
poly_1616,c1(C(=O)NNC(c2ccc(cc2)O*)=O)cccc(c1)C(NNC(=O)c1ccc(cc1)OC(c1cccc(c1)C(=O)*)=O)=O,Bandgap,4.0535,eV,phase4_adversarial_augmentation,train,randomization,representation_preserving_control,measured_target_from_graph_equivalent_source
poly_1974,c1(ccc(cc1)C(OC(=O)c1ccc(O*)cc1)=O)*,Bandgap,4.441,eV,phase4_adversarial_augmentation,train,randomization,representation_preserving_control,measured_target_from_graph_equivalent_source
poly_3097,C(CCCCNC(=O)C(CC(C(=O)N*)CC)CC)C*,Bandgap,5.5731,eV,phase4_adversarial_augmentation,train,randomization,representation_preserving_control,measured_target_from_graph_equivalent_source
poly_80,c1c(C(*)=C*)cccc1Br,Bandgap,1.5553,eV,phase4_adversarial_augmentation,train,randomization,representation_preserving_control,measured_target_from_graph_equivalent_source
poly_1282,c12c(ccc(O*)c2)cc(cc1)Oc1ccc(C(=O)c2ccc(*)cc2)cc1,Bandgap,3.6496,eV,phase4_adversarial_augmentation,train,randomization,representation_preserving_control,measured_target_from_graph_equivalent_source
poly_3604,N(C(=O)C*)*,Bandgap,6.0692,eV,phase4_adversarial_augmentation,train,randomization,representation_preserving_control,measured_target_from_graph_equivalent_source
poly_3100,*CCCC(CCCC=C*)Cl,Bandgap,5.5792,eV,phase4_adversarial_augmentation,train,randomization,representation_preserving_control,measured_target_from_graph_equivalent_source
poly_2137,*NC(C(=O)*)CC(OCc1ccc(Cl)cc1)=O,Bandgap,4.6003,eV,phase4_adversarial_augmentation,train,randomization,representation_preserving_control,measured_target_from_graph_equivalent_source
poly_269,c1c(sc(c1)*)C#Cc1cc(OCCCCCCCC)c(cc1OCCCCCCCC)C#C*,Bandgap,2.3184,eV,phase4_adversarial_augmentation,train,randomization,representation_preserving_control,measured_target_from_graph_equivalent_source
poly_1014,n1c(ccc(N*)c1)*,Bandgap,3.3373,eV,phase4_adversarial_augmentation,train,randomization,representation_preserving_control,measured_target_from_graph_equivalent_source
poly_788,OC(=O)c1ccc(N=Nc2cc(*)c(O)c(c2)*)cc1,Bandgap,3.0234,eV,phase4_adversarial_augmentation,train,randomization,representation_preserving_control,measured_target_from_graph_equivalent_source
poly_2510,O=C1N(c2ccc(cc2)*)C(=O)N1*,Bandgap,4.9563,eV,phase4_adversarial_augmentation,train,randomization,representation_preserving_control,measured_target_from_graph_equivalent_source
poly_336,C(CCCCCCCCOC(c1cc(sc1*)-c1sc(*)cc1)=O)CCC,Bandgap,2.4434,eV,phase4_adversarial_augmentation,train,randomization,representation_preserving_control,measured_target_from_graph_equivalent_source
poly_194,s1c(*)ccc1-c1sc(C(=S)c2ccc(*)cc2)cc1,Bandgap,2.0836,eV,phase4_adversarial_augmentation,train,randomization,representation_preserving_control,measured_target_from_graph_equivalent_source
poly_1707,c1(*)ccc(-c2ccc(cc2)OP(=O)(c2ccccc2)O*)cc1,Bandgap,4.1560000000000015,eV,phase4_adversarial_augmentation,train,randomization,representation_preserving_control,measured_target_from_graph_equivalent_source
poly_1768,c1cc(ccc1C(c1ccc(O*)cc1)(C)C)OCC(=O)OC(=O)C*,Bandgap,4.2143,eV,phase4_adversarial_augmentation,train,randomization,representation_preserving_control,measured_target_from_graph_equivalent_source
poly_1332,[O-][N+](=O)c1cc(ccc1O*)C(CCC(O)=O)(c1ccc(c(c1)[N+]([O-])=O)OC(=O)c1cccc(C(=O)*)c1)C,Bandgap,3.7042,eV,phase4_adversarial_augmentation,train,randomization,representation_preserving_control,measured_target_from_graph_equivalent_source
poly_2104,c1c(ccc(c1)C(NCC(CC(CCC*)C)(C)C)=O)C(N*)=O,Bandgap,4.5756,eV,phase4_adversarial_augmentation,train,randomization,representation_preserving_control,measured_target_from_graph_equivalent_source
poly_1580,c1(-c2sc(C*)cc2)ccc(O*)cc1,Bandgap,4.0146,eV,phase4_adversarial_augmentation,train,randomization,representation_preserving_control,measured_target_from_graph_equivalent_source
poly_2187,Clc1cc(C(C)(C)c2cc(c(c(c2)Cl)OC(=O)*)Cl)cc(c1O*)Cl,Bandgap,4.6457,eV,phase4_adversarial_augmentation,train,randomization,representation_preserving_control,measured_target_from_graph_equivalent_source
poly_1445,C(OC(c1ccc(cc1)O*)=O)(C)COC(c1ccc(cc1)OC(=O)c1ccc(C(=O)*)cc1)=O,Bandgap,3.8432,eV,phase4_adversarial_augmentation,train,randomization,representation_preserving_control,measured_target_from_graph_equivalent_source
poly_3635,N(C(C1C(C)(C(N*)=O)C1)=O)CCCCCC*,Bandgap,6.1212,eV,phase4_adversarial_augmentation,train,randomization,representation_preserving_control,measured_target_from_graph_equivalent_source
poly_520,O=c1n(c(=O)c2c1cc1c(n(c(c1c2)=O)Nc1nc(N*)nc(N(CC)CC)n1)=O)*,Bandgap,2.679,eV,phase4_adversarial_augmentation,train,randomization,representation_preserving_control,measured_target_from_graph_equivalent_source
poly_1558,c1(cc(ccc1)Nc1ccc(*)cc1)Nc1ccc(cc1)S(=O)(=O)*,Bandgap,3.9901,eV,phase4_adversarial_augmentation,train,randomization,representation_preserving_control,measured_target_from_graph_equivalent_source
poly_2190,c1cc(OC(=O)*)ccc1C(C)(c1ccc(O*)cc1)CC(C)C,Bandgap,4.647,eV,phase4_adversarial_augmentation,train,randomization,representation_preserving_control,measured_target_from_graph_equivalent_source
poly_3957,C1C(CCC(C1)C(=O)O*)C(=O)OC1C2OCC(*)C2OC1,Bandgap,6.5816,eV,phase4_adversarial_augmentation,train,randomization,representation_preserving_control,measured_target_from_graph_equivalent_source
poly_1663,*c1nc(ccc1)Oc1ccc(Oc2ccc(cc2)O*)cc1,Bandgap,4.1015,eV,phase4_adversarial_augmentation,train,randomization,representation_preserving_control,measured_target_from_graph_equivalent_source
poly_2204,O=S(=O)(c1ccc(*)cc1)O*,Bandgap,4.6583,eV,phase4_adversarial_augmentation,train,randomization,representation_preserving_control,measured_target_from_graph_equivalent_source
poly_3400,C(CNC(=O)CCCCC*)CCCCNC(CCCCO*)=O,Bandgap,5.8743,eV,phase4_adversarial_augmentation,train,randomization,representation_preserving_control,measured_target_from_graph_equivalent_source
poly_3599,C(COC(=O)CCCCCCCCC(=O)O*)=CC*,Bandgap,6.0636,eV,phase4_adversarial_augmentation,train,randomization,representation_preserving_control,measured_target_from_graph_equivalent_source
poly_3359,C(CNC(CCCCCCCCCCCCCCC(N*)=O)=O)CCCCCCCCCC*,Bandgap,5.8439,eV,phase4_adversarial_augmentation,train,randomization,representation_preserving_control,measured_target_from_graph_equivalent_source
poly_1360,c1c(*)cc(cc1)-c1oc(-c2cccc(n2)-c2nnc(*)o2)nn1,Bandgap,3.7357,eV,phase4_adversarial_augmentation,train,randomization,representation_preserving_control,measured_target_from_graph_equivalent_source
poly_1147,c1c2nc(oc2ccc1-c1ccc2oc(nc2c1)*)-c1cccc(c1)*,Bandgap,3.4974,eV,phase4_adversarial_augmentation,train,randomization,representation_preserving_control,measured_target_from_graph_equivalent_source
poly_653,c1(ccc(cc1)N=Nc1cc(c(c(*)c1)O)*)[N+](=O)[O-],Bandgap,2.8678,eV,phase4_adversarial_augmentation,train,randomization,representation_preserving_control,measured_target_from_graph_equivalent_source
poly_2431,O(CCOCCOC(CCSCCC(=O)O*)=O)CC*,Bandgap,4.8908,eV,phase4_adversarial_augmentation,train,randomization,representation_preserving_control,measured_target_from_graph_equivalent_source
poly_1574,c1(OC(*)=S)ccc(C*)cc1,Bandgap,4.0098,eV,phase4_adversarial_augmentation,train,randomization,representation_preserving_control,measured_target_from_graph_equivalent_source
poly_1016,c1cc(*)c2c(nc(c(CC)n2)CC)c1*,Bandgap,3.3408,eV,phase4_adversarial_augmentation,train,randomization,representation_preserving_control,measured_target_from_graph_equivalent_source
poly_915,c1c(cc2c(c(-c3ccccc3)c(nc2c1)*)-c1ccccc1)Oc1cc2c(nc(c(c2-c2ccccc2)-c2ccccc2)-c2ccc(Oc3ccc(cc3)*)cc2)cc1,Bandgap,3.2,eV,phase4_adversarial_augmentation,train,randomization,representation_preserving_control,measured_target_from_graph_equivalent_source
poly_2273,c1(O*)c(C)cc(cc1Cl)C(C)(C)c1cc(Cl)c(c(c1)C)OC(=O)*,Bandgap,4.7294,eV,phase4_adversarial_augmentation,train,randomization,representation_preserving_control,measured_target_from_graph_equivalent_source
poly_2203,N(CC*)(C(c1c(cc(F)cc1F)F)=O)*,Bandgap,4.6565,eV,phase4_adversarial_augmentation,train,randomization,representation_preserving_control,measured_target_from_graph_equivalent_source
poly_1718,c1(cc(*)cc(C)c1O*)C(C)CCCCCC,Bandgap,4.1665,eV,phase4_adversarial_augmentation,train,randomization,representation_preserving_control,measured_target_from_graph_equivalent_source
poly_523,c1cc2c3c(c4c(nc5ccc(*)cc5n4)c4cccc(c34)c3c2nc2cc(ccc2n3)*)c1,Bandgap,2.6823,eV,phase4_adversarial_augmentation,train,randomization,representation_preserving_control,measured_target_from_graph_equivalent_source
poly_2349,O1C=CCCC1C(CC(*)=O)O*,Bandgap,4.8038,eV,phase4_adversarial_augmentation,train,randomization,representation_preserving_control,measured_target_from_graph_equivalent_source
poly_533,C(C(O*)=O)(=S)C*,Bandgap,2.6969,eV,phase4_adversarial_augmentation,train,randomization,representation_preserving_control,measured_target_from_graph_equivalent_source
poly_1791,c1cc(ccc1C1(c2ccc(cc2)Oc2nc(OC)nc(*)n2)CCCCC1)O*,Bandgap,4.2479,eV,phase4_adversarial_augmentation,train,randomization,representation_preserving_control,measured_target_from_graph_equivalent_source
poly_1771,c1(NC(=O)OCC(O*)c2ccco2)ccc(cc1)Cc1ccc(cc1)NC(=O)*,Bandgap,4.2202,eV,phase4_adversarial_augmentation,train,randomization,representation_preserving_control,measured_target_from_graph_equivalent_source
poly_1264,IC(*)=C(I)*,Bandgap,3.6353,eV,phase4_adversarial_augmentation,train,randomization,representation_preserving_control,measured_target_from_graph_equivalent_source
poly_2253,C(CCCNC(=N*)C)CCCCCC*,Bandgap,4.7056,eV,phase4_adversarial_augmentation,train,randomization,representation_preserving_control,measured_target_from_graph_equivalent_source
poly_2354,CC(C)(C)C(*)=CCC*,Bandgap,4.8144,eV,phase4_adversarial_augmentation,train,randomization,representation_preserving_control,measured_target_from_graph_equivalent_source
poly_2740,Cc1ccc(N2C(=O)C3C(C(CC3*)C=C*)C2=O)cc1,Bandgap,5.1862,eV,phase4_adversarial_augmentation,train,randomization,representation_preserving_control,measured_target_from_graph_equivalent_source
poly_3909,C(*)CCCCCOC(CCCC(O*)=O)=O,Bandgap,6.5166,eV,phase4_adversarial_augmentation,train,randomization,representation_preserving_control,measured_target_from_graph_equivalent_source
poly_1183,C(=O)(c1ccc(N=CNc2ccc(C(=O)OCCCC*)cc2)cc1)O*,Bandgap,3.5443,eV,phase4_adversarial_augmentation,train,randomization,representation_preserving_control,measured_target_from_graph_equivalent_source
poly_462,*n1c(c2cc3c(=O)n(c(=O)c3cc2c1=O)Nc1nc(nc(N*)n1)N(CCCC)CCCC)=O,Bandgap,2.5894,eV,phase4_adversarial_augmentation,train,randomization,representation_preserving_control,measured_target_from_graph_equivalent_source
poly_977,n1cc(nc2cc(ccc12)S(=O)(c1ccc2c(nc(*)cn2)c1)=O)-c1ccc(cc1)*,Bandgap,3.2921,eV,phase4_adversarial_augmentation,train,randomization,representation_preserving_control,measured_target_from_graph_equivalent_source
poly_2126,C1(C(=O)*)N(CC(OC(=O)CCC)C1)*,Bandgap,4.5924,eV,phase4_adversarial_augmentation,train,randomization,representation_preserving_control,measured_target_from_graph_equivalent_source
poly_2804,C(CCCCC(=O)N*)CCCCC(NCc1ccc(C*)cc1)=O,Bandgap,5.2404,eV,phase4_adversarial_augmentation,train,randomization,representation_preserving_control,measured_target_from_graph_equivalent_source
poly_62,c1(*)c(CCCCCCCCCCCC)cc(-c2sc(cc2)*)s1,Bandgap,1.4731,eV,phase4_adversarial_augmentation,train,randomization,representation_preserving_control,measured_target_from_graph_equivalent_source
poly_3613,*CCCCOC(=O)NCCNC(=O)O*,Bandgap,6.0791,eV,phase4_adversarial_augmentation,train,randomization,representation_preserving_control,measured_target_from_graph_equivalent_source
poly_4020,C(C(=O)OCCCCCCCCCCCCCC*)CCCC(=O)O*,Bandgap,6.6687,eV,phase4_adversarial_augmentation,train,randomization,representation_preserving_control,measured_target_from_graph_equivalent_source
poly_2069,c1(ccc(cc1)OC)C(O*)C(C)(C)C(*)=O,Bandgap,4.5448,eV,phase4_adversarial_augmentation,train,randomization,representation_preserving_control,measured_target_from_graph_equivalent_source
poly_1380,c1cccc2c1c1ccccc1n2CCCCCOC(=O)C(C*)(*)C,Bandgap,3.7599,eV,phase4_adversarial_augmentation,train,randomization,representation_preserving_control,measured_target_from_graph_equivalent_source
poly_2412,*C(C*)C(=O)OCc1occc1,Bandgap,4.8728,eV,phase4_adversarial_augmentation,train,randomization,representation_preserving_control,measured_target_from_graph_equivalent_source
poly_1745,C(c1sc(cc1)*)(NCCCCCCCCCCNC(=O)*)=O,Bandgap,4.1872,eV,phase4_adversarial_augmentation,train,randomization,representation_preserving_control,measured_target_from_graph_equivalent_source
poly_1439,O=S(c1ccc(O*)cc1)(=O)c1ccc(Oc2ccc(cc2[N-][N+]#N)C(c2ccc(c(c2)[N-][N+]#N)*)(C)C)cc1,Bandgap,3.8369,eV,phase4_adversarial_augmentation,train,randomization,representation_preserving_control,measured_target_from_graph_equivalent_source
poly_460,c1(ccc(s1)CC*)C(=S)*,Bandgap,2.5846,eV,phase4_adversarial_augmentation,train,randomization,representation_preserving_control,measured_target_from_graph_equivalent_source
poly_1613,C(c1ccc(cc1)-c1ccc(cc1)C(*)=O)(=O)OCC(O*)C,Bandgap,4.0523,eV,phase4_adversarial_augmentation,train,randomization,representation_preserving_control,measured_target_from_graph_equivalent_source
poly_4031,CCCCC(C*)(CCCC)C(O*)=O,Bandgap,6.6774,eV,phase4_adversarial_augmentation,train,randomization,representation_preserving_control,measured_target_from_graph_equivalent_source
poly_1563,C1(Cl)=CC(C=CC1=N*)*,Bandgap,3.9985,eV,phase4_adversarial_augmentation,train,randomization,representation_preserving_control,measured_target_from_graph_equivalent_source
poly_1998,C(NC*)(=S)O*,Bandgap,4.4724,eV,phase4_adversarial_augmentation,train,randomization,representation_preserving_control,measured_target_from_graph_equivalent_source
poly_2774,C(C(=O)O*)(=O)OCCCCCCCCCCCCCCCCCCCC*,Bandgap,5.2168,eV,phase4_adversarial_augmentation,train,randomization,representation_preserving_control,measured_target_from_graph_equivalent_source
poly_1817,c1cccc(c1)N(CC*)CCOC(=O)Nc1ccc(cc1)Cc1ccc(cc1)NC(O*)=O,Bandgap,4.271,eV,phase4_adversarial_augmentation,train,randomization,representation_preserving_control,measured_target_from_graph_equivalent_source
poly_2154,*c1ccc(s1)CC(NCCCCCCNC(=O)C*)=O,Bandgap,4.618,eV,phase4_adversarial_augmentation,train,randomization,representation_preserving_control,measured_target_from_graph_equivalent_source
poly_911,CC(C)c1c(ccc(C(C)(C)c2ccc(OC(=O)c3ccc(C(=O)*)cc3)c(C(C)C)c2)c1)O*,Bandgap,3.1936,eV,phase4_adversarial_augmentation,train,randomization,representation_preserving_control,measured_target_from_graph_equivalent_source
poly_3176,C1CC(CC2CCC(NC(CCCCCCCCCCC(=O)*)=O)CC2)CCC1N*,Bandgap,5.6638,eV,phase4_adversarial_augmentation,train,randomization,representation_preserving_control,measured_target_from_graph_equivalent_source
poly_384,c1cc(sc1-c1ccc(cc1)-c1ccc(C(=O)*)s1)*,Bandgap,2.499,eV,phase4_adversarial_augmentation,train,randomization,representation_preserving_control,measured_target_from_graph_equivalent_source
poly_3013,*OC(Nc1c(ccc(c1)NC(OCNC(=O)NC*)=O)C)=O,Bandgap,5.4863,eV,phase4_adversarial_augmentation,train,randomization,representation_preserving_control,measured_target_from_graph_equivalent_source
poly_929,c1(cncc(*)c1)-c1nc2c(s1)cc(cc2)-c1cc2c(nc(s2)*)cc1,Bandgap,3.2155,eV,phase4_adversarial_augmentation,train,randomization,representation_preserving_control,measured_target_from_graph_equivalent_source
poly_319,c1(*)sc(c(c1)CCCCCCBr)*,Bandgap,2.4253,eV,phase4_adversarial_augmentation,train,randomization,representation_preserving_control,measured_target_from_graph_equivalent_source
poly_2598,C(CCNC(c1nc(cc(O)c1)*)=O)CCCNC(*)=O,Bandgap,5.0481,eV,phase4_adversarial_augmentation,train,randomization,representation_preserving_control,measured_target_from_graph_equivalent_source
poly_2870,O=C(C1CC(O)CN1*)*,Bandgap,5.318,eV,phase4_adversarial_augmentation,train,randomization,representation_preserving_control,measured_target_from_graph_equivalent_source
poly_2256,Cc1c(O*)c(cc(C(C)(c2cc(c(c(C)c2)OC(=O)*)C)C)c1)C,Bandgap,4.707,eV,phase4_adversarial_augmentation,train,randomization,representation_preserving_control,measured_target_from_graph_equivalent_source
poly_2289,C(CCCCC(=O)NNC(=O)c1cccc(C(=O)NN*)c1)CCCC(*)=O,Bandgap,4.7432,eV,phase4_adversarial_augmentation,train,randomization,representation_preserving_control,measured_target_from_graph_equivalent_source
poly_1799,c1(Sc2ccc(OC(*)=O)cc2)ccc(cc1)O*,Bandgap,4.2554,eV,phase4_adversarial_augmentation,train,randomization,representation_preserving_control,measured_target_from_graph_equivalent_source
poly_984,c1c2c(C(N(C2=O)c2ccc(cc2)S(c2ccc(cc2)*)(=O)=O)=O)ccc1Oc1ccc(Oc2ccc3C(=O)N(C(c3c2)=O)*)cc1,Bandgap,3.2983,eV,phase4_adversarial_augmentation,train,randomization,representation_preserving_control,measured_target_from_graph_equivalent_source
poly_3739,C(CCCCCCC(OCCCOCCC*)=O)CC(=O)O*,Bandgap,6.267,eV,phase4_adversarial_augmentation,train,randomization,representation_preserving_control,measured_target_from_graph_equivalent_source
poly_2846,*C(=O)C(N*)C(C)C,Bandgap,5.2958,eV,phase4_adversarial_augmentation,train,randomization,representation_preserving_control,measured_target_from_graph_equivalent_source
poly_871,c1(C(=O)Nc2ccc(cc2)-c2ccc(cc2)N*)c(cc(C(=O)*)c(c1)C(O)=O)C(=O)O,Bandgap,3.1431,eV,phase4_adversarial_augmentation,train,randomization,representation_preserving_control,measured_target_from_graph_equivalent_source
poly_613,c1c(ccc(*)c1)-c1ccc(cc1)-c1sc(c(SCCCC)c1)*,Bandgap,2.8074,eV,phase4_adversarial_augmentation,train,randomization,representation_preserving_control,measured_target_from_graph_equivalent_source
poly_1249,C(CCOc1ccc(cc1C)C=CC=Cc1ccc(O*)c(c1)C)CCCC*,Bandgap,3.617,eV,phase4_adversarial_augmentation,train,randomization,representation_preserving_control,measured_target_from_graph_equivalent_source
poly_2158,C(CC=CC(=O)NCCCCCC*)C=CC(=O)N*,Bandgap,4.6202,eV,phase4_adversarial_augmentation,train,randomization,representation_preserving_control,measured_target_from_graph_equivalent_source
poly_2582,C(CN*)*,Bandgap,5.0272,eV,phase4_adversarial_augmentation,train,randomization,representation_preserving_control,measured_target_from_graph_equivalent_source
poly_4152,O=C(O*)C*,Bandgap,7.085,eV,phase4_adversarial_augmentation,train,randomization,representation_preserving_control,measured_target_from_graph_equivalent_source
poly_1084,c1cccc(-c2oc(nn2)-c2cc(ccc2)NC(C(C*)(*)C)=O)c1,Bandgap,3.4128,eV,phase4_adversarial_augmentation,train,randomization,representation_preserving_control,measured_target_from_graph_equivalent_source
poly_1662,C(*)CCOCCCOC(=O)c1ccc(-c2ccc(cc2)C(O*)=O)cc1,Bandgap,4.1008,eV,phase4_adversarial_augmentation,train,randomization,representation_preserving_control,measured_target_from_graph_equivalent_source
poly_1541,c1cc(C(*)=O)sc1C(=O)O*,Bandgap,3.9696,eV,phase4_adversarial_augmentation,train,randomization,representation_preserving_control,measured_target_from_graph_equivalent_source
poly_496,c1cc(*)ccc1C(c1ccc(cc1)O*)=S,Bandgap,2.6460000000000004,eV,phase4_adversarial_augmentation,train,randomization,representation_preserving_control,measured_target_from_graph_equivalent_source
poly_5,c1cc(ccc1C(*)=C*)C#C,Bandgap,0.2213,eV,phase4_adversarial_augmentation,train,randomization,representation_preserving_control,measured_target_from_graph_equivalent_source
poly_3464,FC(F)(F)C(C(F)(F)F)(C*)C=C*,Bandgap,5.9378,eV,phase4_adversarial_augmentation,train,randomization,representation_preserving_control,measured_target_from_graph_equivalent_source
poly_1544,C(COCCOCCOCCOc1ccc(C=C(C)c2ccc(cc2)O*)cc1)OCC*,Bandgap,3.9748,eV,phase4_adversarial_augmentation,train,randomization,representation_preserving_control,measured_target_from_graph_equivalent_source
poly_608,c1(ccc(C(=S)c2ccc(*)cc2)cc1)C*,Bandgap,2.8005,eV,phase4_adversarial_augmentation,train,randomization,representation_preserving_control,measured_target_from_graph_equivalent_source
poly_2,c1c(C(=C*)*)cccc1,Bandgap,0.0933,eV,phase4_adversarial_augmentation,train,randomization,representation_preserving_control,measured_target_from_graph_equivalent_source
poly_3528,C(CCCCC(=O)NC*)(N*)=O,Bandgap,5.997999999999998,eV,phase4_adversarial_augmentation,train,randomization,representation_preserving_control,measured_target_from_graph_equivalent_source
poly_665,o1c(Sc2oc(C=C(C(C=C*)=O)C)cc2)ccc1*,Bandgap,2.8834,eV,phase4_adversarial_augmentation,train,randomization,representation_preserving_control,measured_target_from_graph_equivalent_source
poly_2357,O(c1nc(ccc1)*)c1ccc(cc1C)O*,Bandgap,4.8181,eV,phase4_adversarial_augmentation,train,randomization,representation_preserving_control,measured_target_from_graph_equivalent_source
poly_1325,c1(cc(c(N*)c(OC)c1)OC)*,Bandgap,3.698,eV,phase4_adversarial_augmentation,train,randomization,representation_preserving_control,measured_target_from_graph_equivalent_source
poly_1350,c1cc(C(C(=O)c2ccc(cc2)Oc2ccc(O*)cc2)=O)ccc1*,Bandgap,3.7299,eV,phase4_adversarial_augmentation,train,randomization,representation_preserving_control,measured_target_from_graph_equivalent_source
poly_1081,c1ccc(cc1)C(C(F)(F)F)(c1ccc(cc1)-c1oc2c(ccc(c2)-c2ccc3nc(oc3c2)*)n1)c1ccc(cc1)*,Bandgap,3.409,eV,phase4_adversarial_augmentation,train,randomization,representation_preserving_control,measured_target_from_graph_equivalent_source
poly_1526,c1(*)ccc(Oc2ccc(cc2)C(c2ccc(cc2)O*)(C)C)nn1,Bandgap,3.9499,eV,phase4_adversarial_augmentation,train,randomization,representation_preserving_control,measured_target_from_graph_equivalent_source
poly_2942,C(C*)CN(C(=O)CCCCC)*,Bandgap,5.4015,eV,phase4_adversarial_augmentation,train,randomization,representation_preserving_control,measured_target_from_graph_equivalent_source
poly_944,c1cc(P(c2ccccc2)(c2ccc3c(C(N(C3=O)*)=O)c2)=O)cc2C(N(C(c12)=O)c1cc(cc(*)c1)C(F)(F)F)=O,Bandgap,3.2484,eV,phase4_adversarial_augmentation,train,randomization,representation_preserving_control,measured_target_from_graph_equivalent_source
poly_2906,C(C*)(*)=C,Bandgap,5.3561,eV,phase4_adversarial_augmentation,train,randomization,representation_preserving_control,measured_target_from_graph_equivalent_source
poly_1779,c1(NC(SCC(O*)=O)=O)ccc(cc1)Cc1ccc(cc1)NC(=O)SCC(=O)OCC*,Bandgap,4.2361,eV,phase4_adversarial_augmentation,train,randomization,representation_preserving_control,measured_target_from_graph_equivalent_source
poly_1756,c12ccc(cc2oc(n1)CCCCCCCCC*)-c1cc2oc(nc2cc1)*,Bandgap,4.2007,eV,phase4_adversarial_augmentation,train,randomization,representation_preserving_control,measured_target_from_graph_equivalent_source
poly_204,s1c(*)c(OCCCC)c(C)c1*,Bandgap,2.1145,eV,phase4_adversarial_augmentation,train,randomization,representation_preserving_control,measured_target_from_graph_equivalent_source
poly_3607,C(C(CBr)O*)*,Bandgap,6.0732,eV,phase4_adversarial_augmentation,train,randomization,representation_preserving_control,measured_target_from_graph_equivalent_source
poly_3817,O=C(CCCCCCCCC(OC1CCC(C2CCC(CC2)O*)CC1)=O)*,Bandgap,6.3761,eV,phase4_adversarial_augmentation,train,randomization,representation_preserving_control,measured_target_from_graph_equivalent_source
poly_3783,C(CCCC*)COC(CCCCCNC(O*)=O)=O,Bandgap,6.3325,eV,phase4_adversarial_augmentation,train,randomization,representation_preserving_control,measured_target_from_graph_equivalent_source
poly_2159,c1(C)cc(C*)c(cc1CNC(=O)CCCCCCC(=O)N*)C,Bandgap,4.6206,eV,phase4_adversarial_augmentation,train,randomization,representation_preserving_control,measured_target_from_graph_equivalent_source
poly_3618,C1(C(*)C2CC1CC2C)*,Bandgap,6.0902,eV,phase4_adversarial_augmentation,train,randomization,representation_preserving_control,measured_target_from_graph_equivalent_source
poly_3137,C(C*)CCCCC(=O)N(*)C,Bandgap,5.6254,eV,phase4_adversarial_augmentation,train,randomization,representation_preserving_control,measured_target_from_graph_equivalent_source
poly_1177,c1cc(N*)c(cc1Br)-c1ccc(cc1)NC(=O)c1ccc(cc1)C(*)=O,Bandgap,3.5352,eV,phase4_adversarial_augmentation,train,randomization,representation_preserving_control,measured_target_from_graph_equivalent_source
poly_3003,*CCNC(NCCCCCCNC(O*)=O)=O,Bandgap,5.472,eV,phase4_adversarial_augmentation,train,randomization,representation_preserving_control,measured_target_from_graph_equivalent_source
poly_2768,C(CCCCNC(=O)NCCCCCCCNC(N*)=O)CCCC*,Bandgap,5.2144,eV,phase4_adversarial_augmentation,train,randomization,representation_preserving_control,measured_target_from_graph_equivalent_source
poly_1865,C(CCCSCCCCC(O*)=O)C(OCc1ccc(C*)cc1)=O,Bandgap,4.3125,eV,phase4_adversarial_augmentation,train,randomization,representation_preserving_control,measured_target_from_graph_equivalent_source
poly_1961,c1cc(C(=O)O*)ccc1C(=O)OCC(C)C*,Bandgap,4.4298,eV,phase4_adversarial_augmentation,train,randomization,representation_preserving_control,measured_target_from_graph_equivalent_source
poly_3397,N(CCCCCCCC*)C(=O)CCCCCCCCCCCCCCC(=O)N*,Bandgap,5.872000000000001,eV,phase4_adversarial_augmentation,train,randomization,representation_preserving_control,measured_target_from_graph_equivalent_source
poly_57,c1c(sc(c1OCCOC)*)*,Bandgap,1.4267,eV,phase4_adversarial_augmentation,train,randomization,representation_preserving_control,measured_target_from_graph_equivalent_source
poly_4135,C(*)C(C)(C)COC(=O)O*,Bandgap,6.9656,eV,phase4_adversarial_augmentation,train,randomization,representation_preserving_control,measured_target_from_graph_equivalent_source
poly_1868,O=CC(*)C*,Bandgap,4.3172,eV,phase4_adversarial_augmentation,train,randomization,representation_preserving_control,measured_target_from_graph_equivalent_source
poly_1953,*C(=O)C(NNC(c1cccc(C(=O)NN*)c1)=O)=O,Bandgap,4.4213,eV,phase4_adversarial_augmentation,train,randomization,representation_preserving_control,measured_target_from_graph_equivalent_source
poly_2552,O(P(Oc1cc(Cl)ccc1)(=N*)*)c1cc(Cl)ccc1,Bandgap,5.003,eV,phase4_adversarial_augmentation,train,randomization,representation_preserving_control,measured_target_from_graph_equivalent_source
poly_3534,CCC1OC(C*)CC(O1)*,Bandgap,6.0051,eV,phase4_adversarial_augmentation,train,randomization,representation_preserving_control,measured_target_from_graph_equivalent_source
